name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status
Michael Robbins,M,805039655,2001-08-11,Junior,School of Engineering,0,0
Beverly Williams,F,473598915,2005-03-05,Sophmore,School of Graduate Studies,0,0
Nicholas Hawkins,M,202109373,2002-06-02,Sophmore,Graduate School of Education,0,0
Tyler Mcguire,M,962973242,2000-06-14,Sophmore,School of Communication and Information,0,0
Christopher Flynn,M,481794005,2003-09-15,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Joseph Ortega,M,372399514,2000-12-06,Freshman,School of Arts and Sciences,0,0
Dana Brown,F,325672569,2003-10-17,Junior,School of Engineering,0,0
Anthony Smith,M,837439940,2003-01-03,Sophmore,Graduate School of Education,0,0
Jill Gilbert,F,108753044,2001-09-29,Senior,Graduate School of Education,0,0
Katie Sharp,F,422080354,1999-12-06,Senior,School of Arts and Sciences,0,0
Olivia Jones,F,701031711,2001-06-16,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Julia Roberts,F,522198143,2000-12-12,Junior,School of Environmental and Biological Sciences,0,0
John Patrick,M,240652366,2001-08-30,Senior,School of Engineering,0,0
Mark Collins,M,130721180,2002-04-18,Junior,Graduate School of Education,0,0
Antonio Lawrence,M,811827614,2002-10-05,Junior,School of Graduate Studies,0,0
Susan Villa,F,954489065,2001-01-01,Freshman,School of Graduate Studies,0,0
Stephanie Ellis,F,261743311,2001-11-03,Sophmore,School of Graduate Studies,0,0
Michael Dunn,M,450272236,2004-02-04,Freshman,School of Communication and Information,0,0
Eric Klein,M,292533954,2000-11-18,Freshman,School of Communication and Information,0,0
Henry Brown,M,773772285,2004-11-24,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Jeffrey Newton,M,705461899,2003-11-06,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Rachel Dougherty,F,236389696,2000-10-30,Junior,School of Communication and Information,0,0
Daniel Miller,M,541892793,2002-06-01,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Joanna Rollins,F,540098581,2000-12-08,Junior,School of Communication and Information,0,0
Justin Boone,M,776051013,2001-10-03,Freshman,School of Graduate Studies,0,0
Heather Lewis MD,F,658201931,2001-05-12,Freshman,School of Graduate Studies,1,0
James Ellis,M,980636448,2000-02-25,Junior,School of Arts and Sciences,0,0
Thomas Robinson,M,707825357,2000-12-25,Sophmore,School of Arts and Sciences,0,0
Melissa Reid,F,969377680,2001-10-23,Freshman,Mason Gross School of the Arts,0,0
Alexander Lewis,M,579786931,2003-10-24,Sophmore,Edward J. Bloustein School of Planning and Public Policy,0,1
Joseph Thomas,M,559112088,2005-02-28,Senior,School of Arts and Sciences,0,0
Anna Roberts,F,317451160,2003-02-01,Junior,School of Environmental and Biological Sciences,0,0
Ronald Martinez,M,284984443,2004-06-17,Junior,School of Graduate Studies,0,0
Emily Myers,F,306812000,2004-12-30,Junior,Graduate School of Education,0,0
Nicholas White,M,232972273,2001-12-22,Freshman,School of Arts and Sciences,0,0
Mitchell Brown,M,458694653,2001-03-03,Senior,School of Engineering,0,0
Deborah Walker,F,269177479,2005-05-24,Junior,School of Engineering,0,0
Robin Green,F,851461252,2001-05-17,Freshman,School of Communication and Information,0,0
Julian Morris,M,727838493,2005-08-10,Junior,Mason Gross School of the Arts,0,0
Shane Schroeder,M,567926634,2001-08-07,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Larry Palmer,M,468882775,2001-01-02,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Casey Reyes,F,695950376,2002-03-03,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Jordan Casey,F,180573230,2003-03-18,Senior,School of Communication and Information,0,0
Kara Cochran,F,562103364,2003-04-18,Freshman,School of Graduate Studies,0,0
Nicole Molina,F,444069072,2002-05-21,Sophmore,School of Communication and Information,0,0
James Hunter,M,225646019,2004-08-27,Sophmore,Mason Gross School of the Arts,0,0
Frederick Howard III,M,885470439,2003-09-03,Sophmore,Graduate School of Education,0,0
Stephanie Ewing,F,661631976,2003-02-06,Senior,Edward J. Bloustein School of Planning and Public Policy,1,0
Allen Boyd,M,334814898,2002-07-10,Junior,School of Environmental and Biological Sciences,0,0
Jennifer Taylor,F,967077643,2002-11-03,Junior,School of Communication and Information,0,0
Jessica Stone,F,276690916,2004-12-14,Freshman,School of Environmental and Biological Sciences,0,0
Kyle Simpson,M,757042662,2003-03-09,Sophmore,Edward J. Bloustein School of Planning and Public Policy,0,0
Michael Williamson,M,816258281,2001-11-11,Senior,School of Graduate Studies,0,0
Brenda Cook,F,445401864,2001-09-22,Freshman,School of Arts and Sciences,0,0
Lisa Morrison,F,459838704,2002-06-13,Freshman,Mason Gross School of the Arts,0,0
Anna Gordon,F,357292742,2001-09-06,Freshman,School of Communication and Information,0,0
Kristin Mitchell,F,918766718,2004-10-30,Senior,Mason Gross School of the Arts,0,0
Teresa Hayes,F,528144479,2004-09-12,Senior,School of Engineering,0,0
Samantha Price,F,784719824,2002-10-09,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Deborah Friedman,F,715684494,2004-10-19,Sophmore,Edward J. Bloustein School of Planning and Public Policy,0,0
Raymond Herman,M,861221263,2001-04-26,Senior,School of Environmental and Biological Sciences,0,0
Jordan Patterson,M,165689984,2004-09-24,Freshman,School of Arts and Sciences,0,0
Michael Bailey,M,930131356,2004-01-14,Freshman,School of Communication and Information,0,0
Robert Barr,M,134689672,2000-08-09,Junior,School of Communication and Information,0,0
Kristen Nunez,F,227033813,2000-02-10,Freshman,Graduate School of Education,0,0
Dr. Steven Stone,M,285186033,2003-06-25,Sophmore,School of Communication and Information,0,0
Barbara Rios,F,869676781,2002-05-23,Junior,School of Arts and Sciences,0,0
Anita Bridges,F,647384949,2001-10-23,Sophmore,Graduate School of Education,0,0
Kelsey Berry,F,765149145,2002-04-05,Sophmore,School of Arts and Sciences,0,0
Whitney Flores,F,463598368,2000-06-14,Freshman,Graduate School of Applied and Professional Psychology,0,0
Julia Pham,F,595305794,2000-08-08,Junior,School of Engineering,0,0
Roger Cline,M,218560488,2002-07-04,Junior,School of Engineering,0,0
Glenn Sawyer,M,257730798,2003-03-01,Senior,School of Engineering,0,0
Kenneth Graham,M,243138191,2003-02-13,Sophmore,Mason Gross School of the Arts,0,0
Tara Simon,F,972741821,2000-03-12,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Ryan Snyder,M,521243106,1999-11-18,Senior,School of Arts and Sciences,0,0
Christina Jenkins,F,462885635,2000-02-23,Sophmore,School of Environmental and Biological Sciences,0,0
Christine Stewart,F,393835131,2002-06-07,Sophmore,Mason Gross School of the Arts,0,0
Jason Silva,M,944349455,2002-04-24,Junior,School of Environmental and Biological Sciences,1,0
Andrew Love,M,726751270,2005-02-03,Senior,School of Environmental and Biological Sciences,0,0
Emily Cummings,F,206425484,2004-09-28,Junior,School of Environmental and Biological Sciences,0,0
Brandon Woods,M,289999472,2003-12-05,Junior,School of Graduate Studies,0,0
Mary Allen,F,246952850,2003-02-16,Freshman,Mason Gross School of the Arts,0,0
Tracy Oconnor,F,690492485,2005-08-03,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Leslie Brown PhD,F,513658428,2003-03-20,Junior,School of Graduate Studies,0,0
Carl Bradford,M,814039740,2000-01-04,Freshman,Graduate School of Applied and Professional Psychology,1,0
Anthony Ramirez,M,555363300,2005-04-05,Freshman,School of Communication and Information,0,0
Joshua Black,M,649784392,2002-02-12,Senior,School of Environmental and Biological Sciences,0,0
Alan Romero,M,737098797,2000-01-27,Freshman,Graduate School of Education,0,0
Gina Salazar,F,954066640,2001-07-29,Freshman,School of Engineering,0,0
Matthew Mejia,M,470751269,2001-05-07,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Zachary Chavez,M,884270494,2000-03-31,Junior,School of Arts and Sciences,0,0
Patrick Johnson,M,899225419,2004-03-01,Freshman,Edward J. Bloustein School of Planning and Public Policy,1,0
Tracy Flores,F,716591686,2000-09-02,Freshman,School of Environmental and Biological Sciences,0,0
Todd Hernandez,M,260744802,2005-04-28,Freshman,School of Engineering,0,0
Joshua Murphy,M,155920727,2004-06-18,Freshman,School of Engineering,0,0
Randy Odonnell,M,388007439,2003-04-25,Freshman,School of Communication and Information,0,0
Heather Huerta,F,823571839,2003-05-04,Sophmore,Mason Gross School of the Arts,0,0
Dennis Golden,M,765961265,2000-05-05,Senior,Mason Gross School of the Arts,0,0
Edward Kelly,M,381193888,2001-03-11,Senior,Mason Gross School of the Arts,0,0
Blake Kelly DVM,M,321059798,2001-03-10,Senior,School of Environmental and Biological Sciences,0,0
Marcus Frost,M,584383200,2002-11-18,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Bruce Diaz,M,918056410,2003-02-24,Sophmore,School of Communication and Information,0,0
April Williams,F,102556928,2002-08-14,Freshman,School of Graduate Studies,0,0
Keith Bridges,M,191531662,2005-02-15,Senior,Mason Gross School of the Arts,0,0
John Solis,M,737426312,2003-08-01,Sophmore,School of Engineering,0,0
Jaime Jones,M,902420373,2003-02-04,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Carmen Foster,F,513305842,2004-10-22,Junior,School of Graduate Studies,0,0
James Rodriguez,M,318525701,2001-08-23,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Karen Martinez,F,326144439,2000-04-26,Junior,Graduate School of Applied and Professional Psychology,0,0
Mr. Miguel Jones,M,488231946,2001-08-09,Senior,School of Engineering,0,0
Lisa Rodriguez,F,729327318,2000-03-25,Freshman,School of Environmental and Biological Sciences,0,0
William Fleming,M,444006874,1999-10-24,Junior,School of Arts and Sciences,0,0
Jonathan Franklin,M,695418776,2000-10-08,Junior,School of Arts and Sciences,0,0
Amber Chang,F,832428150,2001-06-10,Sophmore,School of Communication and Information,0,0
Lisa Haney,F,630080998,2001-06-12,Freshman,Mason Gross School of the Arts,0,0
Hunter Williams,M,590235444,2000-08-30,Junior,Mason Gross School of the Arts,0,0
Cynthia Mason,F,148853152,2004-11-06,Sophmore,Edward J. Bloustein School of Planning and Public Policy,0,0
Desiree Moss,F,335117714,2005-02-24,Freshman,School of Arts and Sciences,0,0
Amber Morris,F,769361875,2000-03-14,Sophmore,School of Environmental and Biological Sciences,0,0
Bailey Colon,F,196255026,2000-07-15,Sophmore,Mason Gross School of the Arts,0,0
Brian Collins,M,536923322,2001-12-01,Senior,Graduate School of Education,1,0
Katherine Williams,F,823121075,2000-09-13,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Joshua Small,M,886774578,1999-11-17,Junior,School of Communication and Information,0,0
Alison Alvarez,F,649766100,2004-06-17,Freshman,School of Arts and Sciences,0,0
Jacqueline Edwards,F,338363296,2002-08-13,Freshman,School of Graduate Studies,0,0
Christopher Hanson,M,707120866,2000-06-22,Junior,Mason Gross School of the Arts,0,0
Holly Gordon,F,540060483,2000-05-31,Sophmore,Graduate School of Education,0,0
Janet Blake,F,361894089,2004-12-19,Senior,School of Arts and Sciences,0,0
Jason Newton,M,321449886,2003-07-02,Sophmore,School of Communication and Information,0,0
Brian Kline,M,298547824,2001-05-27,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Angela Kline,F,542116124,2002-01-19,Freshman,School of Arts and Sciences,0,0
Elizabeth Boyer,F,755592468,2002-08-30,Sophmore,Edward J. Bloustein School of Planning and Public Policy,0,0
Richard Fisher,M,851539071,2003-04-29,Junior,School of Environmental and Biological Sciences,0,0
Anne Tucker,F,363395735,2000-07-18,Freshman,Mason Gross School of the Arts,0,0
Rodney Nelson,M,375104789,2000-02-29,Junior,School of Engineering,0,0
Dennis Gonzalez,M,718353263,2001-03-20,Senior,School of Communication and Information,1,0
Daniel Jennings,M,259941677,2004-05-20,Freshman,Mason Gross School of the Arts,0,0
Rodney Neal,M,438742170,2005-02-18,Senior,School of Environmental and Biological Sciences,0,0
Elizabeth Kent,F,820812878,2005-05-22,Junior,Graduate School of Applied and Professional Psychology,0,0
Angel Malone,M,814219344,2000-03-04,Sophmore,School of Environmental and Biological Sciences,0,0
Kathleen Case,F,632017013,2001-10-27,Sophmore,School of Arts and Sciences,0,0
Brent Kelley,M,103709535,2004-07-10,Senior,School of Arts and Sciences,0,0
Alicia Miller,F,383170651,2001-08-14,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Kim Powell,F,327397517,2000-11-08,Junior,School of Communication and Information,0,0
Sean Fuller III,M,626392261,2005-07-16,Freshman,Graduate School of Education,0,0
Michele Valenzuela,F,685347393,2001-02-02,Junior,Graduate School of Applied and Professional Psychology,0,0
Scott Moore,M,813709983,2005-05-08,Freshman,Mason Gross School of the Arts,0,0
John Chambers,M,941363754,2003-11-14,Freshman,School of Engineering,0,0
Andrea Wilkinson,F,294802620,2003-03-03,Junior,School of Environmental and Biological Sciences,0,0
Kristen Gay,F,251394672,2003-01-21,Senior,School of Environmental and Biological Sciences,0,0
Harold Robinson,M,604777459,2002-09-10,Senior,School of Communication and Information,0,0
James Clark,M,189628217,2002-08-27,Freshman,School of Environmental and Biological Sciences,0,0
Jesse Mcknight,M,371208261,1999-10-25,Sophmore,Edward J. Bloustein School of Planning and Public Policy,0,0
Deborah Howard,F,432168247,2001-08-10,Senior,School of Environmental and Biological Sciences,0,0
Krista Phillips,F,602100111,2005-02-05,Junior,School of Engineering,0,0
Michelle Brewer,F,535839677,2001-11-28,Sophmore,School of Communication and Information,0,0
Amy Hayes,F,139249805,2005-02-06,Junior,Graduate School of Education,0,0
Anthony Hull,M,126505094,2002-01-17,Sophmore,School of Arts and Sciences,0,0
Eric Ryan,M,484153564,2004-06-11,Sophmore,Graduate School of Applied and Professional Psychology,0,0
Kimberly Gutierrez,F,718491429,2005-06-13,Senior,School of Engineering,0,0
Rose Roberts,F,359194019,2002-10-03,Freshman,School of Communication and Information,0,0
Sara Ortiz,F,411654169,2005-02-04,Freshman,Graduate School of Education,0,0
Karen Benson,F,630333145,2005-01-12,Freshman,Mason Gross School of the Arts,1,0
Chad Yates,M,881858990,2002-06-11,Junior,School of Engineering,0,0
Matthew Patterson,M,914296094,2000-08-31,Freshman,School of Engineering,0,0
Norma Wiley,F,466540686,2002-06-14,Senior,School of Communication and Information,0,0
Kelly Watts,F,519484000,2001-11-27,Senior,School of Environmental and Biological Sciences,0,0
Paula Peterson,F,440382347,2000-01-28,Sophmore,Graduate School of Applied and Professional Psychology,0,0
Juan Williams,M,948040503,2002-01-06,Senior,School of Environmental and Biological Sciences,0,0
Meredith Romero,F,864167984,2004-03-11,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Courtney Goodwin,F,806388295,2003-02-19,Junior,Mason Gross School of the Arts,0,0
Amy Patterson,F,920615126,2004-06-20,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Tabitha Thomas,F,320636433,1999-11-18,Junior,School of Engineering,0,0
Rhonda Bradley,F,655649918,2003-05-22,Junior,Graduate School of Education,0,0
Melissa Carlson,F,689456218,2004-11-09,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Michelle Shah,F,126575337,2002-11-30,Senior,School of Environmental and Biological Sciences,0,0
Angela Valenzuela,F,288473306,2004-05-06,Senior,School of Engineering,0,0
Rebecca Marshall,F,809099840,2002-11-20,Junior,Mason Gross School of the Arts,0,0
Dr. Beth Peterson,F,839804662,2005-03-09,Freshman,School of Graduate Studies,0,0
Daniel Mcdonald,M,145292177,2005-05-29,Freshman,School of Engineering,0,0
Christopher Stewart,M,832521521,2002-10-17,Freshman,Mason Gross School of the Arts,1,0
Johnny Mendez,M,627197887,2005-01-23,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Mary Webb,F,598067529,2003-11-01,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Casey Harrison,M,840216820,2001-01-28,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Steven Harvey,M,188645880,2003-05-26,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Michael Odonnell DVM,M,162581854,2002-03-30,Senior,School of Environmental and Biological Sciences,0,0
Jessica Johnson,F,169899367,2002-09-12,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Melissa Thompson,F,605610213,2003-12-07,Freshman,Graduate School of Applied and Professional Psychology,0,0
Sharon Hill,F,486160486,2004-06-05,Sophmore,School of Graduate Studies,0,0
Melanie Jones,F,120321804,2000-01-22,Sophmore,School of Communication and Information,0,0
Andrew May,M,398914691,2003-04-23,Junior,School of Arts and Sciences,0,0
Sabrina Mcguire,F,898069816,2000-12-08,Junior,Graduate School of Applied and Professional Psychology,0,0
Debra Holt,F,389561034,2001-07-08,Junior,School of Environmental and Biological Sciences,0,0
Frederick Moody,M,933089496,2004-10-26,Junior,School of Engineering,0,0
Jordan Watts,F,386125411,2005-07-10,Junior,School of Environmental and Biological Sciences,0,0
Daniel Pham,M,277502075,2002-05-20,Freshman,Graduate School of Education,0,0
Keith Meyer,M,952935190,2001-02-03,Freshman,School of Graduate Studies,0,0
Amber Robles,F,186073458,2003-06-23,Junior,Graduate School of Applied and Professional Psychology,0,0
Jonathan Yang,M,831982028,2002-04-18,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Christopher Macias,M,511460402,2003-02-25,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Matthew Lin,M,461678047,2001-08-15,Junior,School of Environmental and Biological Sciences,0,0
Sarah Beck,F,217066342,1999-10-05,Freshman,School of Engineering,0,0
Thomas Strickland,M,807346913,2002-06-02,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Madison Thompson,F,983124729,2003-03-05,Junior,Mason Gross School of the Arts,0,0
Miranda Odonnell,F,866218507,2000-02-22,Junior,Graduate School of Education,0,0
Eric Gutierrez,M,792071365,2005-06-14,Sophmore,Mason Gross School of the Arts,0,0
Vincent Campbell,M,542783351,2002-05-13,Sophmore,School of Environmental and Biological Sciences,0,0
James Lane,M,348296075,2000-08-08,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Jennifer Bradford,F,690397692,2001-05-01,Junior,School of Environmental and Biological Sciences,0,0
Carl Garcia,M,831087513,2002-03-20,Junior,School of Environmental and Biological Sciences,1,0
Jeffrey Thomas,M,852297829,2001-07-17,Freshman,School of Communication and Information,0,0
Ryan Blake,M,332516234,2001-03-07,Junior,School of Engineering,0,0
Lisa Farrell,F,403803621,2000-08-28,Junior,School of Arts and Sciences,1,0
Charles Edwards,M,401233500,2001-12-19,Freshman,School of Graduate Studies,0,0
Gina Beltran,F,523306178,2000-05-11,Junior,Graduate School of Applied and Professional Psychology,0,0
Joel Marshall,M,174069532,2002-03-25,Senior,School of Environmental and Biological Sciences,0,0
Holly Brown,F,439320461,2001-06-23,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Amy Galvan,F,252302295,2001-09-01,Senior,School of Communication and Information,0,0
Sheri Brown,F,898982937,2005-05-18,Freshman,School of Communication and Information,0,0
Ruth Gonzalez,F,359248913,2000-05-24,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Denise Miller,F,298030166,2004-04-14,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Robert Mills,M,762809996,2004-07-30,Senior,School of Engineering,0,0
Angela Flores,F,598324419,2000-10-26,Senior,School of Engineering,0,0
Tammy Douglas,F,192857092,2005-03-02,Freshman,School of Environmental and Biological Sciences,0,0
Michael Walker,M,272669427,2000-09-14,Freshman,School of Graduate Studies,0,0
Melissa Berry,F,140398777,2004-12-26,Sophmore,Graduate School of Education,0,1
Lorraine Barrett MD,F,117459743,2003-05-18,Senior,School of Arts and Sciences,0,0
Richard Barrera,M,943019829,2003-09-19,Sophmore,Mason Gross School of the Arts,0,0
Caleb Best,M,463790445,2001-10-25,Sophmore,Graduate School of Applied and Professional Psychology,0,0
Mark Walter,M,823639965,2004-03-14,Freshman,Graduate School of Education,0,0
Patrick Brown,M,261265002,1999-10-01,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Lauren Washington,F,142523954,2001-11-29,Senior,Graduate School of Applied and Professional Psychology,0,0
Jared Rodriguez,M,906337941,2001-08-25,Junior,Graduate School of Applied and Professional Psychology,0,0
Faith Wilson,F,722271324,2000-12-25,Freshman,School of Graduate Studies,0,0
Lisa Calhoun,F,107767233,2001-04-27,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
John Fleming,M,166904236,2000-01-25,Senior,Graduate School of Applied and Professional Psychology,0,0
David Warren,M,507393645,2002-08-24,Junior,Mason Gross School of the Arts,0,0
Aaron Price,M,641960133,2002-09-21,Sophmore,Graduate School of Education,0,0
Miss Debra Chambers DDS,F,393776799,2003-08-31,Junior,School of Engineering,0,0
Darren Steele,M,284559871,2003-01-21,Senior,School of Communication and Information,0,0
Linda Burns,F,247949272,2004-06-20,Junior,School of Environmental and Biological Sciences,0,0
Jeffrey Robertson,M,224106896,2001-10-07,Freshman,Mason Gross School of the Arts,0,0
Denise Maldonado,F,175203789,2002-12-25,Freshman,School of Communication and Information,0,0
Paula Hansen,F,286961444,2000-03-07,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Amy Forbes,F,476081355,2004-04-10,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Hannah Davis,F,240907237,2004-01-31,Senior,School of Arts and Sciences,0,0
Ryan Norton,M,736175660,1999-10-06,Junior,School of Engineering,1,0
Julie Brown,F,571529688,2000-12-06,Freshman,School of Environmental and Biological Sciences,0,0
Alex Rivera,M,970644997,2005-01-20,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Kathryn Rogers,F,635348230,2004-04-20,Freshman,School of Arts and Sciences,0,0
Katelyn Walters,F,692661235,2000-10-11,Senior,School of Engineering,1,0
Craig Martinez,M,754314328,2005-01-25,Junior,School of Engineering,0,0
Jeremy Lawrence,M,186411323,2002-06-16,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Greg Moore,M,184493474,2003-04-01,Senior,Mason Gross School of the Arts,0,0
Riley Johnson,M,837979136,2002-12-18,Sophmore,School of Communication and Information,0,0
Victor Espinoza,M,905720106,2005-03-13,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Mark Harris,M,976381720,2002-03-23,Junior,Graduate School of Applied and Professional Psychology,0,0
Rachael Mclean,F,498258157,2003-04-21,Freshman,School of Graduate Studies,0,0
Karen Butler,F,239097052,2005-04-09,Freshman,School of Engineering,0,0
Anthony Frederick,M,672521446,2005-09-02,Freshman,School of Engineering,0,0
John Anderson,M,401361158,2003-10-20,Sophmore,Graduate School of Applied and Professional Psychology,0,0
Tracy Robertson,F,522775913,2000-01-31,Freshman,Mason Gross School of the Arts,0,0
Seth Moore,M,154771561,2001-11-27,Senior,School of Graduate Studies,0,0
Isaac Scott,M,869418567,2002-05-04,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Nancy Camacho,F,697605920,2004-09-27,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Rebecca Clay,F,953767459,2002-09-07,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Maria Cole,F,205492270,1999-12-12,Sophmore,School of Graduate Studies,0,0
William Jones,M,867937024,2000-04-17,Freshman,Graduate School of Applied and Professional Psychology,0,0
Ryan Herrera,M,647481825,2000-01-04,Sophmore,Edward J. Bloustein School of Planning and Public Policy,0,0
Andrew Brown,M,148742946,2002-12-15,Sophmore,Edward J. Bloustein School of Planning and Public Policy,0,0
Vanessa Owens,F,772876582,2005-05-20,Sophmore,School of Graduate Studies,0,0
Roger Moore,M,587031349,2000-03-27,Sophmore,Graduate School of Education,0,0
Robert Reyes,M,341926004,2004-03-17,Freshman,School of Communication and Information,0,0
Jason Quinn,M,403466312,2002-01-22,Freshman,Graduate School of Applied and Professional Psychology,0,0
Randy Moore,M,729761042,2000-04-11,Freshman,School of Graduate Studies,1,0
Sara Raymond,F,645235093,1999-11-05,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Austin Lewis,M,305256745,2002-03-08,Junior,School of Communication and Information,0,0
Stephen Miller,M,208895310,2003-10-16,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Tammy Moon,F,946294950,2000-09-18,Sophmore,School of Arts and Sciences,0,0
Paul Santiago,M,286417118,2001-03-16,Freshman,School of Engineering,1,1
Antonio Reilly,M,221566872,2004-06-10,Freshman,School of Arts and Sciences,0,0
Jennifer Dixon,F,473091961,2005-02-14,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Jessica Thomas,F,758598589,2002-09-22,Freshman,School of Environmental and Biological Sciences,0,0
Danielle Fields,F,765263424,2004-12-13,Sophmore,School of Environmental and Biological Sciences,0,0
Sarah Ward,F,236305140,2004-09-21,Freshman,Graduate School of Applied and Professional Psychology,0,0
Kimberly Bond,F,753353540,2002-05-16,Sophmore,Edward J. Bloustein School of Planning and Public Policy,0,0
Jeffrey Thomas,M,950680058,2000-02-15,Senior,Graduate School of Education,0,0
Carol Wilson,F,329536837,2004-12-19,Junior,Mason Gross School of the Arts,1,0
Kathleen Stephens,F,303496253,2000-07-15,Freshman,School of Communication and Information,0,0
Scott Anthony,M,800442169,2003-11-14,Junior,School of Environmental and Biological Sciences,0,0
Billy Carter,M,237878290,2001-12-05,Senior,Graduate School of Education,0,0
Carmen Thompson,F,754921433,2000-05-16,Junior,School of Communication and Information,0,0
Victoria Smith,F,399220479,2002-11-28,Junior,Graduate School of Education,0,0
Sean Mason,M,299235245,2004-10-10,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Brendan Patrick,M,142328142,2004-04-19,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Jennifer Odonnell,F,276246257,2003-03-27,Sophmore,School of Environmental and Biological Sciences,0,0
Terry Morton,M,721341058,2002-12-31,Senior,School of Communication and Information,0,0
Mr. Joshua Rodriguez,M,516759730,2005-03-16,Freshman,School of Environmental and Biological Sciences,0,0
Bryan Hampton,M,929002507,2003-08-07,Junior,School of Arts and Sciences,0,0
Robert Lambert,M,572655850,2002-07-11,Freshman,School of Environmental and Biological Sciences,0,0
Dr. James Tucker,M,822338938,2004-12-14,Sophmore,Graduate School of Applied and Professional Psychology,0,0
Brittney Lewis,F,282290582,2003-11-25,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Sara Jones,F,712386635,2000-11-09,Senior,School of Communication and Information,0,0
Charles Leblanc MD,M,544886796,2005-04-24,Freshman,School of Arts and Sciences,0,0
Barbara King DDS,F,784144808,2002-11-08,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Sarah Ramirez,F,864906615,2003-03-24,Freshman,School of Arts and Sciences,0,0
Justin Smith,M,264780866,2005-05-30,Senior,School of Engineering,0,0
Theresa Moore,F,966427022,2002-09-03,Senior,Graduate School of Applied and Professional Psychology,0,0
Sheila Hernandez,F,917107852,2001-07-05,Senior,School of Engineering,0,0
Christopher Strickland,M,483731827,2000-02-05,Junior,School of Communication and Information,0,0
David Thornton,M,743975082,2004-12-26,Senior,Mason Gross School of the Arts,0,0
Janice Flores,F,424530506,2003-04-25,Junior,School of Engineering,0,0
Lauren Jennings,F,778940984,2004-05-17,Junior,School of Arts and Sciences,0,0
Jeffrey Cohen,M,489366571,2004-05-29,Sophmore,Graduate School of Education,0,0
Madeline Burke,F,281292449,2000-10-17,Freshman,School of Environmental and Biological Sciences,1,0
Alyssa Bell,F,535437545,2003-12-06,Junior,Mason Gross School of the Arts,0,0
Jessica Martin,F,232717901,2003-05-02,Sophmore,Mason Gross School of the Arts,0,0
Travis Moore,M,510388608,2001-08-22,Junior,Graduate School of Education,0,0
Lisa Hernandez,F,873580967,2004-01-13,Junior,Mason Gross School of the Arts,0,0
Brandon Ramos,M,131147802,2005-06-27,Freshman,Graduate School of Applied and Professional Psychology,0,0
Gregory Hall,M,234451270,2003-01-10,Junior,Mason Gross School of the Arts,0,0
