name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,is_private_bathroom_preferred,laundry_availibility,preferred_price_range,max_price
Robert Aguirre,M,526379198,2002-08-11,Freshman,School of Communication and Information,0,0,['BS' 'MH' 'SA'],Apartment,1,1,1,6000-8000,8000
Kristina Day,F,476611096,2005-07-01,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'BS' 'NCA'],Apartment,1,1,1,6000-8000,8000
Brandon Peters,M,196911969,1999-09-29,Freshman,School of Arts and Sciences,0,0,['MZH' 'NCA' 'SA'],Suite,1,1,1,4000-6000,6000
Charles Everett,M,633936013,2003-07-06,Junior,School of Arts and Sciences,0,0,['SA' 'AH' 'BS'],Apartment,1,1,1,4000-6000,6000
Kathleen Rogers,F,885760878,2000-03-04,Junior,School of Communication and Information,0,0,['BS' 'MRS' 'CS'],Apartment,1,1,1,8000-11000,11000
Andrew Gonzalez,M,972397206,2002-03-15,Freshman,School of Engineering,0,1,['MZH' 'SA' 'RA'],Apartment,1,1,1,4000-6000,5000
Jacob Brown,M,757623173,2002-10-01,Freshman,School of Environmental and Biological Sciences,0,0,['BS' 'MZH' 'WS'],Suite,1,1,0,4000-6000,6000
Jennifer Santos,F,288919261,2000-07-09,Junior,School of Arts and Sciences,0,1,['BH' 'MS' 'MH'],Suite,1,1,1,6000-8000,7000
Jennifer Savage,F,962677432,2002-06-30,Freshman,School of Arts and Sciences,0,0,['TS' 'MH' 'CS'],Traditional Residence Hall,1,1,1,8000-11000,11000
Larry Mejia,M,771449204,2001-12-26,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'BS' 'SA'],Apartment,1,1,1,4000-6000,6000
Pamela Nguyen,F,594963211,1999-11-25,Junior,Mason Gross School of the Arts,0,0,['RA' 'TS' 'MRS'],Suite,1,1,1,6000-8000,8000
Elizabeth Keith,F,264056941,2005-01-24,Sophomore,School of Communication and Information,0,1,['BS' 'SA' 'RA'],Apartment,1,1,1,6000-8000,7000
Megan Gomez,F,898915008,2002-04-21,Sophomore,School of Arts and Sciences,0,0,['NCA' 'AH' 'RA'],Apartment,1,1,1,6000-8000,8000
John Johnson,M,125516976,2003-09-30,Junior,School of Communication and Information,0,0,['BS' 'CS' 'MH'],Suite,1,1,0,8000-11000,11000
Gerald Johnston,M,233932350,2000-09-15,Freshman,School of Arts and Sciences,0,0,['MRS' 'NCA' 'MH'],Apartment,1,1,0,4000-6000,6000
Chelsea Campbell,F,510666508,2002-05-04,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['RA' 'SA' 'MS'],Suite,1,1,1,4000-6000,5000
Christina Warren,F,525205785,2005-06-09,Freshman,School of Social Work,0,0,['CS' 'MS' 'NCA'],Apartment,1,1,1,6000-8000,8000
Joy Cruz,F,850982531,2002-12-19,Sophomore,Mason Gross School of the Arts,0,0,['TS' 'BS' 'MH'],Apartment,1,1,1,4000-6000,6000
Lisa Rojas,F,418171448,2001-11-03,Sophomore,School of Arts and Sciences,0,0,['MZH' 'RA' 'NCA'],Apartment,1,1,1,8000-11000,11000
Mary Cummings,F,912207345,2004-12-03,Sophomore,School of Arts and Sciences,0,1,['RA' 'CS' 'BS'],Suite,1,1,1,8000-11000,10000
Chelsea Tran,F,430136075,2004-03-03,Junior,School of Environmental and Biological Sciences,0,0,['MRS' 'NCA' 'MS'],Apartment,1,1,1,8000-11000,11000
Joshua Little,M,423880842,2005-01-30,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['JS' 'BS' 'NCA'],Suite,1,1,1,4000-6000,6000
Jessica Crawford,F,119010168,2001-07-05,Freshman,School of Engineering,0,0,['BS' 'RA' 'NCA'],Apartment,1,1,1,4000-6000,6000
Sean Ross MD,M,809281675,2000-12-07,Freshman,School of Arts and Sciences,0,0,['BS' 'NCA' 'MZH'],Apartment,1,0,1,4000-6000,6000
Brooke Wright,F,786552329,2004-07-11,Freshman,School of Arts and Sciences,0,1,['NCA' 'SA' 'MRS'],Suite,1,1,1,6000-8000,7000
Gregory Long,M,321874910,2000-09-13,Junior,School of Arts and Sciences,0,0,['WS' 'SA' 'BS'],Suite,1,1,1,4000-6000,6000
Brent Hicks,M,799898986,2002-09-16,Freshman,Mason Gross School of the Arts,0,1,['MS' 'MRS' 'CS'],Suite,1,1,0,4000-6000,5000
Erik Powell,M,894370805,2004-08-02,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'NCA' 'SA'],Traditional Residence Hall,1,1,0,6000-8000,8000
Thomas Sweeney,M,209398071,2002-04-19,Freshman,School of Arts and Sciences,0,0,['MZH' 'RA' 'SA'],Suite,1,1,1,8000-11000,11000
Michelle Berry MD,F,241056737,2004-07-14,Junior,School of Management and Labor Relations,0,0,['MRS' 'RA' 'MH'],Suite,1,1,1,6000-8000,8000
William Middleton,M,424877423,2003-06-16,Senior,School of Arts and Sciences,0,1,['MRS' 'WS' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,5000
Daniel Morales,M,229222900,1999-10-04,Junior,Mason Gross School of the Arts,0,1,['MRS' 'BS' 'NCA'],Traditional Residence Hall,1,1,1,4000-6000,5000
Sandra Taylor,F,226611899,2005-09-02,Sophomore,School of Arts and Sciences,0,0,['BS' 'JS' 'RA'],Suite,1,1,1,4000-6000,6000
Marilyn Morrison,F,198496188,2000-11-26,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'JS' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,11000
Cindy Taylor,F,134386815,2001-07-26,Junior,School of Engineering,0,0,['SA' 'JS' 'RA'],Suite,1,1,1,4000-6000,6000
Todd Wood,M,450688400,2000-06-07,Junior,School of Arts and Sciences,0,0,['CS' 'NCA' 'RA'],Apartment,1,0,1,4000-6000,6000
Paul Thompson,M,213119036,1999-12-21,Sophomore,School of Arts and Sciences,0,0,['BS' 'SA' 'CS'],Suite,1,1,1,4000-6000,6000
Abigail Simmons,F,116392614,2001-04-24,Freshman,School of Arts and Sciences,0,1,['BS' 'JS' 'NCA'],Suite,1,1,1,4000-6000,5000
Scott Conner,M,994111000,2002-02-08,Freshman,School of Arts and Sciences,0,1,['MS' 'MRS' 'JS'],Suite,1,1,1,8000-11000,10000
Heather Knight,F,145828176,2000-01-28,Junior,School of Communication and Information,0,1,['CS' 'WS' 'BS'],Apartment,1,1,1,4000-6000,5000
Michelle Edwards,F,840256656,2003-04-17,Junior,School of Arts and Sciences,0,0,['RA' 'SA' 'BS'],Apartment,1,1,1,8000-11000,11000
Diana Jones,F,744045275,2004-12-06,Sophomore,School of Arts and Sciences,0,0,['BS' 'NCA' 'SA'],Apartment,1,1,0,6000-8000,8000
Jessica Mills,F,891782115,2001-10-06,Sophomore,School of Management and Labor Relations,0,1,['BS' 'WS' 'MS'],Suite,1,1,1,4000-6000,5000
John Moreno,M,438966079,2002-07-26,Junior,School of Engineering,0,0,['MRS' 'WS' 'BS'],Suite,1,1,1,6000-8000,8000
Lindsay Rice,F,212830265,2000-06-30,Sophomore,School of Communication and Information,0,0,['RA' 'BS' 'NCA'],Traditional Residence Hall,1,0,1,4000-6000,6000
Regina Schneider,F,511790951,2002-08-31,Junior,Mason Gross School of the Arts,0,0,['BH' 'TS' 'BS'],Suite,1,1,1,4000-6000,6000
Gregory Briggs,M,727477733,2002-05-22,Junior,School of Social Work,0,0,['SA' 'BS' 'NCA'],Suite,1,1,1,4000-6000,6000
Brooke Ayers,F,877878689,2002-07-21,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1,['CS' 'BS' 'AH'],Suite,1,1,1,4000-6000,5000
Zachary Williams,M,308471775,2002-02-21,Sophomore,School of Arts and Sciences,0,1,['AH' 'BS' 'MRS'],Apartment,1,1,1,8000-11000,10000
Troy Mitchell,M,877287966,2005-05-19,Junior,Rutgers Business School–Newark and New Brunswick,0,1,['BS' 'NCA' 'WS'],Suite,1,0,1,8000-11000,10000
Bridget Smith,F,539412304,2001-04-03,Freshman,School of Social Work,0,0,['MS' 'SA' 'RA'],Suite,1,1,1,4000-6000,6000
Christine Jones,F,785721572,1999-10-11,Freshman,School of Arts and Sciences,0,0,['RA' 'MS' 'NCA'],Traditional Residence Hall,1,1,1,4000-6000,6000
Robin Burton,F,998052643,2003-08-13,Sophomore,School of Arts and Sciences,0,1,['NCA' 'TS' 'RA'],Apartment,1,1,1,6000-8000,7000
Darren Ortiz V,M,935732565,2001-11-02,Sophomore,School of Arts and Sciences,0,0,['MH' 'NCA' 'MS'],Suite,1,1,1,8000-11000,11000
Crystal Carpenter MD,F,892559971,2004-03-10,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['MH' 'RA' 'SA'],Suite,1,1,1,8000-11000,10000
Amanda Johnson,F,804688965,2000-05-16,Sophomore,School of Arts and Sciences,0,0,['BS' 'MZH' 'SA'],Apartment,1,1,1,4000-6000,6000
Frank Morris,M,156548432,2004-11-26,Sophomore,School of Social Work,0,0,['TS' 'BS' 'RA'],Suite,1,1,1,4000-6000,6000
Connie Herring,F,475609655,2003-02-16,Senior,School of Communication and Information,0,0,['BS' 'RA' 'NCA'],Traditional Residence Hall,1,1,1,4000-6000,6000
Jason Oconnell,M,213925327,2001-06-19,Junior,School of Arts and Sciences,0,1,['RA' 'AH' 'SA'],Traditional Residence Hall,1,1,0,4000-6000,5000
Paul Krause,M,944564329,2000-09-02,Sophomore,School of Arts and Sciences,0,0,['AH' 'SA' 'MRS'],Traditional Residence Hall,1,1,0,8000-11000,11000
Michael Powers,M,774096141,2005-08-21,Junior,School of Arts and Sciences,0,1,['BS' 'MS' 'CS'],Traditional Residence Hall,1,1,1,8000-11000,10000
Lydia Hartman,F,703238161,2004-07-24,Freshman,School of Management and Labor Relations,0,1,['RA' 'NCA' 'BH'],Apartment,1,1,1,4000-6000,5000
Julie Walker,F,428585434,2000-04-22,Junior,School of Social Work,0,0,['MRS' 'WS' 'MZH'],Apartment,1,1,1,6000-8000,8000
Patricia Villegas,F,183658871,2003-01-12,Freshman,School of Environmental and Biological Sciences,0,0,['SA' 'MH' 'JS'],Apartment,1,1,1,4000-6000,6000
Michael Williams,M,992690533,2002-09-25,Senior,School of Management and Labor Relations,0,0,['RA' 'BS' 'SA'],Apartment,1,1,1,6000-8000,8000
Scott Anderson,M,632806757,2001-01-27,Sophomore,School of Arts and Sciences,0,1,['MH' 'SA' 'BS'],Apartment,1,1,1,6000-8000,7000
Heidi Koch,F,239623555,1999-12-26,Sophomore,School of Arts and Sciences,0,0,['JS' 'MH' 'BS'],Suite,1,1,1,6000-8000,8000
Marilyn Cowan,F,457300427,2001-09-11,Freshman,School of Communication and Information,0,1,['BS' 'NCA' 'JS'],Apartment,1,1,0,6000-8000,7000
Edward Chapman,M,411658115,2004-11-14,Sophomore,School of Management and Labor Relations,0,0,['SA' 'NCA' 'MS'],Traditional Residence Hall,1,1,1,6000-8000,8000
Deborah Baker,F,165835644,2002-05-30,Freshman,School of Arts and Sciences,0,1,['RA' 'MH' 'CS'],Apartment,1,1,1,4000-6000,5000
Kendra Moss MD,F,565942455,2002-05-25,Senior,School of Arts and Sciences,0,0,['BS' 'WS' 'RA'],Traditional Residence Hall,1,1,1,4000-6000,6000
Joel Oneill,M,924868905,2003-03-23,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['MS' 'BS' 'BH'],Traditional Residence Hall,1,1,1,4000-6000,5000
Brandy Goodwin,F,581414962,2005-08-16,Sophomore,School of Communication and Information,0,1,['JS' 'RA' 'MS'],Traditional Residence Hall,1,1,0,4000-6000,5000
Kevin Martinez,M,164144193,2004-05-18,Junior,School of Arts and Sciences,0,0,['MRS' 'BS' 'JS'],Suite,1,1,0,4000-6000,6000
Yvette Sullivan,F,149018227,2003-11-08,Sophomore,School of Arts and Sciences,0,1,['BS' 'RA' 'MRS'],Apartment,1,1,0,4000-6000,5000
Mrs. Karen Mendoza,F,855221544,2001-04-09,Freshman,School of Arts and Sciences,0,0,['RA' 'NCA' 'MZH'],Apartment,1,1,1,4000-6000,6000
Jill Ford,F,811340335,2002-08-18,Freshman,School of Arts and Sciences,0,0,['CS' 'TS' 'MRS'],Apartment,1,1,1,8000-11000,11000
Michelle Kirby,F,241806939,2000-01-01,Sophomore,School of Communication and Information,0,1,['NCA' 'BS' 'MRS'],Suite,1,1,1,6000-8000,7000
Anthony Serrano,M,782535566,2001-04-18,Sophomore,School of Communication and Information,0,0,['MS' 'MZH' 'BH'],Apartment,1,1,1,4000-6000,6000
Jennifer Walker,F,264683265,2000-03-10,Freshman,School of Arts and Sciences,0,0,['SA' 'BS' 'RA'],Traditional Residence Hall,1,1,1,6000-8000,8000
Christopher Clarke,M,279239493,2004-02-10,Sophomore,School of Arts and Sciences,0,0,['MS' 'BS' 'SA'],Suite,1,1,1,4000-6000,6000
Joshua Martin,M,444294889,2003-04-22,Sophomore,School of Arts and Sciences,0,0,['NCA' 'SA' 'JS'],Apartment,1,1,1,6000-8000,8000
Margaret Strong,F,197596631,2001-06-19,Freshman,School of Arts and Sciences,0,0,['MS' 'BS' 'NCA'],Suite,1,1,1,8000-11000,11000
James Cunningham,M,933336764,2000-01-12,Freshman,School of Social Work,0,0,['BS' 'MZH' 'JS'],Suite,1,1,1,6000-8000,8000
Cory Randall,M,924385283,2004-05-31,Sophomore,Rutgers Business School–Newark and New Brunswick,1,0,['RA' 'CS' 'BS'],Apartment,1,1,1,4000-6000,6000
Francis Holmes,M,587278274,2000-08-02,Freshman,School of Engineering,1,1,['BS' 'NCA' 'SA'],Suite,1,1,1,4000-6000,5000
Breanna Smith,F,108482499,2002-02-28,Sophomore,School of Arts and Sciences,0,0,['SA' 'BH' 'BS'],Suite,1,1,1,4000-6000,6000
Charles Simmons,M,615095285,2000-11-28,Sophomore,School of Engineering,0,0,['BS' 'SA' 'CS'],Traditional Residence Hall,1,1,1,4000-6000,6000
Jennifer Holden,F,670298938,2002-11-29,Junior,School of Communication and Information,0,1,['NCA' 'MS' 'TS'],Suite,1,1,1,4000-6000,5000
Erin Love,F,428614520,2003-11-11,Freshman,School of Arts and Sciences,0,1,['RA' 'BS' 'SA'],Apartment,1,1,1,6000-8000,7000
Katie White,F,218736625,2003-12-17,Junior,School of Communication and Information,0,0,['MRS' 'JS' 'NCA'],Apartment,1,1,1,4000-6000,6000
Nicholas Ball,M,455967239,2002-02-26,Sophomore,School of Management and Labor Relations,0,1,['NCA' 'BS' 'CS'],Apartment,1,1,1,8000-11000,10000
Robert Rose,M,843236392,2000-11-25,Junior,School of Communication and Information,0,0,['RA' 'BS' 'MH'],Suite,1,0,1,4000-6000,6000
Rebecca Park,F,384737871,2005-08-16,Freshman,School of Arts and Sciences,0,0,['SA' 'JS' 'BS'],Suite,1,1,1,4000-6000,6000
Margaret Atkins,F,649766173,2003-12-05,Sophomore,School of Arts and Sciences,0,0,['BS' 'SA' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,11000
Sheila Ingram,F,509692150,2004-01-09,Senior,Edward J. Bloustein School of Planning and Public Policy,0,1,['SA' 'AH' 'CS'],Suite,1,1,1,8000-11000,10000
Amanda Hodge,F,860939446,2004-11-04,Sophomore,School of Arts and Sciences,0,0,['TS' 'AH' 'MZH'],Suite,1,1,1,4000-6000,6000
Scott Smith,M,467913210,2004-03-19,Junior,School of Arts and Sciences,0,1,['NCA' 'CS' 'BS'],Suite,1,1,1,4000-6000,5000
William Cooke,M,354601530,1999-10-01,Sophomore,School of Arts and Sciences,0,0,['SA' 'BS' 'RA'],Suite,1,0,1,4000-6000,6000
Ann Cordova,F,383326451,2004-08-19,Senior,School of Arts and Sciences,0,1,['MZH' 'BS' 'MS'],Suite,1,1,1,4000-6000,5000
Alyssa Mejia,F,823256443,2003-04-26,Sophomore,School of Arts and Sciences,1,0,['BS' 'SA' 'MZH'],Apartment,1,1,1,6000-8000,8000
Justin Norton,M,458488911,2004-04-24,Freshman,Mason Gross School of the Arts,0,0,['MH' 'NCA' 'MS'],Suite,1,0,1,4000-6000,6000
Hannah Garner,F,682661548,2004-07-07,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'MS' 'RA'],Traditional Residence Hall,1,1,1,4000-6000,6000
Stacey Lewis,F,107873417,2002-04-27,Sophomore,School of Arts and Sciences,0,0,['MH' 'RA' 'JS'],Apartment,1,1,0,4000-6000,6000
Raymond Lopez,M,155008643,2004-05-09,Senior,School of Arts and Sciences,1,1,['RA' 'SA' 'MS'],Suite,1,1,1,8000-11000,10000
Angela White,F,811290931,2004-03-06,Sophomore,School of Management and Labor Relations,0,0,['BS' 'MS' 'SA'],Suite,1,1,1,6000-8000,8000
Melanie Valenzuela,F,207018901,2002-12-30,Freshman,Edward J. Bloustein School of Planning and Public Policy,1,0,['AH' 'SA' 'BS'],Suite,1,1,1,6000-8000,8000
Patricia Wade,F,160747709,2003-07-07,Freshman,School of Arts and Sciences,0,0,['MRS' 'BS' 'RA'],Apartment,1,1,1,8000-11000,11000
Jaclyn Brown,F,931681108,2004-03-10,Senior,Mason Gross School of the Arts,0,1,['MRS' 'RA' 'BS'],Suite,1,1,1,6000-8000,7000
Gabriel Morton,M,834664610,2003-12-27,Sophomore,Mason Gross School of the Arts,0,0,['MH' 'MZH' 'RA'],Suite,1,1,1,4000-6000,6000
Mark Travis,M,281709497,2002-01-13,Sophomore,School of Communication and Information,0,0,['JS' 'BS' 'MS'],Suite,1,1,1,4000-6000,6000
Erin Garner,F,305020254,2003-01-10,Sophomore,School of Communication and Information,1,1,['JS' 'MS' 'NCA'],Suite,1,1,1,8000-11000,10000
Jeremy Scott,M,897961473,2000-08-23,Junior,School of Social Work,0,1,['SA' 'BS' 'JS'],Suite,1,1,1,8000-11000,10000
David Zuniga,M,436569283,2001-01-02,Sophomore,School of Arts and Sciences,0,1,['SA' 'BH' 'MZH'],Apartment,1,1,1,4000-6000,5000
Shawn Quinn,M,239715543,2002-06-01,Junior,School of Social Work,0,0,['NCA' 'SA' 'RA'],Suite,1,1,1,4000-6000,6000
Amber Moore,F,327316838,2002-03-29,Junior,School of Management and Labor Relations,0,0,['NCA' 'RA' 'MS'],Apartment,1,1,1,4000-6000,6000
Bryan Crane,M,226154393,2003-04-20,Sophomore,School of Arts and Sciences,0,1,['SA' 'BH' 'NCA'],Traditional Residence Hall,1,1,1,4000-6000,5000
Charles Cummings,M,993312475,1999-12-07,Freshman,School of Communication and Information,0,0,['BS' 'AH' 'RA'],Suite,1,1,1,4000-6000,6000
Vincent Gordon,M,325580948,2001-09-06,Freshman,Mason Gross School of the Arts,0,0,['NCA' 'SA' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,6000
Sabrina Clayton,F,900000970,2004-01-03,Sophomore,School of Arts and Sciences,0,0,['WS' 'BH' 'NCA'],Apartment,1,1,1,4000-6000,6000
Sara Hunt,F,543817132,2003-06-28,Freshman,School of Communication and Information,0,0,['BS' 'CS' 'MZH'],Apartment,1,1,1,4000-6000,6000
Dawn Garcia,F,232137018,2004-02-16,Freshman,School of Arts and Sciences,0,0,['MH' 'BS' 'CS'],Suite,1,1,1,6000-8000,8000
Jennifer Hernandez,F,175129774,2002-09-12,Sophomore,School of Engineering,0,0,['NCA' 'RA' 'BH'],Suite,1,1,1,6000-8000,8000
Crystal Larson,F,306567909,2004-01-26,Senior,School of Communication and Information,0,0,['BS' 'MZH' 'JS'],Apartment,1,1,1,8000-11000,11000
Carol Williams,F,706584731,2003-05-05,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1,['BS' 'JS' 'NCA'],Traditional Residence Hall,1,1,1,4000-6000,5000
Roberto Reyes,M,181143385,2000-08-02,Freshman,School of Arts and Sciences,1,0,['RA' 'MS' 'MZH'],Suite,1,1,1,8000-11000,11000
Donald Chavez,M,854543643,2005-05-31,Junior,School of Arts and Sciences,0,0,['AH' 'BH' 'BS'],Suite,1,1,1,8000-11000,11000
Roger Bryant,M,547699357,2003-06-19,Sophomore,School of Communication and Information,0,0,['MRS' 'BS' 'MS'],Suite,1,1,1,8000-11000,11000
Todd Russo,M,834016445,2003-05-24,Freshman,School of Engineering,0,1,['SA' 'NCA' 'RA'],Apartment,1,1,1,8000-11000,10000
Shannon Bond,F,623647346,2004-01-22,Junior,Mason Gross School of the Arts,0,0,['RA' 'BS' 'MH'],Apartment,1,1,1,6000-8000,8000
Samantha Garcia,F,437977329,2000-05-30,Freshman,Mason Gross School of the Arts,0,0,['NCA' 'BS' 'MRS'],Apartment,1,1,1,6000-8000,8000
Leslie Davis,F,455747794,2003-09-16,Sophomore,School of Arts and Sciences,0,1,['BS' 'SA' 'TS'],Suite,1,1,1,4000-6000,5000
Chelsea Ochoa,F,513501133,2001-10-25,Sophomore,School of Arts and Sciences,0,0,['BH' 'AH' 'NCA'],Apartment,1,1,1,6000-8000,8000
Jason Brown,M,167672282,1999-10-12,Sophomore,School of Engineering,0,1,['TS' 'NCA' 'SA'],Traditional Residence Hall,1,0,1,6000-8000,7000
Christy Young,F,960594992,2003-12-17,Freshman,School of Arts and Sciences,0,0,['NCA' 'TS' 'JS'],Apartment,1,0,1,8000-11000,11000
Allison Mitchell,F,413723853,2003-04-02,Sophomore,School of Arts and Sciences,0,1,['WS' 'MS' 'NCA'],Traditional Residence Hall,1,1,1,4000-6000,5000
William Fields,M,949148566,2005-03-08,Sophomore,School of Arts and Sciences,0,0,['WS' 'SA' 'RA'],Apartment,1,1,1,8000-11000,11000
John Nelson,M,272384819,2003-12-11,Junior,School of Arts and Sciences,0,0,['RA' 'WS' 'CS'],Suite,1,1,1,4000-6000,6000
Lisa Martin,F,212757688,2000-07-07,Sophomore,School of Arts and Sciences,0,0,['MS' 'SA' 'MRS'],Traditional Residence Hall,1,1,1,4000-6000,6000
Rachel Miller,F,254455865,2000-11-19,Junior,School of Arts and Sciences,0,1,['BS' 'JS' 'MH'],Apartment,1,0,1,6000-8000,7000
Danielle Morrow,F,506959966,2001-08-29,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['SA' 'NCA' 'MS'],Suite,1,1,1,4000-6000,6000
Jennifer Hamilton,F,632286542,2002-09-08,Sophomore,School of Arts and Sciences,0,0,['RA' 'NCA' 'MS'],Apartment,1,1,1,8000-11000,11000
Michael Waller,M,327827063,2003-01-04,Senior,School of Arts and Sciences,0,0,['NCA' 'BS' 'MZH'],Apartment,1,1,1,8000-11000,11000
Jeffrey Edwards,M,589143275,2000-12-31,Freshman,School of Communication and Information,0,0,['MRS' 'BS' 'NCA'],Suite,1,1,1,4000-6000,6000
Hannah Jones,F,771863376,2003-06-27,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'BS' 'RA'],Traditional Residence Hall,1,1,1,4000-6000,6000
Michele Glenn,F,721766145,2005-06-09,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['SA' 'NCA' 'MZH'],Suite,1,1,1,4000-6000,6000
Anthony Cooke,M,106066987,2004-07-03,Freshman,School of Arts and Sciences,0,0,['MRS' 'SA' 'BS'],Apartment,1,0,1,8000-11000,11000
Kaitlyn Bryan,F,728859645,2002-08-28,Senior,School of Arts and Sciences,0,0,['BS' 'RA' 'SA'],Apartment,1,1,1,8000-11000,11000
Richard Davies,M,376347636,2005-06-17,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['WS' 'NCA' 'TS'],Suite,1,1,1,8000-11000,10000
Samuel Patrick,M,773163016,2000-06-12,Freshman,School of Arts and Sciences,1,0,['WS' 'NCA' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,6000
Lisa Delgado,F,298741774,1999-10-16,Senior,School of Arts and Sciences,0,0,['JS' 'AH' 'RA'],Suite,1,0,1,4000-6000,6000
Spencer Brown,M,122116696,2001-11-29,Freshman,School of Arts and Sciences,0,0,['JS' 'BS' 'NCA'],Suite,1,1,1,6000-8000,8000
Jennifer Ho,F,885472692,1999-10-08,Freshman,School of Arts and Sciences,0,0,['BS' 'NCA' 'MS'],Traditional Residence Hall,1,1,0,4000-6000,6000
Clinton Tran,M,552212155,2000-01-16,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'NCA' 'RA'],Traditional Residence Hall,1,1,1,8000-11000,11000
Isaiah Sanders,M,770574663,2001-11-13,Freshman,School of Arts and Sciences,0,1,['JS' 'BS' 'SA'],Suite,1,1,1,4000-6000,5000
Tanya James,F,810338500,2002-05-02,Senior,School of Communication and Information,0,1,['MRS' 'MS' 'BS'],Suite,1,1,1,6000-8000,7000
Steven Brandt,M,467233972,2004-03-15,Freshman,School of Arts and Sciences,0,1,['SA' 'MRS' 'BS'],Suite,1,1,1,4000-6000,5000
Vincent Rivera,M,843806371,2003-02-09,Sophomore,School of Arts and Sciences,0,1,['BS' 'WS' 'JS'],Suite,1,1,0,8000-11000,10000
Angela Bailey,F,266555046,2001-10-24,Freshman,School of Engineering,0,0,['WS' 'RA' 'BS'],Suite,1,1,1,8000-11000,11000
Paul Perez,M,233331276,2001-07-17,Junior,School of Arts and Sciences,0,0,['RA' 'NCA' 'TS'],Apartment,1,0,1,8000-11000,11000
Rebecca Berry,F,615010605,2002-08-22,Junior,Mason Gross School of the Arts,0,1,['BS' 'AH' 'NCA'],Suite,1,1,1,8000-11000,10000
Patricia Williamson,F,744365099,2003-11-26,Sophomore,School of Social Work,0,0,['SA' 'MRS' 'NCA'],Apartment,1,1,1,4000-6000,6000
Teresa Turner,F,522963376,1999-12-30,Freshman,School of Communication and Information,0,1,['TS' 'NCA' 'BH'],Apartment,1,1,1,4000-6000,5000
Julie Ryan,F,565421953,2001-11-13,Sophomore,Mason Gross School of the Arts,0,1,['MS' 'BS' 'NCA'],Traditional Residence Hall,1,1,1,4000-6000,5000
Steven Miles Jr.,M,957408535,2002-09-10,Junior,School of Environmental and Biological Sciences,0,0,['NCA' 'BS' 'MZH'],Traditional Residence Hall,1,1,1,4000-6000,6000
Jodi Bernard,F,581121251,2005-09-07,Freshman,School of Arts and Sciences,0,0,['RA' 'JS' 'MH'],Suite,1,1,1,4000-6000,6000
Erica Elliott,F,644991715,2004-02-09,Freshman,School of Arts and Sciences,0,0,['MZH' 'NCA' 'WS'],Apartment,1,0,1,4000-6000,6000
Wayne Boone,M,534092492,2003-01-04,Sophomore,School of Management and Labor Relations,0,1,['SA' 'BS' 'RA'],Apartment,1,1,1,4000-6000,5000
Amy Morgan,F,305925958,1999-12-27,Freshman,Mason Gross School of the Arts,0,0,['BS' 'MS' 'SA'],Apartment,1,1,1,4000-6000,6000
Paul Raymond,M,209546856,2001-07-17,Sophomore,School of Environmental and Biological Sciences,0,1,['CS' 'BS' 'MRS'],Suite,1,1,1,6000-8000,7000
John Mccarthy,M,804938210,2005-08-13,Sophomore,School of Arts and Sciences,0,0,['NCA' 'BS' 'MRS'],Suite,1,1,1,8000-11000,11000
Sean Rivera,M,165129709,2004-08-19,Senior,School of Arts and Sciences,0,1,['WS' 'TS' 'SA'],Traditional Residence Hall,1,1,1,4000-6000,5000
Stephanie Crawford,F,256866395,2001-10-07,Junior,School of Communication and Information,0,0,['TS' 'NCA' 'BS'],Apartment,1,1,1,6000-8000,8000
Anthony Fisher,M,544300324,2003-06-18,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['RA' 'MS' 'BS'],Apartment,1,1,1,6000-8000,7000
Hannah Jackson,F,738580626,2004-12-30,Senior,Mason Gross School of the Arts,0,0,['CS' 'SA' 'MRS'],Apartment,1,1,1,4000-6000,6000
Nathan Joseph,M,799018516,2004-05-22,Sophomore,School of Arts and Sciences,0,1,['SA' 'JS' 'BH'],Suite,1,1,1,4000-6000,5000
