name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status
Daniel Gonzales,M,925421476,2002-10-22,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Daniel Hamilton,M,867086657,2002-04-29,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Mr. Timothy Johnston MD,M,632299810,2003-04-29,Junior,School of Arts and Sciences,0,0
Megan Lewis,F,549684159,2001-01-09,Freshman,School of Arts and Sciences,0,0
Ronald Adkins,M,661631283,2003-02-27,Junior,School of Environmental and Biological Sciences,0,1
Brian Hoffman DDS,M,881126715,2004-04-12,Freshman,Mason Gross School of the Arts,1,1
Jennifer Jones,F,537772015,2000-03-03,Senior,School of Communication and Information,0,1
Brian Montes,M,883355073,2004-07-18,Sophomore,School of Environmental and Biological Sciences,0,1
Brett Cohen,M,969615733,2001-10-02,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1
Pamela Hill,F,660659261,2004-02-20,Freshman,School of Communication and Information,0,0
Jessica Spencer,F,367975380,2002-08-14,Senior,School of Management and Labor Relations,0,0
Thomas Hernandez,M,286867999,2002-10-16,Sophomore,School of Communication and Information,0,0
Shannon Rodriguez,F,145345811,2000-03-16,Freshman,School of Environmental and Biological Sciences,0,0
Kimberly Rivers,F,629513620,2004-10-07,Freshman,School of Arts and Sciences,0,0
Diane Owens,F,489389582,2004-01-24,Freshman,Mason Gross School of the Arts,0,0
Mary Zuniga,F,470713387,2000-10-06,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1
Sarah Moore,F,476934928,2003-07-01,Freshman,Mason Gross School of the Arts,0,0
John Collins,M,873693158,2001-01-13,Freshman,Mason Gross School of the Arts,0,1
Allen Sanchez,M,906413957,2005-02-21,Freshman,Mason Gross School of the Arts,0,0
Brendan Dunn,M,121605285,2000-08-09,Junior,Rutgers Business School–Newark and New Brunswick,0,0
James Hernandez,M,538464339,2005-07-11,Freshman,School of Arts and Sciences,0,0
Julie Bonilla,F,977839372,2001-09-19,Sophomore,School of Arts and Sciences,1,0
Sherry Cook,F,994841079,2004-08-22,Junior,School of Communication and Information,0,0
Susan Klein,F,539068557,2002-09-28,Junior,School of Social Work,0,0
Ashley Medina,F,284333894,1999-12-03,Freshman,School of Arts and Sciences,0,0
Lisa Farmer,F,357112532,2003-04-03,Freshman,School of Arts and Sciences,0,0
Claudia Gordon,F,318454514,2003-02-19,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1
Steven Young,M,124119488,2003-07-05,Sophomore,Mason Gross School of the Arts,0,0
Juan West,M,263709821,2005-04-05,Freshman,School of Arts and Sciences,0,1
Lynn Lee,F,741481639,2002-02-22,Freshman,School of Arts and Sciences,0,1
Lauren Erickson,F,804858185,2002-03-28,Senior,School of Social Work,0,1
Michelle Medina,F,227289455,2003-12-17,Freshman,School of Arts and Sciences,0,0
Casey Moore,F,183262783,2004-09-22,Freshman,School of Social Work,1,1
Randall Murray,M,908335677,2001-12-13,Junior,School of Engineering,0,1
Ruth Vaughan,F,569428871,2001-05-10,Freshman,School of Arts and Sciences,0,0
Jonathan Quinn,M,859919369,2003-09-13,Freshman,Mason Gross School of the Arts,0,0
Jessica Martin,F,107059947,2003-07-30,Freshman,Mason Gross School of the Arts,0,0
Nicholas Campbell,M,707562507,2005-05-17,Sophomore,School of Arts and Sciences,0,0
Dana Newton,F,157740697,2000-11-15,Freshman,School of Arts and Sciences,1,1
Wanda Smith,F,416310294,2002-06-06,Freshman,School of Social Work,0,0
Corey Wolf,M,619555750,2005-01-22,Junior,School of Communication and Information,0,0
Jason Duncan,M,231932467,2001-01-31,Freshman,School of Arts and Sciences,0,1
Shirley Weber,F,833324500,2004-09-26,Freshman,School of Arts and Sciences,0,0
Denise Wilson,F,883232107,2004-11-20,Sophomore,School of Arts and Sciences,0,1
Robin Michael,F,972357559,2001-09-14,Freshman,School of Communication and Information,0,0
Regina Olson,F,477760027,2000-12-11,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Timothy Kelly,M,325880246,2005-02-13,Senior,School of Communication and Information,0,0
Edward Bennett,M,717088575,2002-10-08,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Joseph Jacobson,M,930568264,2005-09-10,Sophomore,School of Engineering,0,1
Gerald Curtis,M,210452655,2001-01-09,Sophomore,School of Arts and Sciences,0,0
Brittany Stone,F,119202980,2002-02-07,Freshman,School of Engineering,0,0
Alexandra Davis,F,222891387,2001-03-07,Freshman,School of Engineering,1,1
Caitlin Norman MD,F,508363907,2004-08-06,Sophomore,School of Arts and Sciences,0,0
Kendra Williams,F,667500774,2001-06-02,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0
Jeffrey Castro,M,103461993,2004-01-18,Freshman,Mason Gross School of the Arts,0,1
Dylan Smith,M,203570589,2000-04-27,Junior,School of Communication and Information,0,1
Lauren Stone,F,847332507,2003-05-15,Freshman,School of Arts and Sciences,0,0
Shannon Strong,F,369405515,2000-02-05,Freshman,School of Arts and Sciences,0,0
Vincent Turner,M,483368070,2004-06-25,Freshman,School of Communication and Information,0,0
Mary Snyder,F,432106762,2001-07-29,Freshman,School of Social Work,0,1
Deborah Pollard,F,283335818,2003-04-16,Freshman,School of Arts and Sciences,0,1
Derek Hunt,M,630889757,2002-12-27,Junior,School of Engineering,0,1
Ryan Gregory,M,503156341,2001-11-09,Junior,School of Arts and Sciences,0,1
Marie Parsons,F,251839571,2005-07-15,Senior,School of Arts and Sciences,0,0
Thomas Wise,M,863402788,2002-11-17,Freshman,Mason Gross School of the Arts,0,0
Kimberly Taylor,F,231365223,2005-09-05,Junior,School of Arts and Sciences,0,0
Trevor Brennan,M,637043153,2005-05-22,Junior,School of Arts and Sciences,0,1
Kirk Stevenson,M,129572841,2000-11-14,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Cindy Weiss,F,122135864,2003-09-27,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Don West,M,650260938,2004-01-19,Freshman,School of Arts and Sciences,0,0
Monica Lin,F,595529589,2005-09-22,Freshman,Mason Gross School of the Arts,0,1
Matthew Johnson,M,544968295,2003-08-31,Freshman,School of Management and Labor Relations,0,0
Megan Figueroa,F,244480470,2003-05-31,Junior,School of Management and Labor Relations,0,0
Colin Thompson,M,904908414,2001-12-07,Freshman,School of Arts and Sciences,0,0
Grace Estrada,F,125595056,2002-01-20,Senior,Mason Gross School of the Arts,0,0
Lisa Swanson,F,385454276,2001-01-17,Sophomore,School of Communication and Information,0,0
Andrew Frank,M,680504716,1999-12-01,Freshman,Mason Gross School of the Arts,0,1
William Mccall,M,920450162,2005-05-12,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Justin Munoz,M,934520737,2003-06-12,Freshman,School of Arts and Sciences,0,0
Shelley Larsen,F,535324862,2001-01-14,Freshman,School of Engineering,1,0
Robert Fernandez,M,817423193,2005-07-19,Sophomore,School of Communication and Information,0,0
Ashley Martinez,F,268066171,2001-03-28,Sophomore,School of Communication and Information,0,0
Scott Brown,M,568305966,2003-03-22,Freshman,School of Engineering,1,0
Lisa Guerra,F,614829779,2001-12-25,Junior,School of Communication and Information,0,1
Kevin Ponce,M,918106591,2003-04-15,Junior,Rutgers Business School–Newark and New Brunswick,0,0
William Hunt,M,784910995,2004-05-21,Freshman,School of Arts and Sciences,0,1
Judy Perez,F,999167088,2002-12-11,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Stephanie Young,F,640797938,2000-04-10,Freshman,School of Communication and Information,0,0
Sarah Simmons,F,494407723,2003-03-24,Freshman,School of Communication and Information,0,1
Michael Austin Jr.,M,233162851,2004-05-19,Junior,School of Arts and Sciences,0,1
Christine Barber,F,159829039,2001-11-29,Senior,School of Arts and Sciences,0,0
Janet Clark,F,362448815,2005-08-19,Junior,School of Arts and Sciences,0,1
Sherri Martinez,F,703046465,2004-03-22,Sophomore,School of Management and Labor Relations,0,0
Joseph Callahan,M,716557336,2004-10-16,Junior,Rutgers Business School–Newark and New Brunswick,0,1
Troy Woodard,M,811286620,2003-09-09,Senior,School of Arts and Sciences,0,0
Stephanie Smith,F,229230409,2000-05-14,Freshman,School of Environmental and Biological Sciences,0,1
Sherry Wells,F,748396203,2003-07-03,Sophomore,Mason Gross School of the Arts,0,0
Rachael Rodgers,F,538717231,2000-10-09,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Kathleen Jones,F,217214658,2000-09-26,Senior,School of Arts and Sciences,0,0
Scott Freeman,M,441559849,2001-11-19,Sophomore,School of Arts and Sciences,0,0
Mary Dennis PhD,F,655666648,2000-07-03,Freshman,School of Arts and Sciences,0,0
Natalie Vincent,F,203061673,2001-01-02,Junior,School of Environmental and Biological Sciences,0,0
Sean Smith,M,411657283,2001-10-21,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Michael Valencia,M,297903919,2000-07-02,Sophomore,School of Arts and Sciences,0,0
Brenda Howard,F,725091351,2002-08-23,Junior,School of Environmental and Biological Sciences,0,0
Mandy Jimenez,F,641869882,2004-01-07,Senior,Rutgers Business School–Newark and New Brunswick,0,1
Paul Delgado,M,549775490,2001-03-31,Freshman,School of Arts and Sciences,0,0
Elizabeth Curry,F,223184670,2002-12-31,Freshman,School of Arts and Sciences,0,0
Elijah Barry,M,857368454,2004-06-20,Freshman,School of Arts and Sciences,0,0
Julian Cisneros,M,184900765,2004-12-01,Junior,School of Arts and Sciences,0,0
Terry Buchanan,M,355353588,2003-10-31,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Mariah Moss,F,385579207,2000-12-20,Junior,School of Arts and Sciences,0,0
Jacqueline Beard,F,882080478,2002-02-13,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1
Melanie Ortega,F,663872273,2001-06-16,Freshman,School of Engineering,1,0
Michele Phillips,F,179769873,2003-01-06,Junior,School of Arts and Sciences,0,0
Stacy Adams,F,179888280,2000-05-13,Junior,School of Social Work,0,1
Sarah Thompson,F,371761305,2003-08-21,Freshman,School of Engineering,0,0
Barry Guerrero,M,403779010,2003-01-13,Junior,School of Arts and Sciences,0,0
Mr. Johnny House MD,M,997281311,2000-01-17,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Melissa Bond,F,296662390,2001-12-09,Senior,School of Management and Labor Relations,0,1
Amber Klein,F,614445526,2002-12-21,Senior,School of Engineering,0,1
John House,M,877449027,2003-05-26,Sophomore,School of Arts and Sciences,0,0
Ruth Franklin,F,158323028,2002-12-05,Freshman,Mason Gross School of the Arts,0,0
Kirsten Baker,F,451762987,2001-12-02,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Corey Jones,M,179654404,2004-10-17,Freshman,School of Arts and Sciences,0,1
Larry Ford,M,137065999,2003-04-18,Junior,School of Communication and Information,1,0
Brett Donovan,M,450800889,2000-05-17,Freshman,School of Arts and Sciences,0,0
Stephanie Martin,F,477944968,2001-11-14,Sophomore,School of Management and Labor Relations,0,0
John Taylor,M,249637107,2001-07-24,Senior,Mason Gross School of the Arts,0,1
Sheri Miller,F,366962292,2001-07-14,Freshman,School of Arts and Sciences,0,0
Miranda Rose,F,563698456,2000-11-11,Freshman,School of Social Work,0,0
Brenda Edwards,F,231571488,2004-08-25,Freshman,School of Arts and Sciences,0,1
John Arias,M,465787494,2005-09-09,Senior,School of Engineering,0,0
Randy Whitney,M,690626966,2001-07-29,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0
Joseph Williamson Jr.,M,938881195,2002-03-12,Senior,School of Arts and Sciences,1,0
Robin Lopez,F,827257170,2003-10-16,Sophomore,School of Arts and Sciences,0,0
Faith Spencer,F,400573790,2003-09-12,Sophomore,Mason Gross School of the Arts,0,0
Roberto Morales,M,937673158,2002-03-12,Senior,School of Arts and Sciences,0,0
Dr. Jeffrey Weber MD,M,647260523,2002-01-22,Freshman,School of Social Work,0,0
Cynthia Pacheco,F,579245390,1999-12-20,Sophomore,School of Arts and Sciences,0,0
Leslie Coleman,F,275900704,2004-05-08,Senior,School of Arts and Sciences,0,0
Michael Oneill,M,845907507,2005-01-12,Junior,School of Communication and Information,0,1
Taylor Long,M,266809883,2004-01-22,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Barbara Cole,F,430823285,2002-06-11,Sophomore,School of Communication and Information,0,1
Jessica Sims,F,608019516,2005-09-28,Sophomore,School of Environmental and Biological Sciences,1,0
Jeffrey Frazier,M,573323530,1999-10-05,Freshman,Mason Gross School of the Arts,0,0
Amy Humphrey,F,638096367,2004-08-30,Freshman,School of Social Work,0,0
Jason Mejia,M,548326677,2001-03-23,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Jean Santiago,F,118587424,2000-02-17,Sophomore,School of Environmental and Biological Sciences,0,0
Kevin Robinson,M,828309244,2004-01-14,Freshman,School of Engineering,0,0
Alexandria Miller,F,295502546,2003-11-26,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1
Patrick Rowland,M,385244703,2001-04-24,Freshman,School of Communication and Information,0,0
Laura Williams,F,418718264,2000-09-03,Junior,School of Environmental and Biological Sciences,0,1
Jasmine Roberson,F,217564529,2003-09-08,Freshman,School of Arts and Sciences,0,1
Heidi Lindsey,F,256769107,2000-10-04,Freshman,School of Engineering,0,0
Bryan Reynolds,M,607425010,2004-09-11,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Nicole Rose,F,873862264,2001-11-25,Sophomore,School of Engineering,0,1
Vanessa Cantu,F,930656588,2001-02-15,Freshman,Rutgers Business School–Newark and New Brunswick,0,1
Carl Pearson,M,780952353,2005-06-22,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0
Taylor Murphy,F,359017117,2004-07-05,Sophomore,School of Engineering,0,0
Jennifer Garcia,F,324793296,2000-02-26,Sophomore,School of Communication and Information,0,0
Larry Ortiz,M,345018957,2002-02-05,Freshman,School of Communication and Information,0,0
Peter Preston,M,353773665,2003-06-15,Sophomore,School of Arts and Sciences,0,1
David Crawford,M,717847032,1999-12-16,Sophomore,School of Engineering,0,1
Richard Bowen,M,781451129,2000-08-25,Sophomore,School of Arts and Sciences,0,0
Laura Bailey,F,630092177,2003-12-15,Senior,School of Communication and Information,0,1
Jon Johnson,M,322562737,2002-11-03,Freshman,School of Communication and Information,1,1
Kimberly Holmes,F,740577753,2001-10-30,Freshman,School of Arts and Sciences,0,1
Amy Mccullough,F,425276386,2005-03-09,Senior,School of Environmental and Biological Sciences,0,0
Danielle Pham,F,458206572,2004-02-01,Freshman,School of Arts and Sciences,0,0
Brenda Simpson,F,209022059,2001-05-15,Junior,School of Arts and Sciences,0,0
Deborah Villegas,F,164838649,2002-12-13,Sophomore,School of Engineering,0,1
Mercedes Wallace,F,445243264,2001-10-15,Sophomore,School of Arts and Sciences,0,1
Dr. Heather Collins,F,172620342,2002-08-16,Junior,School of Social Work,0,1
Andrew Richardson,M,776348565,2003-05-31,Sophomore,School of Engineering,0,0
Ernest Carpenter DDS,M,538862237,2001-07-14,Junior,School of Arts and Sciences,0,0
Taylor Lewis,M,900679396,2001-04-26,Freshman,School of Management and Labor Relations,0,0
Anthony Wilson,M,732327784,2003-05-29,Freshman,School of Communication and Information,0,1
Jonathan Phillips,M,943479149,2002-09-12,Sophomore,School of Arts and Sciences,0,0
James Johnson,M,277818392,2002-06-10,Freshman,School of Arts and Sciences,0,0
Vanessa Knapp,F,944916668,2000-03-14,Sophomore,School of Arts and Sciences,0,0
Walter Pollard,M,313983001,2004-06-23,Freshman,School of Arts and Sciences,0,0
Jordan Nelson,F,775366238,2001-11-12,Freshman,Rutgers Business School–Newark and New Brunswick,0,1
Eric Kim,M,138433923,2001-09-19,Sophomore,School of Arts and Sciences,0,0
Robert Kelley,M,483943106,2005-01-06,Junior,Rutgers Business School–Newark and New Brunswick,0,1
Tony Craig,M,659398799,2003-11-11,Freshman,School of Arts and Sciences,0,0
Sarah Jenkins,F,913822960,2001-09-17,Senior,Mason Gross School of the Arts,0,0
Patricia Nichols,F,863366648,2001-01-19,Freshman,School of Arts and Sciences,0,1
Tiffany Parker,F,947489688,2001-12-07,Freshman,School of Arts and Sciences,0,0
Amanda Hartman,F,196099544,2000-08-17,Senior,School of Engineering,0,0
Stephanie Howard,F,820396150,2001-10-13,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1
Marcus White,M,901761078,1999-12-30,Freshman,Mason Gross School of the Arts,0,0
Nancy Montgomery,F,337970015,2000-05-23,Freshman,School of Communication and Information,0,0
Cassandra Gomez,F,804587426,2005-01-01,Senior,School of Arts and Sciences,0,1
Christopher Young,M,987455250,1999-10-07,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Justin Jensen,M,413012450,2002-04-11,Freshman,School of Engineering,0,1
Ryan Anderson,M,993290501,2001-01-03,Freshman,School of Management and Labor Relations,0,0
Christine Turner,F,982780948,2002-12-11,Freshman,Rutgers Business School–Newark and New Brunswick,0,1
Andre Blankenship,M,613534269,2004-04-09,Senior,School of Engineering,1,0
Sandra Odom,F,499574971,2003-12-06,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Michael Short,M,752770207,2001-02-17,Freshman,School of Arts and Sciences,0,0
Ruben Good,M,610805192,2002-07-22,Sophomore,School of Arts and Sciences,1,1
Cassie Cummings,F,615268845,2002-01-17,Freshman,School of Arts and Sciences,0,0
Donna Park,F,398162217,2003-12-22,Senior,Mason Gross School of the Arts,0,0
Larry Morrison,M,873588685,2000-01-14,Freshman,School of Arts and Sciences,0,1
Aaron Barnett,M,559975532,2001-10-21,Junior,School of Arts and Sciences,0,1
Amanda Clark,F,278670280,2001-06-01,Freshman,School of Arts and Sciences,0,1
Richard Mitchell,M,193115104,2002-08-26,Freshman,School of Communication and Information,0,0
Robert Beasley,M,890005196,2002-04-30,Senior,School of Communication and Information,0,1
Ashley Guerrero,F,722983902,2003-02-06,Freshman,School of Social Work,0,1
Natalie Ramos,F,960231479,2001-12-17,Freshman,School of Environmental and Biological Sciences,0,0
Mrs. Robin Gutierrez PhD,F,886302247,2002-12-21,Junior,School of Arts and Sciences,0,0
Gary Walters PhD,M,552290888,2005-02-26,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1
Bradley Stewart,M,762615662,2004-06-14,Junior,School of Arts and Sciences,0,1
Kyle Ford,M,321556518,2003-11-11,Freshman,School of Arts and Sciences,0,0
Michelle Mclean,F,659159565,2002-02-18,Junior,School of Arts and Sciences,0,0
Jenna Walsh,F,916701553,2003-05-08,Freshman,School of Arts and Sciences,0,0
Cody Yang,M,257858278,2005-05-28,Sophomore,School of Social Work,0,1
Mckenzie Robinson,F,217422673,2005-06-12,Sophomore,School of Arts and Sciences,0,1
Lisa Williams,F,798055630,2002-06-24,Junior,School of Arts and Sciences,0,0
Amanda Evans,F,198469255,2003-01-20,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Paul Velez,M,501027836,2004-05-07,Junior,School of Communication and Information,0,0
Maria Lopez,F,379093830,2001-11-06,Sophomore,School of Arts and Sciences,0,0
Christopher Williams DDS,M,987893190,2005-09-08,Senior,School of Engineering,0,0
Brittany Gonzalez,F,798443258,2002-07-22,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1
Sarah Martinez,F,873168209,2002-01-03,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Katherine Fernandez,F,842939004,2002-01-08,Sophomore,School of Management and Labor Relations,0,0
Rebecca Day,F,124814616,2000-09-03,Freshman,School of Engineering,0,0
Candice Harper,F,529905289,2002-05-09,Sophomore,School of Arts and Sciences,0,0
Seth Curtis,M,595505841,2005-03-02,Senior,School of Engineering,0,0
Rebecca Williams,F,649266539,2003-09-04,Senior,School of Social Work,0,0
Todd Pitts,M,222890106,2004-12-12,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1
David Oliver MD,M,853413072,2005-01-18,Freshman,School of Arts and Sciences,0,0
Monica Phelps,F,864558837,2000-11-16,Sophomore,School of Communication and Information,0,0
Maria Acosta,F,446944885,2004-05-11,Senior,School of Social Work,0,1
Joshua Miller,M,363008697,2003-10-11,Freshman,School of Communication and Information,1,0
Anna Adams,F,478671264,2001-10-08,Freshman,School of Arts and Sciences,0,0
Mrs. Nancy Davis,F,452582075,2002-08-21,Freshman,School of Engineering,0,0
Edward Dillon,M,466810189,2002-04-18,Freshman,School of Arts and Sciences,0,0
Jennifer Pope,F,102425148,2005-01-19,Junior,School of Arts and Sciences,0,0
Nicole Mckenzie,F,746894756,2002-09-09,Sophomore,School of Management and Labor Relations,0,0
Amanda Campbell,F,293856590,2002-07-07,Freshman,School of Arts and Sciences,0,0
Curtis Clay,M,224423105,2000-02-08,Freshman,School of Arts and Sciences,0,0
Melanie Moore,F,704939390,2002-01-13,Sophomore,School of Arts and Sciences,0,0
Victor Pope,M,978793838,2005-02-19,Sophomore,School of Arts and Sciences,0,0
Meredith Roberts,F,973531696,2002-10-02,Freshman,School of Arts and Sciences,0,0
Benjamin Valdez,M,374023937,2002-04-26,Senior,School of Arts and Sciences,0,1
Danielle Ellis,F,699846772,2002-12-24,Sophomore,Mason Gross School of the Arts,0,0
Bradley Peck,M,158185009,2002-01-07,Freshman,Mason Gross School of the Arts,1,1
Erin Adkins,F,759877163,2004-04-26,Freshman,School of Environmental and Biological Sciences,0,1
Omar Baker,M,542509172,2005-07-28,Junior,School of Arts and Sciences,0,1
Mark Harrison,M,238531481,2005-02-24,Sophomore,School of Arts and Sciences,0,1
Justin Summers,M,668244844,2000-11-09,Freshman,Rutgers Business School–Newark and New Brunswick,0,1
Mike Hill,M,886566495,2005-03-21,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Shannon Stein,F,801515357,2000-08-26,Freshman,School of Management and Labor Relations,0,0
Rebecca Castillo,F,629174032,2001-09-02,Freshman,School of Arts and Sciences,0,0
Randy Hall,M,567807188,2001-09-03,Sophomore,School of Arts and Sciences,0,0
Lori Schmidt,F,606237722,2001-06-01,Sophomore,Mason Gross School of the Arts,0,0
Christopher Wilson,M,804151341,2005-02-23,Freshman,Mason Gross School of the Arts,0,0
Larry Townsend,M,898071599,2001-02-09,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
David Ortega,M,850460336,2000-01-15,Freshman,Mason Gross School of the Arts,0,1
Cynthia Garrett,F,696942589,2002-06-01,Sophomore,School of Arts and Sciences,0,0
Steven Lopez,M,120105743,2001-04-03,Sophomore,School of Arts and Sciences,0,0
Sophia Mcdowell,F,406327744,2004-01-17,Freshman,School of Communication and Information,0,1
Richard Spencer,M,112588694,2003-10-19,Freshman,Mason Gross School of the Arts,0,0
Tommy Wolfe,M,326108557,2003-03-04,Junior,School of Arts and Sciences,0,1
Louis Lane,M,863985409,2003-02-15,Junior,School of Arts and Sciences,0,0
Laura Rivera,F,235740473,2004-07-22,Junior,School of Engineering,0,0
Morgan Lewis,F,798211863,2000-06-02,Freshman,Mason Gross School of the Arts,0,0
Ms. Stephanie Compton DDS,F,426244422,2004-02-12,Junior,School of Arts and Sciences,0,1
Nathan Jensen,M,442391278,2002-07-11,Freshman,School of Communication and Information,0,1
Stephanie Russo DDS,F,101990032,2002-06-04,Junior,School of Engineering,0,0
Yvonne Green,F,265621555,2002-08-25,Sophomore,School of Arts and Sciences,0,0
Timothy Powers,M,403804606,2002-12-05,Freshman,School of Arts and Sciences,0,1
James Barnes,M,910154950,2003-04-18,Junior,School of Arts and Sciences,0,0
Michael Sims,M,361999250,2003-01-28,Freshman,School of Arts and Sciences,0,0
John Kelly,M,415468240,2004-09-03,Freshman,Mason Gross School of the Arts,0,1
Stacey Browning,F,804486437,2004-03-15,Sophomore,School of Arts and Sciences,0,0
Nathan Ramirez,M,698037712,2000-04-06,Sophomore,School of Engineering,0,0
David Foster,M,824091597,2001-09-04,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Michael Alvarado,M,114942167,2004-10-13,Freshman,School of Communication and Information,0,0
David Berger,M,290179935,2000-03-21,Sophomore,School of Management and Labor Relations,0,0
Claire Harris,F,685673541,2000-07-15,Senior,School of Arts and Sciences,0,0
Kelsey Wilson,F,941956683,2003-10-04,Junior,School of Management and Labor Relations,0,0
David Brown,M,974500594,2004-03-19,Freshman,School of Arts and Sciences,0,0
Samantha Moore,F,472938607,2002-10-25,Sophomore,School of Arts and Sciences,0,0
David Campos,M,106780436,1999-12-21,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Bradley Mays,M,462822294,2001-07-20,Freshman,School of Arts and Sciences,0,0
Billy Schwartz,M,481808761,2002-04-19,Freshman,School of Engineering,1,0
Kevin Clark,M,446897075,2005-09-04,Sophomore,School of Arts and Sciences,0,1
Jessica Elliott,F,840838961,2002-01-03,Junior,School of Environmental and Biological Sciences,0,1
Chelsea Ward,F,795724235,2000-12-23,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0
Debra Holland,F,737544377,2004-08-01,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Steven Schneider,M,965954083,2000-12-25,Freshman,School of Arts and Sciences,0,1
Scott Case,M,663234269,2004-09-07,Freshman,School of Arts and Sciences,0,1
Anne Hayes,F,835322242,2004-11-26,Senior,School of Arts and Sciences,0,1
Thomas Skinner,M,652598675,1999-11-16,Senior,School of Communication and Information,0,0
Emily Novak,F,759603112,2000-03-31,Junior,School of Communication and Information,0,1
Johnny Evans,M,880651188,2000-03-20,Freshman,Edward J. Bloustein School of Planning and Public Policy,1,0
Michael Spears,M,205698624,2002-11-27,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Xavier Scott,M,586363955,2001-11-01,Senior,School of Social Work,1,1
Sarah Anderson,F,558850148,2000-06-30,Freshman,School of Arts and Sciences,0,1
Richard Carson,M,762156137,2003-11-26,Junior,School of Arts and Sciences,0,0
Michael Castro,M,101901028,2002-12-15,Freshman,School of Management and Labor Relations,0,0
Lisa Spence,F,760785445,2001-09-21,Junior,Edward J. Bloustein School of Planning and Public Policy,0,1
Elizabeth Crawford,F,992416681,2000-05-26,Freshman,School of Arts and Sciences,1,1
Katherine Turner,F,214493822,2002-08-04,Freshman,School of Arts and Sciences,0,0
Haley Gordon,F,327035785,2004-07-03,Sophomore,School of Social Work,0,0
Melissa Cunningham,F,555747424,2005-02-26,Sophomore,School of Arts and Sciences,1,0
Willie Luna,M,149480365,2001-01-12,Freshman,School of Engineering,0,0
Jeffrey Allen,M,896040080,2003-06-12,Freshman,School of Communication and Information,0,0
Julie Arnold,F,107880039,2005-09-08,Junior,School of Arts and Sciences,0,1
Erica Rodgers,F,479838029,2005-07-06,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Brendan Garcia,M,286348322,2001-03-08,Sophomore,School of Engineering,0,0
Monica Anderson,F,637548151,2004-04-12,Freshman,School of Communication and Information,0,0
Cory Romero,M,997072879,2003-12-03,Sophomore,School of Arts and Sciences,1,1
Kevin Scott,M,307963449,2001-07-13,Senior,School of Engineering,0,0
Toni Blevins,F,106513522,1999-12-29,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1
Kelly Hall,F,487749286,2002-12-12,Freshman,School of Environmental and Biological Sciences,0,0
Denise Jimenez,F,465986453,2004-10-29,Freshman,School of Arts and Sciences,0,0
Allison Edwards,F,589387365,2002-01-31,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
David Nash,M,564282999,2001-09-25,Junior,School of Arts and Sciences,0,1
Jonathan Roberts,M,369138226,2005-02-01,Freshman,School of Arts and Sciences,0,1
Gina Martin,F,783039962,2002-06-04,Sophomore,School of Engineering,0,1
Scott Garner,M,497761398,2005-02-05,Junior,Edward J. Bloustein School of Planning and Public Policy,0,1
Daniel Steele,M,796488645,2002-11-07,Sophomore,School of Engineering,0,1
Mario Little,M,118124706,2003-10-20,Sophomore,School of Arts and Sciences,0,0
