name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,is_private_bathroom_preferred,laundry_availibility,preferred_price_range,max_price,roommate_preferences
Justin Munoz,M,934520737,2003-06-12,Freshman,School of Arts and Sciences,0,0,['NCA' 'SA' 'BS'],Suite,1,1,1,8000-11000,11000,"[767939538, 818223587]"
Shelley Larsen,F,535324862,2001-01-14,Freshman,School of Engineering,1,0,['MZH' 'BS' 'TS'],Suite,1,1,1,4000-6000,6000,[456395398]
Robert Fernandez,M,817423193,2005-07-19,Sophomore,School of Communication and Information,0,0,['RA' 'MZH' 'NCA'],Suite,1,1,1,8000-11000,11000,"[822820910, 275910229]"
Ashley Martinez,F,268066171,2001-03-28,Sophomore,School of Communication and Information,0,0,['WS' 'SA' 'BS'],Suite,1,1,1,4000-6000,6000,"[284479466, 640588163]"
Scott Brown,M,568305966,2003-03-22,Freshman,School of Engineering,1,0,['BS' 'CS' 'MS'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[951037259, 593232503]"
Lisa Guerra,F,614829779,2001-12-25,Junior,School of Communication and Information,0,1,['JS' 'SA' 'BH'],Apartment,1,1,1,8000-11000,10000,"[509581120, 413012450]"
Kevin Ponce,M,918106591,2003-04-15,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['MRS' 'BS' 'SA'],Apartment,1,1,1,6000-8000,8000,[699653000]
William Hunt,M,784910995,2004-05-21,Freshman,School of Arts and Sciences,0,1,['MZH' 'AH' 'SA'],Suite,1,1,1,6000-8000,7000,[925347240]
Judy Perez,F,999167088,2002-12-11,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'BS' 'RA'],Apartment,1,1,1,4000-6000,6000,"[579597884, 487749286]"
Stephanie Young,F,640797938,2000-04-10,Freshman,School of Communication and Information,0,0,['TS' 'MS' 'BS'],Suite,1,1,1,6000-8000,8000,"[110551659, 124409336]"
Sarah Simmons,F,494407723,2003-03-24,Freshman,School of Communication and Information,0,1,['AH' 'BS' 'WS'],Suite,1,1,1,8000-11000,10000,"[750737531, 653435600]"
Michael Austin Jr.,M,233162851,2004-05-19,Junior,School of Arts and Sciences,0,1,['MRS' 'BH' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,5000,"[762020905, 593009813]"
Christine Barber,F,159829039,2001-11-29,Senior,School of Arts and Sciences,0,0,['MRS' 'NCA' 'WS'],Suite,1,1,1,6000-8000,8000,"[907193245, 363568096]"
Janet Clark,F,362448815,2005-08-19,Junior,School of Arts and Sciences,0,1,['BS' 'CS' 'MH'],Apartment,1,1,1,8000-11000,10000,[471841175]
Sherri Martinez,F,703046465,2004-03-22,Sophomore,School of Management and Labor Relations,0,0,['NCA' 'SA' 'BS'],Suite,1,1,1,8000-11000,11000,"[250689325, 934071101]"
Joseph Callahan,M,716557336,2004-10-16,Junior,Rutgers Business School–Newark and New Brunswick,0,1,['SA' 'BS' 'NCA'],Suite,1,1,1,4000-6000,5000,[490325641]
Troy Woodard,M,811286620,2003-09-09,Senior,School of Arts and Sciences,0,0,['SA' 'BS' 'NCA'],Apartment,1,1,1,4000-6000,6000,"[632225415, 513443633]"
Stephanie Smith,F,229230409,2000-05-14,Freshman,School of Environmental and Biological Sciences,0,1,['TS' 'CS' 'BS'],Suite,1,1,1,4000-6000,5000,"[575191224, 581002431]"
Sherry Wells,F,748396203,2003-07-03,Sophomore,Mason Gross School of the Arts,0,0,['RA' 'BH' 'AH'],Apartment,1,1,1,6000-8000,8000,"[975350048, 946717419]"
Rachael Rodgers,F,538717231,2000-10-09,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['AH' 'NCA' 'BS'],Suite,1,1,1,6000-8000,8000,"[716216549, 720047671]"
Kathleen Jones,F,217214658,2000-09-26,Senior,School of Arts and Sciences,0,0,['MRS' 'SA' 'TS'],Apartment,1,0,1,8000-11000,11000,"[186706365, 876568302]"
Scott Freeman,M,441559849,2001-11-19,Sophomore,School of Arts and Sciences,0,0,['MS' 'NCA' 'WS'],Suite,1,1,1,4000-6000,6000,[770085337]
Mary Dennis PhD,F,655666648,2000-07-03,Freshman,School of Arts and Sciences,0,0,['BH' 'MS' 'MH'],Apartment,1,1,1,8000-11000,11000,"[187975702, 569126769]"
Natalie Vincent,F,203061673,2001-01-02,Junior,School of Environmental and Biological Sciences,0,0,['NCA' 'MS' 'MH'],Apartment,1,1,1,8000-11000,11000,"[233454033, 186194272]"
Sean Smith,M,411657283,2001-10-21,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['AH' 'MH' 'BH'],Apartment,1,1,1,4000-6000,6000,"[782242674, 395592571]"
Michael Valencia,M,297903919,2000-07-02,Sophomore,School of Arts and Sciences,0,0,['SA' 'NCA' 'RA'],Suite,1,1,1,8000-11000,11000,[375838291]
Brenda Howard,F,725091351,2002-08-23,Junior,School of Environmental and Biological Sciences,0,0,['WS' 'NCA' 'BS'],Suite,1,1,1,4000-6000,6000,"[224744243, 728344198]"
Mandy Jimenez,F,641869882,2004-01-07,Senior,Rutgers Business School–Newark and New Brunswick,0,1,['MH' 'NCA' 'JS'],Suite,1,1,1,8000-11000,10000,"[889147286, 532628519]"
Paul Delgado,M,549775490,2001-03-31,Freshman,School of Arts and Sciences,0,0,['SA' 'BS' 'RA'],Traditional Residence Hall,1,1,1,6000-8000,8000,"[877883026, 523532417]"
Elizabeth Curry,F,223184670,2002-12-31,Freshman,School of Arts and Sciences,0,0,['MZH' 'MH' 'NCA'],Apartment,1,1,1,4000-6000,6000,"[236888466, 738837616]"
Elijah Barry,M,857368454,2004-06-20,Freshman,School of Arts and Sciences,0,0,['BH' 'AH' 'SA'],Apartment,1,1,1,6000-8000,8000,"[258410918, 605082446]"
Julian Cisneros,M,184900765,2004-12-01,Junior,School of Arts and Sciences,0,0,['BS' 'NCA' 'RA'],Suite,1,1,1,8000-11000,11000,"[592977642, 584078923]"
Terry Buchanan,M,355353588,2003-10-31,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'RA' 'BH'],Suite,1,1,0,4000-6000,6000,"[961827436, 388194876]"
Mariah Moss,F,385579207,2000-12-20,Junior,School of Arts and Sciences,0,0,['BS' 'MZH' 'BH'],Apartment,1,1,0,8000-11000,11000,"[462247470, 232382254]"
Jacqueline Beard,F,882080478,2002-02-13,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['MH' 'NCA' 'AH'],Suite,1,1,1,4000-6000,5000,"[986172167, 685948528]"
Melanie Ortega,F,663872273,2001-06-16,Freshman,School of Engineering,1,0,['CS' 'SA' 'RA'],Suite,1,1,1,4000-6000,6000,"[568619157, 684297164]"
Michele Phillips,F,179769873,2003-01-06,Junior,School of Arts and Sciences,0,0,['MRS' 'TS' 'CS'],Apartment,1,1,1,8000-11000,11000,"[672407106, 343138075]"
Stacy Adams,F,179888280,2000-05-13,Junior,School of Social Work,0,1,['BS' 'CS' 'MS'],Apartment,1,1,1,8000-11000,10000,"[146737893, 860817297]"
Sarah Thompson,F,371761305,2003-08-21,Freshman,School of Engineering,0,0,['BS' 'WS' 'RA'],Suite,1,1,0,4000-6000,6000,[709597626]
Barry Guerrero,M,403779010,2003-01-13,Junior,School of Arts and Sciences,0,0,['NCA' 'RA' 'BS'],Apartment,1,1,1,8000-11000,11000,"[555023379, 263620034]"
Mr. Johnny House MD,M,997281311,2000-01-17,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'CS' 'BH'],Apartment,1,1,1,6000-8000,8000,"[274855482, 321666440]"
Melissa Bond,F,296662390,2001-12-09,Senior,School of Management and Labor Relations,0,1,['WS' 'BS' 'JS'],Apartment,1,1,1,8000-11000,10000,[260154930]
Amber Klein,F,614445526,2002-12-21,Senior,School of Engineering,0,1,['SA' 'BH' 'RA'],Suite,1,1,1,8000-11000,10000,"[828665518, 536454315]"
John House,M,877449027,2003-05-26,Sophomore,School of Arts and Sciences,0,0,['NCA' 'CS' 'BH'],Apartment,1,1,0,6000-8000,8000,"[151349370, 846545288]"
Ruth Franklin,F,158323028,2002-12-05,Freshman,Mason Gross School of the Arts,0,0,['MH' 'CS' 'RA'],Suite,1,1,1,8000-11000,11000,"[404103070, 830446941]"
Kirsten Baker,F,451762987,2001-12-02,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['BS' 'RA' 'NCA'],Suite,1,1,1,4000-6000,6000,[452634795]
Corey Jones,M,179654404,2004-10-17,Freshman,School of Arts and Sciences,0,1,['MH' 'AH' 'MS'],Traditional Residence Hall,1,1,1,8000-11000,10000,"[655395541, 135990486]"
Larry Ford,M,137065999,2003-04-18,Junior,School of Communication and Information,1,0,['BS' 'NCA' 'AH'],Suite,1,1,1,4000-6000,6000,"[878273959, 334286022]"
Brett Donovan,M,450800889,2000-05-17,Freshman,School of Arts and Sciences,0,0,['BS' 'WS' 'AH'],Suite,1,1,1,8000-11000,11000,[762908135]
Stephanie Martin,F,477944968,2001-11-14,Sophomore,School of Management and Labor Relations,0,0,['RA' 'BS' 'MZH'],Suite,1,0,1,8000-11000,11000,[466149041]
John Taylor,M,249637107,2001-07-24,Senior,Mason Gross School of the Arts,0,1,['CS' 'BS' 'NCA'],Suite,1,1,1,8000-11000,10000,"[425031187, 617112783]"
Sheri Miller,F,366962292,2001-07-14,Freshman,School of Arts and Sciences,0,0,['MH' 'MRS' 'BS'],Apartment,1,0,1,8000-11000,11000,[950126575]
Miranda Rose,F,563698456,2000-11-11,Freshman,School of Social Work,0,0,['MS' 'JS' 'SA'],Apartment,1,1,1,4000-6000,6000,"[394694825, 380656368]"
Brenda Edwards,F,231571488,2004-08-25,Freshman,School of Arts and Sciences,0,1,['BS' 'CS' 'AH'],Traditional Residence Hall,1,1,1,4000-6000,5000,"[368553688, 272665393]"
John Arias,M,465787494,2005-09-09,Senior,School of Engineering,0,0,['NCA' 'BH' 'MRS'],Suite,1,1,1,4000-6000,6000,"[298044360, 396988776]"
Randy Whitney,M,690626966,2001-07-29,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['WS' 'NCA' 'MRS'],Apartment,1,1,1,4000-6000,6000,"[466077475, 851619358]"
Joseph Williamson Jr.,M,938881195,2002-03-12,Senior,School of Arts and Sciences,1,0,['BS' 'SA' 'JS'],Apartment,1,1,1,4000-6000,6000,[365934341]
Robin Lopez,F,827257170,2003-10-16,Sophomore,School of Arts and Sciences,0,0,['TS' 'BS' 'MRS'],Suite,1,1,1,4000-6000,6000,"[414433509, 212677367]"
Faith Spencer,F,400573790,2003-09-12,Sophomore,Mason Gross School of the Arts,0,0,['BS' 'CS' 'SA'],Apartment,1,1,1,8000-11000,11000,"[691445731, 914313325]"
Roberto Morales,M,937673158,2002-03-12,Senior,School of Arts and Sciences,0,0,['SA' 'BH' 'MZH'],Suite,1,1,1,4000-6000,6000,"[638096367, 222171598]"
Dr. Jeffrey Weber MD,M,647260523,2002-01-22,Freshman,School of Social Work,0,0,['MZH' 'BS' 'CS'],Suite,1,1,1,8000-11000,11000,[208215020]
Cynthia Pacheco,F,579245390,1999-12-20,Sophomore,School of Arts and Sciences,0,0,['JS' 'BH' 'BS'],Suite,1,1,0,6000-8000,8000,"[644519510, 463772279]"
Leslie Coleman,F,275900704,2004-05-08,Senior,School of Arts and Sciences,0,0,['NCA' 'MRS' 'MH'],Apartment,1,1,1,6000-8000,8000,"[912838513, 911501596]"
Michael Oneill,M,845907507,2005-01-12,Junior,School of Communication and Information,0,1,['BS' 'MRS' 'RA'],Apartment,1,1,1,4000-6000,5000,"[622971372, 528209791]"
Taylor Long,M,266809883,2004-01-22,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['TS' 'JS' 'SA'],Apartment,1,1,1,4000-6000,6000,[264373430]
Barbara Cole,F,430823285,2002-06-11,Sophomore,School of Communication and Information,0,1,['NCA' 'RA' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,5000,[211336654]
Jessica Sims,F,608019516,2005-09-28,Sophomore,School of Environmental and Biological Sciences,1,0,['NCA' 'BS' 'SA'],Apartment,1,1,1,4000-6000,6000,"[990084850, 294539763]"
Jeffrey Frazier,M,573323530,1999-10-05,Freshman,Mason Gross School of the Arts,0,0,['MS' 'JS' 'RA'],Traditional Residence Hall,1,1,1,8000-11000,11000,[957870242]
Amy Humphrey,F,638096367,2004-08-30,Freshman,School of Social Work,0,0,['CS' 'NCA' 'BS'],Suite,1,1,1,6000-8000,8000,"[937673158, 222171598]"
Jason Mejia,M,548326677,2001-03-23,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'SA' 'MZH'],Traditional Residence Hall,1,1,1,8000-11000,11000,[135689283]
Jean Santiago,F,118587424,2000-02-17,Sophomore,School of Environmental and Biological Sciences,0,0,['RA' 'BS' 'AH'],Suite,1,1,1,6000-8000,8000,"[679253047, 544801408]"
Kevin Robinson,M,828309244,2004-01-14,Freshman,School of Engineering,0,0,['RA' 'BS' 'NCA'],Suite,1,1,1,8000-11000,11000,"[538038490, 528064065]"
Alexandria Miller,F,295502546,2003-11-26,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['MH' 'BS' 'RA'],Suite,1,1,1,8000-11000,10000,[900732748]
Patrick Rowland,M,385244703,2001-04-24,Freshman,School of Communication and Information,0,0,['RA' 'SA' 'MS'],Traditional Residence Hall,1,1,1,4000-6000,6000,[265225398]
Laura Williams,F,418718264,2000-09-03,Junior,School of Environmental and Biological Sciences,0,1,['MRS' 'NCA' 'RA'],Suite,1,1,1,8000-11000,10000,[443901114]
Jasmine Roberson,F,217564529,2003-09-08,Freshman,School of Arts and Sciences,0,1,['BS' 'SA' 'MZH'],Apartment,1,1,1,4000-6000,5000,"[759455693, 185089098]"
Heidi Lindsey,F,256769107,2000-10-04,Freshman,School of Engineering,0,0,['BS' 'MS' 'BH'],Suite,1,1,1,4000-6000,6000,[219170583]
Bryan Reynolds,M,607425010,2004-09-11,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'WS' 'RA'],Suite,1,1,1,4000-6000,6000,"[612546060, 904626487]"
Nicole Rose,F,873862264,2001-11-25,Sophomore,School of Engineering,0,1,['TS' 'SA' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,10000,[991179700]
Vanessa Cantu,F,930656588,2001-02-15,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['RA' 'NCA' 'SA'],Apartment,1,1,1,4000-6000,5000,[320483532]
Carl Pearson,M,780952353,2005-06-22,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['BS' 'CS' 'RA'],Apartment,1,1,1,4000-6000,6000,[953752062]
Taylor Murphy,F,359017117,2004-07-05,Sophomore,School of Engineering,0,0,['BS' 'MZH' 'NCA'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[221653692, 207018112]"
Jennifer Garcia,F,324793296,2000-02-26,Sophomore,School of Communication and Information,0,0,['BH' 'MS' 'BS'],Apartment,1,1,1,4000-6000,6000,"[338415745, 559616912]"
Larry Ortiz,M,345018957,2002-02-05,Freshman,School of Communication and Information,0,0,['NCA' 'BS' 'TS'],Suite,1,1,1,4000-6000,6000,"[724872863, 821555408]"
Peter Preston,M,353773665,2003-06-15,Sophomore,School of Arts and Sciences,0,1,['MRS' 'BS' 'NCA'],Suite,1,1,1,4000-6000,5000,[599815584]
David Crawford,M,717847032,1999-12-16,Sophomore,School of Engineering,0,1,['JS' 'MH' 'MS'],Suite,1,1,1,8000-11000,10000,"[808127757, 740577753]"
Richard Bowen,M,781451129,2000-08-25,Sophomore,School of Arts and Sciences,0,0,['NCA' 'SA' 'MS'],Apartment,1,1,1,8000-11000,11000,"[770169714, 534762190]"
Laura Bailey,F,630092177,2003-12-15,Senior,School of Communication and Information,0,1,['BS' 'SA' 'NCA'],Traditional Residence Hall,1,1,1,4000-6000,5000,"[941643425, 705880858]"
Jon Johnson,M,322562737,2002-11-03,Freshman,School of Communication and Information,1,1,['MS' 'JS' 'RA'],Suite,1,1,1,6000-8000,7000,"[887716940, 106780436]"
Kimberly Holmes,F,740577753,2001-10-30,Freshman,School of Arts and Sciences,0,1,['JS' 'MH' 'RA'],Traditional Residence Hall,1,1,1,4000-6000,5000,[808127757]
Amy Mccullough,F,425276386,2005-03-09,Senior,School of Environmental and Biological Sciences,0,0,['SA' 'NCA' 'BS'],Suite,1,1,1,6000-8000,8000,[601512953]
Danielle Pham,F,458206572,2004-02-01,Freshman,School of Arts and Sciences,0,0,['TS' 'RA' 'NCA'],Apartment,1,1,1,6000-8000,8000,[194522154]
Brenda Simpson,F,209022059,2001-05-15,Junior,School of Arts and Sciences,0,0,['SA' 'MS' 'WS'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[863366648, 402001441]"
Deborah Villegas,F,164838649,2002-12-13,Sophomore,School of Engineering,0,1,['RA' 'NCA' 'MS'],Suite,1,1,1,4000-6000,5000,[476934928]
Mercedes Wallace,F,445243264,2001-10-15,Sophomore,School of Arts and Sciences,0,1,['BS' 'MS' 'RA'],Apartment,1,0,1,4000-6000,5000,"[709597626, 371761305]"
Dr. Heather Collins,F,172620342,2002-08-16,Junior,School of Social Work,0,1,['RA' 'BS' 'TS'],Apartment,1,1,1,8000-11000,10000,"[988256337, 274688180]"
Andrew Richardson,M,776348565,2003-05-31,Sophomore,School of Engineering,0,0,['BS' 'MRS' 'JS'],Suite,1,1,1,8000-11000,11000,"[588591980, 947917589]"
Ernest Carpenter DDS,M,538862237,2001-07-14,Junior,School of Arts and Sciences,0,0,['NCA' 'MH' 'MS'],Suite,1,1,1,8000-11000,11000,"[137301526, 622219537]"
Taylor Lewis,M,900679396,2001-04-26,Freshman,School of Management and Labor Relations,0,0,['BS' 'RA' 'WS'],Suite,1,1,1,4000-6000,6000,[659397900]
Anthony Wilson,M,732327784,2003-05-29,Freshman,School of Communication and Information,0,1,['SA' 'JS' 'MS'],Suite,1,0,1,4000-6000,5000,[127399060]
Jonathan Phillips,M,943479149,2002-09-12,Sophomore,School of Arts and Sciences,0,0,['TS' 'BS' 'MS'],Suite,1,1,0,6000-8000,8000,"[960251977, 756903821]"
James Johnson,M,277818392,2002-06-10,Freshman,School of Arts and Sciences,0,0,['BS' 'RA' 'WS'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[793453816, 141788221]"
Vanessa Knapp,F,944916668,2000-03-14,Sophomore,School of Arts and Sciences,0,0,['MS' 'BS' 'SA'],Traditional Residence Hall,1,0,1,8000-11000,11000,[231855541]
Walter Pollard,M,313983001,2004-06-23,Freshman,School of Arts and Sciences,0,0,['RA' 'NCA' 'BS'],Apartment,1,1,1,8000-11000,11000,"[607649192, 479986733]"
Jordan Nelson,F,775366238,2001-11-12,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['WS' 'SA' 'BH'],Suite,1,1,1,4000-6000,5000,"[342439895, 669831116]"
Eric Kim,M,138433923,2001-09-19,Sophomore,School of Arts and Sciences,0,0,['SA' 'MZH' 'MH'],Suite,1,1,1,6000-8000,8000,"[268880999, 533734514]"
Robert Kelley,M,483943106,2005-01-06,Junior,Rutgers Business School–Newark and New Brunswick,0,1,['SA' 'BS' 'NCA'],Suite,1,1,1,4000-6000,5000,"[641477293, 388265464]"
Tony Craig,M,659398799,2003-11-11,Freshman,School of Arts and Sciences,0,0,['MZH' 'TS' 'SA'],Suite,1,1,1,8000-11000,11000,[446124888]
Sarah Jenkins,F,913822960,2001-09-17,Senior,Mason Gross School of the Arts,0,0,['CS' 'SA' 'MS'],Apartment,1,1,1,8000-11000,11000,[843481681]
Patricia Nichols,F,863366648,2001-01-19,Freshman,School of Arts and Sciences,0,1,['RA' 'CS' 'BS'],Suite,1,1,1,4000-6000,5000,"[209022059, 402001441]"
Tiffany Parker,F,947489688,2001-12-07,Freshman,School of Arts and Sciences,0,0,['BS' 'JS' 'WS'],Apartment,1,1,1,8000-11000,11000,"[678707135, 344322638]"
Amanda Hartman,F,196099544,2000-08-17,Senior,School of Engineering,0,0,['NCA' 'RA' 'MS'],Apartment,1,1,1,4000-6000,6000,"[895896967, 616652198]"
Stephanie Howard,F,820396150,2001-10-13,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1,['NCA' 'SA' 'MH'],Suite,1,1,1,8000-11000,10000,"[421434810, 806606126]"
Marcus White,M,901761078,1999-12-30,Freshman,Mason Gross School of the Arts,0,0,['NCA' 'SA' 'MRS'],Suite,1,1,1,4000-6000,6000,"[704124982, 138978407]"
Nancy Montgomery,F,337970015,2000-05-23,Freshman,School of Communication and Information,0,0,['NCA' 'SA' 'MH'],Apartment,1,1,1,8000-11000,11000,"[881038684, 140587897]"
Cassandra Gomez,F,804587426,2005-01-01,Senior,School of Arts and Sciences,0,1,['NCA' 'SA' 'MZH'],Suite,1,1,1,4000-6000,5000,"[790913919, 767222671]"
Christopher Young,M,987455250,1999-10-07,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'RA' 'TS'],Suite,1,1,1,6000-8000,8000,"[395726002, 997758214]"
Justin Jensen,M,413012450,2002-04-11,Freshman,School of Engineering,0,1,['BS' 'BH' 'TS'],Suite,1,1,1,6000-8000,7000,[509581120]
Ryan Anderson,M,993290501,2001-01-03,Freshman,School of Management and Labor Relations,0,0,['MH' 'NCA' 'SA'],Suite,1,1,1,4000-6000,6000,"[673253985, 740473248]"
Christine Turner,F,982780948,2002-12-11,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['NCA' 'AH' 'CS'],Suite,1,1,1,4000-6000,5000,[363871987]
Andre Blankenship,M,613534269,2004-04-09,Senior,School of Engineering,1,0,['CS' 'NCA' 'MRS'],Suite,1,0,1,4000-6000,6000,[585804691]
Sandra Odom,F,499574971,2003-12-06,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['BS' 'RA' 'MH'],Traditional Residence Hall,1,0,1,4000-6000,6000,"[462858372, 582606024]"
Michael Short,M,752770207,2001-02-17,Freshman,School of Arts and Sciences,0,0,['RA' 'CS' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,6000,[372829395]
Ruben Good,M,610805192,2002-07-22,Sophomore,School of Arts and Sciences,1,1,['BS' 'JS' 'RA'],Suite,1,1,1,4000-6000,5000,"[322943535, 598129220]"
Cassie Cummings,F,615268845,2002-01-17,Freshman,School of Arts and Sciences,0,0,['BH' 'MRS' 'SA'],Suite,1,1,1,8000-11000,11000,"[696056226, 681424424]"
Donna Park,F,398162217,2003-12-22,Senior,Mason Gross School of the Arts,0,0,['MZH' 'MRS' 'CS'],Suite,1,1,1,6000-8000,8000,[422796652]
Larry Morrison,M,873588685,2000-01-14,Freshman,School of Arts and Sciences,0,1,['NCA' 'MZH' 'SA'],Apartment,1,1,0,8000-11000,10000,"[392702765, 174124028]"
Aaron Barnett,M,559975532,2001-10-21,Junior,School of Arts and Sciences,0,1,['MZH' 'WS' 'BS'],Apartment,1,1,1,4000-6000,5000,"[380083918, 549444397]"
Amanda Clark,F,278670280,2001-06-01,Freshman,School of Arts and Sciences,0,1,['CS' 'WS' 'TS'],Traditional Residence Hall,1,1,0,4000-6000,5000,"[103356812, 732085701]"
Richard Mitchell,M,193115104,2002-08-26,Freshman,School of Communication and Information,0,0,['BH' 'MS' 'SA'],Suite,1,1,1,4000-6000,6000,"[286817183, 125113313]"
Robert Beasley,M,890005196,2002-04-30,Senior,School of Communication and Information,0,1,['MZH' 'AH' 'MS'],Suite,1,1,1,6000-8000,7000,"[797114893, 336175339]"
Ashley Guerrero,F,722983902,2003-02-06,Freshman,School of Social Work,0,1,['WS' 'NCA' 'AH'],Suite,1,1,1,4000-6000,5000,[852260260]
Natalie Ramos,F,960231479,2001-12-17,Freshman,School of Environmental and Biological Sciences,0,0,['RA' 'SA' 'CS'],Suite,1,1,1,6000-8000,8000,"[933163840, 584224294]"
Mrs. Robin Gutierrez PhD,F,886302247,2002-12-21,Junior,School of Arts and Sciences,0,0,['MS' 'MZH' 'NCA'],Apartment,1,1,1,4000-6000,6000,[949299399]
Gary Walters PhD,M,552290888,2005-02-26,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['NCA' 'MH' 'TS'],Apartment,1,1,1,4000-6000,5000,"[154722575, 252599995]"
Bradley Stewart,M,762615662,2004-06-14,Junior,School of Arts and Sciences,0,1,['JS' 'MZH' 'NCA'],Apartment,1,0,1,6000-8000,7000,"[946927759, 666131568]"
Kyle Ford,M,321556518,2003-11-11,Freshman,School of Arts and Sciences,0,0,['BH' 'TS' 'RA'],Suite,1,1,1,4000-6000,6000,"[508733255, 437945810]"
Michelle Mclean,F,659159565,2002-02-18,Junior,School of Arts and Sciences,0,0,['NCA' 'MZH' 'RA'],Apartment,1,1,1,6000-8000,8000,"[661141420, 628476162]"
Jenna Walsh,F,916701553,2003-05-08,Freshman,School of Arts and Sciences,0,0,['MZH' 'SA' 'BS'],Suite,1,1,1,6000-8000,8000,"[864386032, 597096662]"
Cody Yang,M,257858278,2005-05-28,Sophomore,School of Social Work,0,1,['SA' 'RA' 'WS'],Suite,1,1,1,6000-8000,7000,"[679654615, 776277522]"
Mckenzie Robinson,F,217422673,2005-06-12,Sophomore,School of Arts and Sciences,0,1,['RA' 'NCA' 'BS'],Suite,1,1,1,4000-6000,5000,[353271159]
Lisa Williams,F,798055630,2002-06-24,Junior,School of Arts and Sciences,0,0,['AH' 'RA' 'BS'],Suite,1,1,1,6000-8000,8000,"[839370493, 158951342]"
Amanda Evans,F,198469255,2003-01-20,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['MRS' 'BS' 'TS'],Traditional Residence Hall,1,1,1,8000-11000,11000,"[771492324, 798936293]"
Paul Velez,M,501027836,2004-05-07,Junior,School of Communication and Information,0,0,['NCA' 'MZH' 'MS'],Suite,1,1,1,8000-11000,11000,[969384043]
Maria Lopez,F,379093830,2001-11-06,Sophomore,School of Arts and Sciences,0,0,['WS' 'BH' 'TS'],Apartment,1,0,1,4000-6000,6000,[635916784]
Christopher Williams DDS,M,987893190,2005-09-08,Senior,School of Engineering,0,0,['NCA' 'WS' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,11000,[990300751]
Brittany Gonzalez,F,798443258,2002-07-22,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['NCA' 'SA' 'WS'],Apartment,1,1,1,4000-6000,5000,"[480189275, 228115965]"
Sarah Martinez,F,873168209,2002-01-03,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'BS' 'SA'],Traditional Residence Hall,1,1,1,6000-8000,8000,"[456395398, 535324862]"
Katherine Fernandez,F,842939004,2002-01-08,Sophomore,School of Management and Labor Relations,0,0,['SA' 'MS' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[936327814, 805558083]"
Rebecca Day,F,124814616,2000-09-03,Freshman,School of Engineering,0,0,['CS' 'NCA' 'TS'],Suite,1,1,1,4000-6000,6000,"[788250957, 573188570]"
Candice Harper,F,529905289,2002-05-09,Sophomore,School of Arts and Sciences,0,0,['MS' 'CS' 'WS'],Suite,1,1,1,8000-11000,11000,[303620565]
Seth Curtis,M,595505841,2005-03-02,Senior,School of Engineering,0,0,['BS' 'MZH' 'TS'],Suite,1,1,1,6000-8000,8000,"[853413072, 849047281]"
Rebecca Williams,F,649266539,2003-09-04,Senior,School of Social Work,0,0,['CS' 'NCA' 'BS'],Apartment,1,1,1,4000-6000,6000,"[886394865, 580107561]"
Todd Pitts,M,222890106,2004-12-12,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['WS' 'AH' 'SA'],Apartment,1,1,1,4000-6000,5000,[254740160]
David Oliver MD,M,853413072,2005-01-18,Freshman,School of Arts and Sciences,0,0,['SA' 'NCA' 'RA'],Suite,1,1,0,4000-6000,6000,"[595505841, 849047281]"
