name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status
Kevin Lewis,M,804282582,2001-12-24,Freshman,School of Arts and Sciences,0,0
Rodney Velasquez,M,539650414,2000-07-24,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Vickie Hardin DDS,F,936066182,2001-06-23,Freshman,School of Management and Labor Relations,1,1
Kenneth Velasquez,M,346594635,2004-07-04,Freshman,Mason Gross School of the Arts,0,0
Casey Adkins,F,482120642,2004-02-26,Sophomore,School of Arts and Sciences,0,0
Heidi Miller,F,302559369,2000-11-01,Freshman,Mason Gross School of the Arts,0,1
Amy Baldwin,F,117655223,2000-02-29,Freshman,School of Arts and Sciences,0,0
Jason Rogers,M,746103134,2001-03-31,Junior,School of Arts and Sciences,0,0
Janice Rogers,F,346779648,2000-01-15,Freshman,Rutgers Business School–Newark and New Brunswick,1,0
Kyle Jackson,M,663414842,2002-01-15,Sophomore,School of Arts and Sciences,0,0
Jason Roth,M,407118703,2002-01-12,Sophomore,School of Social Work,0,0
Johnathan Duarte,M,478089053,2001-12-23,Sophomore,School of Engineering,0,0
Shannon Wheeler,F,252549699,2001-04-23,Freshman,School of Environmental and Biological Sciences,0,0
Robert Scott,M,372319761,2002-09-13,Freshman,School of Arts and Sciences,0,0
Jessica Stone,F,744734440,2005-06-06,Freshman,School of Environmental and Biological Sciences,0,0
Jessica Cox,F,241957457,2000-04-26,Junior,Mason Gross School of the Arts,0,0
Melissa Jensen,F,923331782,2004-10-28,Junior,School of Arts and Sciences,0,1
Sara Walters,F,734047359,2001-01-15,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Tiffany Conway,F,233149926,2002-09-16,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Carly Guerrero,F,818652200,2004-11-08,Freshman,School of Arts and Sciences,0,1
Kristen Lopez,F,409835686,2002-06-27,Junior,School of Environmental and Biological Sciences,0,0
Amy Brewer,F,266473675,2005-03-04,Freshman,School of Arts and Sciences,0,0
Jennifer Hill,F,955380303,2000-07-27,Freshman,School of Arts and Sciences,0,1
Jennifer Mann,F,577451635,2001-01-22,Junior,Rutgers Business School–Newark and New Brunswick,0,1
Alicia Simmons,F,437172121,2002-12-23,Junior,School of Social Work,0,1
Adam Ingram,M,774878513,2005-03-24,Freshman,School of Environmental and Biological Sciences,0,0
Bethany Kelly,F,939091602,2002-03-29,Freshman,School of Arts and Sciences,0,1
William Martin MD,M,478838142,2004-04-25,Junior,School of Arts and Sciences,0,0
Amanda Gates,F,954657587,2001-03-02,Sophomore,School of Engineering,0,0
Christopher Smith,M,578515457,2001-06-26,Junior,Mason Gross School of the Arts,1,1
Chad Schaefer,M,454353622,2001-12-23,Freshman,School of Arts and Sciences,0,0
Daniel Parker,M,971500535,2002-06-06,Senior,Edward J. Bloustein School of Planning and Public Policy,0,1
Jamie Nguyen,F,143191966,2004-07-30,Junior,School of Arts and Sciences,0,0
William Prince,M,623195303,2003-01-22,Freshman,Mason Gross School of the Arts,0,0
Angel Hunter,M,314536009,2002-07-07,Junior,School of Management and Labor Relations,0,0
Christopher Ramirez,M,181253265,2005-07-09,Senior,School of Arts and Sciences,0,0
Matthew Fox,M,461410699,2000-02-04,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1
Walter Bryant MD,M,283289394,2000-03-20,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Christopher Hall,M,787512792,2003-06-16,Sophomore,Mason Gross School of the Arts,0,0
Holly Collins,F,603562922,2004-03-13,Senior,Mason Gross School of the Arts,1,0
Troy Rodriguez,M,158710967,2001-02-09,Junior,School of Arts and Sciences,0,1
Vanessa Powers,F,958138184,2002-03-15,Freshman,School of Arts and Sciences,0,0
Crystal Barton,F,404620226,2000-11-05,Junior,School of Arts and Sciences,0,1
Samantha Hall,F,651283250,2002-08-11,Sophomore,School of Environmental and Biological Sciences,0,0
Corey Scott,M,252352585,2004-10-24,Junior,School of Engineering,0,0
Billy Bell,M,997344633,2003-09-04,Junior,School of Engineering,0,0
Shannon Williams,F,689787483,2000-12-08,Freshman,School of Arts and Sciences,1,0
Denise Hudson,F,487505839,2005-04-19,Senior,School of Arts and Sciences,1,1
Matthew Roberts,M,165383479,2000-03-05,Freshman,School of Arts and Sciences,0,0
Isabella Nelson,F,299404035,2002-01-20,Freshman,School of Arts and Sciences,0,0
Margaret Mcdowell,F,618009553,2005-03-27,Senior,School of Arts and Sciences,0,1
Kathryn Barnett,F,789396421,2000-06-22,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Brittany Cook,F,614496916,2001-08-07,Sophomore,School of Arts and Sciences,0,0
Melissa Stevens,F,259838582,2001-04-29,Freshman,School of Arts and Sciences,0,1
Amanda Blackwell,F,754231997,2002-05-09,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1
Jasmine David,F,959442432,2004-03-27,Freshman,School of Arts and Sciences,0,1
Kyle Kelley,M,517582012,2003-11-27,Freshman,School of Management and Labor Relations,0,0
Nicholas Dawson,M,802374472,2003-08-10,Freshman,School of Communication and Information,0,0
Michelle Williams,F,623306520,2005-07-17,Junior,School of Arts and Sciences,0,0
Roy Harper,M,294284754,2004-12-21,Junior,School of Arts and Sciences,0,0
Brittany Curry,F,197920448,2001-12-26,Sophomore,School of Engineering,0,0
Mary Deleon,F,643706712,2001-10-11,Freshman,School of Engineering,1,0
Karen Boone,F,627548233,2002-08-18,Sophomore,School of Social Work,0,1
Joseph Navarro,M,621482070,2000-06-09,Freshman,School of Arts and Sciences,0,0
Crystal Fuentes,F,664359647,2001-06-24,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Peter Brooks,M,643104194,2004-06-20,Freshman,School of Arts and Sciences,0,0
Kayla Flynn,F,802777173,2003-06-02,Senior,School of Arts and Sciences,0,0
Chelsea Davis,F,247619491,2004-01-18,Junior,School of Arts and Sciences,0,1
Jared Stein,M,771577853,2004-12-08,Junior,School of Arts and Sciences,1,0
Melanie Moore,F,348867179,2005-06-29,Junior,School of Arts and Sciences,0,1
Brandon Espinoza,M,415189810,2000-06-22,Senior,School of Environmental and Biological Sciences,0,0
Jonathan Stokes,M,377385954,2000-09-20,Freshman,Mason Gross School of the Arts,0,1
Marc Browning,M,460907662,2002-12-13,Freshman,School of Arts and Sciences,0,0
Calvin Price,M,847133904,2001-11-11,Sophomore,School of Environmental and Biological Sciences,0,1
Joel Butler,M,580822340,2001-10-19,Sophomore,School of Arts and Sciences,0,1
Andre Grant,M,197834492,2000-07-16,Sophomore,School of Arts and Sciences,0,1
Maurice Mcdowell,M,247086464,2004-05-25,Sophomore,School of Management and Labor Relations,0,0
Theresa Martinez,F,820670967,2005-03-10,Freshman,School of Arts and Sciences,0,0
Timothy Young,M,551344530,2002-02-20,Freshman,School of Arts and Sciences,1,0
Michelle Booker,F,742184859,2003-01-09,Sophomore,School of Engineering,0,0
Adam Dunn,M,628897760,2001-09-27,Sophomore,Rutgers Business School–Newark and New Brunswick,1,0
Meghan Giles,F,578790942,2002-12-22,Freshman,School of Management and Labor Relations,0,0
Rebecca Moran,F,344519692,2002-01-20,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Ryan Rodgers,M,494668316,2005-06-23,Sophomore,School of Arts and Sciences,0,0
Sarah Silva,F,336719344,2002-10-23,Junior,School of Arts and Sciences,0,0
Christopher Keith,M,256952377,2003-10-26,Freshman,School of Communication and Information,0,0
Ryan Curry,M,754400082,2003-11-06,Freshman,School of Engineering,0,0
Kimberly Gray,F,373168173,2004-10-01,Sophomore,School of Arts and Sciences,0,0
John Nichols,M,294117116,2004-03-28,Freshman,School of Management and Labor Relations,1,1
Lisa Brennan,F,908255593,2004-10-23,Freshman,School of Engineering,0,1
Mrs. Pamela Morris,F,374537018,2002-08-18,Freshman,School of Management and Labor Relations,0,1
Thomas Moyer,M,756791019,2001-05-28,Freshman,School of Arts and Sciences,1,0
Danielle Hoffman,F,937119619,2002-07-21,Freshman,School of Management and Labor Relations,0,0
Anna Martin,F,707841847,2001-07-23,Junior,Edward J. Bloustein School of Planning and Public Policy,0,1
David Cooke,M,146780265,2002-06-24,Senior,School of Arts and Sciences,0,0
Dustin Cunningham,M,930040318,2004-07-31,Senior,School of Engineering,0,0
Melanie Brown,F,599615145,2000-02-05,Freshman,School of Engineering,0,0
Jeremy Morales,M,549143092,2001-07-21,Sophomore,School of Arts and Sciences,0,0
Thomas Brown,M,409747080,2005-08-03,Sophomore,School of Arts and Sciences,0,0
Latasha Lopez,F,622850172,2000-01-17,Sophomore,School of Social Work,0,0
Dawn Moran,F,620905063,2000-12-28,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Vanessa Sullivan,F,316405278,2004-09-03,Freshman,School of Communication and Information,0,0
Christine Phillips,F,685695504,2001-05-29,Freshman,School of Engineering,0,0
Ashley Stokes DDS,F,330543308,2002-06-24,Freshman,School of Engineering,0,0
Cody Greene,M,203515756,2001-11-19,Freshman,Mason Gross School of the Arts,0,0
Katherine Peterson,F,878205830,2001-01-17,Sophomore,School of Communication and Information,0,1
Rachel Mercado,F,926981518,2000-08-08,Freshman,School of Arts and Sciences,0,0
Vanessa Wiggins,F,945183544,2001-04-05,Junior,School of Arts and Sciences,0,0
Kurt Christensen,M,224284832,2000-04-20,Freshman,School of Arts and Sciences,0,1
Monica Lopez,F,941859064,2002-02-23,Junior,School of Engineering,0,0
Linda Walton,F,131054023,2000-09-24,Junior,School of Arts and Sciences,0,1
Miss Gloria Garcia,F,937308810,2004-06-28,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Rebekah Hamilton,F,892332397,2004-11-24,Freshman,School of Arts and Sciences,0,1
Laura Brown,F,608946472,2002-07-04,Senior,Mason Gross School of the Arts,0,1
Joseph Maynard,M,424849846,2004-07-12,Sophomore,School of Arts and Sciences,0,0
Heather Pope,F,334825727,2001-03-25,Sophomore,Mason Gross School of the Arts,0,1
Patricia Johnson,F,307627096,2002-05-05,Sophomore,School of Management and Labor Relations,0,0
Morgan Green,F,678799479,2003-01-19,Freshman,School of Engineering,0,0
William Pope,M,942492255,2001-07-11,Senior,School of Engineering,0,0
Mario Vasquez,M,570718127,2000-04-14,Freshman,School of Management and Labor Relations,0,0
Alexandra Smith,F,150231745,2002-11-26,Freshman,School of Arts and Sciences,0,0
Timothy Smith,M,313788463,2000-07-20,Freshman,School of Communication and Information,0,0
Adam Henry,M,324603674,2000-11-13,Junior,Rutgers Business School–Newark and New Brunswick,0,1
Amanda Evans MD,F,580079090,2004-08-10,Sophomore,School of Management and Labor Relations,1,0
Craig Martin,M,210712302,2003-05-05,Freshman,School of Communication and Information,0,0
Kathy Clark,F,859626310,2000-05-07,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Timothy Owens,M,402658519,1999-10-28,Freshman,School of Social Work,0,0
Timothy Waller,M,806623530,1999-10-24,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1
Tyler Burke,M,928064277,2005-06-22,Freshman,School of Social Work,0,0
Bradley Friedman,M,662347232,2003-08-15,Freshman,School of Management and Labor Relations,0,0
Katie Ward,F,443352764,2000-03-05,Freshman,School of Environmental and Biological Sciences,0,0
Jon Mills,M,424608183,2004-11-10,Freshman,School of Communication and Information,0,1
James Martinez,M,442174415,2004-09-08,Senior,Edward J. Bloustein School of Planning and Public Policy,0,1
Justin Parker,M,432503815,2004-11-11,Freshman,School of Arts and Sciences,0,0
Richard Gonzalez,M,728699118,2002-07-25,Freshman,School of Communication and Information,0,0
Michelle Barnes,F,910603325,2004-10-08,Freshman,School of Engineering,0,0
Rhonda Soto,F,294988900,2003-12-01,Sophomore,School of Arts and Sciences,0,0
Angela Lynch,F,371641848,2000-04-23,Sophomore,Mason Gross School of the Arts,0,1
Michele Scott,F,495376229,2004-11-16,Junior,School of Engineering,0,0
Julie Smith,F,485942574,2002-05-28,Junior,School of Arts and Sciences,0,0
Donald Munoz,M,898865074,2002-11-22,Freshman,School of Management and Labor Relations,0,1
Craig Murray,M,622332702,2002-08-13,Freshman,School of Communication and Information,1,0
James Miller,M,453121310,2000-07-14,Freshman,School of Environmental and Biological Sciences,0,0
Jennifer Mccarthy,F,192280930,2000-03-16,Junior,School of Arts and Sciences,0,1
Anthony Stevens,M,543997760,2000-04-20,Senior,School of Communication and Information,0,0
Elizabeth Reyes,F,834395239,2000-10-31,Sophomore,School of Arts and Sciences,0,1
Julia Davidson,F,594488633,2001-07-29,Freshman,School of Arts and Sciences,0,0
David Daniels,M,339321932,1999-12-10,Freshman,School of Engineering,0,1
Sean Reynolds,M,980261275,2000-08-30,Sophomore,School of Communication and Information,0,0
Vicki Carr,F,969522609,2002-05-07,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Paula Jones,F,981492948,2001-06-28,Junior,School of Social Work,0,0
Christine Blanchard,F,839779813,2004-01-09,Senior,Mason Gross School of the Arts,0,0
Jennifer Johnson,F,185418123,2005-04-04,Freshman,School of Arts and Sciences,0,0
James Knight,M,314951412,2004-01-28,Sophomore,School of Arts and Sciences,0,0
Jill Torres,F,876035405,2001-08-13,Junior,School of Engineering,0,0
Jennifer Lucas,F,275265074,2003-11-08,Freshman,School of Arts and Sciences,0,0
Kimberly Hancock,F,316506160,2002-06-24,Sophomore,School of Arts and Sciences,1,0
Katherine Morrison,F,483882082,2001-05-20,Freshman,Mason Gross School of the Arts,0,0
John Conrad,M,259004277,2002-02-26,Junior,Mason Gross School of the Arts,0,1
Theresa Brown,F,791572767,2000-02-28,Senior,School of Environmental and Biological Sciences,0,0
Laura Elliott,F,234841279,2001-05-09,Freshman,School of Engineering,0,0
Kevin Jones,M,434506059,2005-06-06,Senior,School of Communication and Information,0,0
Tina Miller,F,556103240,2002-04-04,Freshman,Rutgers Business School–Newark and New Brunswick,0,1
John Mccarthy,M,957197602,2000-09-04,Senior,School of Arts and Sciences,1,0
Thomas Stephens,M,895987745,1999-11-11,Junior,School of Arts and Sciences,0,0
Malik Moore,M,984646484,2001-01-13,Junior,School of Management and Labor Relations,0,0
Mark Thornton,M,554083839,2002-12-04,Freshman,School of Social Work,0,1
Andrea Miller,F,487398552,1999-10-24,Sophomore,School of Management and Labor Relations,0,0
Christopher Vasquez,M,896474709,2000-01-14,Sophomore,School of Social Work,0,0
Erica Wagner,F,445295452,2003-05-15,Sophomore,School of Management and Labor Relations,0,1
Sara Wood,F,927946166,2005-08-10,Freshman,School of Social Work,1,0
Tanya Wells,F,622289159,2002-10-05,Sophomore,School of Arts and Sciences,0,0
Kathryn Everett,F,563774322,2001-04-17,Sophomore,School of Arts and Sciences,0,0
John Wallace,M,314408104,2001-07-04,Senior,Rutgers Business School–Newark and New Brunswick,0,1
Lisa Booth,F,826268591,2003-05-23,Junior,School of Arts and Sciences,0,1
Daniel Golden,M,211340894,2005-05-05,Sophomore,School of Arts and Sciences,0,0
Ryan Allen,M,757488065,2004-12-15,Junior,School of Communication and Information,0,0
Joshua Lester,M,570923849,2003-12-19,Freshman,School of Communication and Information,0,0
Madeline Cuevas,F,592143662,2000-01-16,Senior,School of Engineering,0,0
Shelly Carter MD,F,128219785,2000-11-02,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Heidi Peck,F,246096406,2002-01-30,Senior,School of Arts and Sciences,0,1
Tyler Davidson,M,659557606,2005-07-25,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Stacey Barker,F,900348818,2004-03-26,Freshman,School of Communication and Information,0,1
Blake Hernandez,M,620278106,2002-05-29,Junior,School of Arts and Sciences,0,0
Bryce Moore,M,822671975,2000-03-04,Junior,School of Arts and Sciences,0,0
Anthony Mcgee,M,998647363,2004-06-25,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Kimberly Morris,F,707003722,1999-11-09,Junior,School of Arts and Sciences,0,1
Tiffany Lewis,F,412038856,2001-06-01,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Sharon Steele,F,125168593,2000-12-18,Junior,Mason Gross School of the Arts,0,1
Joseph Medina,M,627125510,2001-02-28,Sophomore,School of Engineering,0,0
Christina Rodriguez,F,819494200,2003-01-31,Senior,School of Social Work,0,1
Adam Bailey,M,602673768,2001-01-21,Freshman,Mason Gross School of the Arts,0,0
Kimberly Petty,F,866613434,2000-07-07,Sophomore,School of Social Work,0,1
Melissa Rodriguez,F,552473070,2000-01-17,Freshman,School of Engineering,0,0
Elizabeth Lambert,F,200705194,2003-10-21,Sophomore,School of Arts and Sciences,0,0
Beth Mclaughlin,F,277583545,2004-03-23,Junior,School of Management and Labor Relations,0,0
William Watson,M,306585347,2005-01-25,Junior,School of Management and Labor Relations,0,1
David Macdonald,M,690046097,2002-12-01,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Crystal Cummings,F,156803346,2002-06-03,Senior,School of Arts and Sciences,0,1
Beth Williams,F,217755924,2005-03-11,Freshman,School of Arts and Sciences,0,0
Lisa Murray,F,490516198,2005-02-20,Sophomore,School of Arts and Sciences,0,0
Samantha Miles,F,581552330,1999-12-21,Freshman,School of Arts and Sciences,0,1
James Miller,M,849295884,2002-02-14,Freshman,School of Arts and Sciences,0,0
Maria Rivera DDS,F,136398063,2003-01-26,Sophomore,School of Arts and Sciences,0,0
Jason Fox,M,421706213,2002-02-09,Freshman,School of Engineering,0,0
Diana Carlson,F,911273469,2003-01-31,Freshman,Mason Gross School of the Arts,0,0
Stephanie Davis,F,497683160,2005-09-15,Senior,School of Arts and Sciences,0,1
Julie Jackson,F,535279518,2004-03-13,Freshman,School of Environmental and Biological Sciences,0,0
Mrs. Amy Meyer,F,868624362,2000-12-17,Senior,School of Communication and Information,0,1
Holly Herrera,F,292515057,2000-06-03,Freshman,School of Arts and Sciences,0,0
Erik Snow,M,771655408,2004-05-27,Senior,School of Environmental and Biological Sciences,0,1
Beth Williams,F,120995881,2000-01-27,Sophomore,School of Arts and Sciences,0,0
Linda Howard,F,265080470,2002-09-25,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Jonathan Perez,M,574071365,1999-12-23,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Curtis Fletcher,M,738544905,2003-11-24,Sophomore,School of Arts and Sciences,0,0
Allison Hogan,F,515229930,2003-10-16,Junior,School of Engineering,0,1
Michael Kelley,M,912596403,2001-06-26,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1
David Matthews,M,250413401,2005-06-23,Junior,School of Engineering,0,0
Christopher Meyer,M,821577998,2000-07-04,Freshman,School of Arts and Sciences,0,1
Jessica Murphy,F,825128092,2002-11-24,Freshman,School of Arts and Sciences,0,0
Matthew Ford,M,778853965,2003-10-24,Sophomore,School of Environmental and Biological Sciences,0,0
Christian Blackwell,M,678806266,2000-04-28,Freshman,School of Engineering,0,0
Richard Hall,M,109660127,2000-12-08,Sophomore,School of Arts and Sciences,0,0
Edward Alvarez,M,285932718,2004-05-07,Sophomore,School of Management and Labor Relations,0,1
Thomas Vaughn,M,673970736,2003-08-26,Freshman,School of Arts and Sciences,0,0
Todd Hall,M,130890528,2001-10-24,Freshman,School of Arts and Sciences,0,1
Timothy Sherman,M,188472871,2003-06-13,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Marcus Simpson,M,856344812,2002-12-21,Freshman,School of Arts and Sciences,0,0
Mandy Phillips,F,534944029,2000-11-06,Freshman,School of Arts and Sciences,0,1
Misty Haynes,F,176821182,2005-09-18,Junior,Mason Gross School of the Arts,0,1
Tina Ramirez DDS,F,957324859,2002-08-04,Freshman,School of Arts and Sciences,0,1
Brenda Larsen,F,811715073,2000-09-04,Sophomore,School of Environmental and Biological Sciences,0,0
Rebecca Joseph,F,974402088,2000-08-14,Sophomore,School of Management and Labor Relations,0,0
Patrick Simpson,M,935542747,2003-01-20,Sophomore,School of Social Work,0,0
William Richard,M,935391543,2001-07-27,Freshman,School of Arts and Sciences,0,0
Carolyn Kelly,F,188397714,2000-10-29,Sophomore,School of Communication and Information,0,0
Thomas Ellis,M,203149423,2004-08-02,Sophomore,School of Arts and Sciences,0,0
Wyatt Rhodes,M,212620538,2003-06-18,Sophomore,School of Arts and Sciences,0,0
Mark Johnson,M,672481567,2000-07-12,Senior,School of Management and Labor Relations,0,0
Raymond Montgomery,M,388438781,2005-06-06,Sophomore,School of Environmental and Biological Sciences,0,0
Larry Jones,M,966774533,2000-07-24,Junior,School of Environmental and Biological Sciences,0,0
Michaela Sanchez,F,222808219,2002-08-04,Sophomore,School of Management and Labor Relations,0,0
Dustin Owens,M,814977670,2002-10-16,Freshman,School of Engineering,0,0
Lisa Martinez,F,338671520,2000-11-08,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Ashley Brown,F,620532204,2005-09-20,Junior,Mason Gross School of the Arts,0,0
Natalie Garcia,F,372744677,2000-11-14,Freshman,School of Communication and Information,0,1
Karen Stevens,F,577650018,2005-07-31,Freshman,Mason Gross School of the Arts,0,0
Matthew Carroll,M,473219074,2000-09-12,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Richard Lawrence,M,320521263,2001-04-30,Freshman,School of Communication and Information,0,1
Sean James,M,829411467,2004-02-15,Freshman,School of Communication and Information,0,0
Amber Myers,F,565741177,2005-05-01,Senior,Mason Gross School of the Arts,0,1
Jenna Smith,F,309186801,2005-08-29,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Albert Quinn,M,889260738,2000-08-22,Freshman,School of Engineering,0,0
Gavin Short,M,800273731,2005-05-30,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Justin Hendricks,M,901059984,2002-10-01,Junior,School of Engineering,0,0
Mark Lowe,M,420608911,2003-01-16,Freshman,School of Environmental and Biological Sciences,0,0
Jeanne Garcia,F,539462275,2002-06-10,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Kyle Andrews,M,588248291,2002-12-22,Sophomore,School of Arts and Sciences,0,0
Shelly Goodwin,F,147101245,2000-09-01,Sophomore,School of Communication and Information,0,0
Brenda Long,F,842888305,2003-12-04,Freshman,School of Arts and Sciences,0,1
Brianna Murray,F,773837337,2004-03-05,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Karen Boyd,F,279923338,2005-05-22,Junior,School of Social Work,0,0
Jeremiah Sanchez,M,798998090,2004-04-26,Freshman,School of Arts and Sciences,0,0
Patrick Luna,M,646376192,2002-08-22,Freshman,School of Management and Labor Relations,0,0
Randy Harvey,M,110247037,2001-06-02,Freshman,School of Arts and Sciences,0,0
Kimberly Miller,F,124328542,2001-05-28,Freshman,School of Arts and Sciences,0,1
Christina Fernandez,F,876984557,2002-11-01,Freshman,School of Arts and Sciences,0,0
Nicholas Church,M,472074054,2004-12-21,Junior,School of Arts and Sciences,0,1
Gregory Murphy,M,265343686,2003-03-22,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Sue Hudson,F,261356571,2003-01-04,Sophomore,School of Management and Labor Relations,0,0
Mike Stevens,M,701235947,2000-11-06,Freshman,School of Arts and Sciences,0,0
Joshua Myers,M,733552832,2004-10-27,Junior,School of Communication and Information,0,0
Taylor Schmidt,M,291624615,2002-02-16,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Joanna Mayer,F,538938838,2000-08-06,Junior,School of Arts and Sciences,0,0
Sarah Bray,F,982998210,2002-01-09,Sophomore,School of Arts and Sciences,0,1
Andrew Johnson,M,617876844,2001-05-06,Senior,Rutgers Business School–Newark and New Brunswick,0,0
George Kelley,M,882434442,2004-12-13,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Michael Walsh,M,948984206,2004-03-31,Freshman,School of Arts and Sciences,0,0
Joseph Harper,M,207694688,2003-02-27,Freshman,School of Arts and Sciences,0,0
John Sanchez,M,319170629,2004-08-11,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Troy Lee,M,131629494,2005-04-05,Freshman,School of Arts and Sciences,0,0
Mary Mitchell,F,993922821,2001-03-24,Freshman,School of Environmental and Biological Sciences,0,1
Mr. Kyle Sims,M,563272507,2005-09-14,Junior,School of Arts and Sciences,0,0
Christopher Thompson,M,554598454,2003-12-18,Freshman,School of Management and Labor Relations,0,1
Anthony Keller,M,244759268,2000-04-27,Freshman,School of Management and Labor Relations,0,0
Randall Meyer,M,649032371,2001-06-15,Freshman,School of Management and Labor Relations,0,0
Michael Beck,M,138219568,2005-05-01,Freshman,Mason Gross School of the Arts,0,0
Juan Randall,M,868389277,2001-01-16,Freshman,School of Arts and Sciences,0,0
Brian Torres,M,212827489,2004-02-07,Junior,School of Communication and Information,0,1
Phillip Jackson,M,894517595,2002-01-12,Freshman,School of Arts and Sciences,0,0
Jennifer Wilkinson,F,776062203,2004-05-20,Junior,School of Management and Labor Relations,0,0
Daniel Evans,M,583290656,2001-07-05,Junior,School of Arts and Sciences,0,1
Connor Velasquez,M,726533584,2003-04-05,Freshman,School of Arts and Sciences,0,0
Mr. Christopher Curry,M,509595058,2005-05-20,Sophomore,School of Arts and Sciences,0,0
Carmen Murphy,F,974735964,2003-11-06,Freshman,School of Arts and Sciences,0,1
Christina Raymond,F,515381901,2001-10-27,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Robert Butler,M,765489264,2002-02-18,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Anita Cole,F,763791654,2000-03-23,Sophomore,Mason Gross School of the Arts,0,1
Michael Mcdonald,M,165743791,2000-01-13,Freshman,School of Engineering,0,0
Nicole Cunningham,F,887028277,2001-10-22,Sophomore,School of Social Work,0,0
Katherine Silva,F,326812609,2001-06-22,Freshman,School of Engineering,0,1
David Jenkins,M,250074210,2003-08-27,Freshman,School of Management and Labor Relations,0,0
Lauren Soto,F,715935584,2001-05-14,Sophomore,School of Communication and Information,0,0
Colin Riley,M,785572349,2002-08-14,Freshman,School of Arts and Sciences,0,1
Brian Santiago,M,647313080,2000-10-10,Junior,School of Arts and Sciences,0,0
Nancy Holt,F,681108333,2002-10-01,Senior,School of Social Work,0,0
William Phelps,M,346836489,2004-06-16,Senior,School of Arts and Sciences,0,0
Susan Lindsey,F,797453446,2001-09-01,Junior,School of Arts and Sciences,0,0
Elizabeth Weaver,F,968955196,2002-03-02,Senior,School of Social Work,0,0
Rebecca Ramirez,F,829110025,2005-03-22,Freshman,School of Arts and Sciences,0,0
Brandy Clark,F,778988416,2005-02-06,Freshman,School of Engineering,0,0
Natalie Dixon,F,568732455,2004-11-08,Freshman,Mason Gross School of the Arts,0,1
Maria Grant,F,952438932,2005-08-06,Sophomore,School of Communication and Information,0,0
Robert Morgan MD,M,448209119,2003-02-17,Sophomore,School of Arts and Sciences,0,0
Mr. Jeffrey Hansen,M,771278473,2005-04-18,Junior,School of Management and Labor Relations,0,1
Ivan Johnson,M,756092031,2000-12-21,Sophomore,School of Engineering,0,0
Carolyn Johnston,F,399519904,2005-07-08,Senior,School of Arts and Sciences,0,0
Emily Wilson,F,170042128,2000-06-28,Senior,School of Arts and Sciences,0,0
James George,M,423162221,2003-08-04,Sophomore,School of Engineering,1,1
Angela Jones,F,196213663,2003-08-08,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Jeremy Rodriguez,M,205470787,2001-03-23,Freshman,School of Engineering,0,1
Becky Davis,F,570030997,2003-09-02,Junior,Mason Gross School of the Arts,0,0
Joseph Evans,M,518365372,2004-05-10,Freshman,School of Arts and Sciences,0,0
Sandra Gay,F,875510230,2003-02-28,Sophomore,Rutgers Business School–Newark and New Brunswick,1,0
Jack Garcia,M,178043808,2003-02-04,Sophomore,School of Arts and Sciences,1,0
Ashley Figueroa,F,401461202,2004-08-24,Sophomore,School of Engineering,0,0
David Riddle,M,591614575,2000-02-03,Sophomore,School of Social Work,0,1
Thomas Pugh,M,787938001,2003-01-18,Freshman,School of Arts and Sciences,0,1
Amanda Tran,F,719975813,2002-07-26,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
