,name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,is_private_bathroom_preferred,laundry_availibility,preferred_price_range,max_price
2595,Curtis Dunlap,M,108785660,2001-12-25,Freshman,School of Arts and Sciences,0,1,['BS' 'SA' 'MH'],Apartment,1,1,1,4000-6000,5000
2596,Ryan Sexton,M,574138567,2004-10-17,Freshman,Mason Gross School of the Arts,0,1,['NCA' 'RA' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,10000
2597,Jennifer Robinson,F,776588223,2001-01-08,Junior,School of Management and Labor Relations,0,0,['SA' 'NCA' 'AH'],Suite,1,1,1,4000-6000,6000
2598,Julie Chavez,F,393504094,2004-02-13,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'BS' 'MZH'],Apartment,1,1,1,4000-6000,6000
2599,Jason Durham,M,773181791,2005-09-19,Freshman,School of Engineering,1,0,['MS' 'MRS' 'BS'],Suite,1,1,1,4000-6000,6000
2600,Javier Bauer,M,196384410,2001-03-15,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0,['MZH' 'CS' 'MS'],Apartment,1,1,1,8000-11000,11000
2601,Matthew Estrada,M,580226731,2002-01-23,Sophomore,School of Management and Labor Relations,0,1,['NCA' 'MZH' 'MS'],Apartment,1,0,1,4000-6000,5000
2602,John Shannon,M,257488108,2002-04-04,Junior,School of Communication and Information,0,0,['MH' 'SA' 'RA'],Traditional Residence Hall,1,1,1,4000-6000,6000
2603,Gerald Meyer,M,155704964,2005-01-28,Sophomore,School of Social Work,0,1,['JS' 'NCA' 'MZH'],Suite,1,1,1,4000-6000,5000
2604,Chelsea Vaughn,F,663356459,2004-07-16,Freshman,School of Arts and Sciences,0,0,['RA' 'AH' 'BS'],Suite,1,0,0,8000-11000,11000
2605,Eric Harris,M,302490360,2004-10-11,Freshman,School of Arts and Sciences,0,0,['TS' 'WS' 'MZH'],Apartment,1,1,1,4000-6000,6000
2606,Dwayne Kerr,M,950767488,2001-02-16,Sophomore,School of Management and Labor Relations,0,1,['MZH' 'SA' 'BS'],Suite,1,1,1,4000-6000,5000
2607,Jamie Gross,F,715769401,2002-10-28,Freshman,School of Engineering,0,0,['NCA' 'RA' 'CS'],Suite,1,1,1,4000-6000,6000
2608,Diana Miller,F,332766180,1999-10-24,Junior,School of Social Work,0,1,['SA' 'MH' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,5000
2609,Mrs. Jacqueline Norton,F,577365686,2005-07-01,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['MS' 'TS' 'BS'],Suite,1,1,1,4000-6000,6000
2610,Elizabeth Foster,F,354611692,2004-07-25,Senior,School of Social Work,1,0,['NCA' 'RA' 'SA'],Suite,1,1,1,8000-11000,11000
2611,Larry Flores,M,123115718,2000-04-30,Sophomore,School of Arts and Sciences,0,1,['RA' 'NCA' 'MRS'],Suite,1,1,1,4000-6000,5000
2612,Kelly Bradshaw,F,660622160,2003-06-08,Freshman,Mason Gross School of the Arts,0,1,['CS' 'BS' 'RA'],Apartment,1,1,1,8000-11000,10000
2613,Willie Moore,M,350863410,2002-01-15,Sophomore,School of Communication and Information,0,0,['AH' 'NCA' 'SA'],Suite,1,1,1,8000-11000,11000
2614,Raymond Allen,M,989620539,1999-10-22,Freshman,School of Arts and Sciences,0,0,['BS' 'AH' 'SA'],Traditional Residence Hall,1,1,1,6000-8000,8000
2615,Maria Simmons,F,494289084,2002-02-04,Freshman,School of Communication and Information,1,0,['BS' 'TS' 'BH'],Apartment,1,1,1,6000-8000,8000
2616,Jesus Ellis,M,849444177,2002-01-30,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'SA' 'MS'],Apartment,1,1,1,8000-11000,11000
2617,Jaime Mendoza,F,173463922,2000-12-20,Freshman,School of Communication and Information,0,1,['MS' 'RA' 'TS'],Traditional Residence Hall,1,1,1,4000-6000,5000
2618,William Robinson,M,418565136,2001-10-09,Junior,School of Management and Labor Relations,0,1,['MZH' 'BS' 'BH'],Apartment,1,1,1,8000-11000,10000
2619,Denise Kelley,F,246814353,2004-01-14,Senior,School of Arts and Sciences,0,0,['WS' 'MRS' 'BS'],Suite,1,1,1,4000-6000,6000
2620,Sierra Jones,F,903289576,2001-07-17,Junior,School of Engineering,0,0,['NCA' 'BS' 'RA'],Traditional Residence Hall,1,0,1,4000-6000,6000
2621,Theresa Carlson,F,190907898,2003-06-14,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['SA' 'JS' 'BS'],Suite,1,1,1,4000-6000,5000
2622,James Gonzales,M,527855405,2001-06-05,Freshman,School of Arts and Sciences,0,1,['BS' 'CS' 'JS'],Suite,1,1,1,4000-6000,5000
2623,Paul Rose,M,741283998,2005-09-15,Freshman,School of Arts and Sciences,0,0,['MRS' 'NCA' 'BS'],Apartment,1,1,1,6000-8000,8000
2624,Megan Grant,F,650570246,2002-03-31,Senior,School of Arts and Sciences,0,1,['MZH' 'NCA' 'SA'],Apartment,1,1,1,6000-8000,7000
2625,Amber Hall,F,723517259,2002-06-09,Freshman,School of Arts and Sciences,0,0,['NCA' 'AH' 'MH'],Suite,1,1,1,4000-6000,6000
2626,Courtney Valenzuela,F,139078691,2001-10-04,Sophomore,Mason Gross School of the Arts,0,0,['RA' 'MH' 'MS'],Traditional Residence Hall,1,1,1,4000-6000,6000
2627,Alexis Owens,F,314415134,2003-07-24,Junior,School of Communication and Information,0,1,['RA' 'NCA' 'BS'],Suite,1,1,1,4000-6000,5000
2628,Tiffany Williams,F,393109089,2003-02-19,Senior,School of Arts and Sciences,0,1,['BS' 'SA' 'MH'],Apartment,1,1,1,4000-6000,5000
2629,Jose Griffin,M,490957970,2005-02-03,Sophomore,School of Arts and Sciences,0,0,['WS' 'MZH' 'NCA'],Suite,1,1,1,8000-11000,11000
2630,Steve Montes,M,726377886,2002-08-17,Freshman,Rutgers Business School–Newark and New Brunswick,1,0,['SA' 'JS' 'TS'],Suite,1,1,1,8000-11000,11000
2631,Christina Lopez,F,116208496,2003-09-16,Freshman,School of Environmental and Biological Sciences,0,1,['RA' 'BS' 'TS'],Apartment,1,1,1,8000-11000,10000
2632,Maria Stone,F,960104854,2001-08-03,Sophomore,School of Arts and Sciences,0,1,['BH' 'MRS' 'BS'],Suite,1,1,1,4000-6000,5000
2633,Jerome Martinez,M,957980970,2003-11-29,Junior,School of Arts and Sciences,0,0,['AH' 'SA' 'BH'],Suite,1,1,1,4000-6000,6000
2634,Nicole Hunt,F,950498319,2001-08-18,Senior,Mason Gross School of the Arts,0,0,['SA' 'MRS' 'BS'],Suite,1,1,1,6000-8000,8000
2635,Andrea Harris,F,569201020,2002-12-15,Sophomore,Mason Gross School of the Arts,0,0,['JS' 'BH' 'RA'],Traditional Residence Hall,1,1,1,8000-11000,11000
2636,Nicholas Nicholson,M,187677048,2001-03-03,Junior,School of Arts and Sciences,0,0,['AH' 'BH' 'RA'],Apartment,1,1,1,8000-11000,11000
2637,Adriana Malone,F,977511711,2004-01-16,Freshman,School of Engineering,0,0,['BS' 'NCA' 'RA'],Suite,1,1,1,8000-11000,11000
2638,Lindsay Brown,F,895969738,2005-01-13,Freshman,School of Arts and Sciences,1,0,['MRS' 'JS' 'SA'],Suite,1,1,1,4000-6000,6000
2639,Linda King,F,305595334,2003-04-07,Sophomore,School of Arts and Sciences,0,1,['NCA' 'CS' 'BH'],Apartment,1,1,1,4000-6000,5000
2640,Larry Watkins,M,585953608,2000-08-28,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['MS' 'BS' 'SA'],Traditional Residence Hall,1,1,1,6000-8000,8000
2641,Rebecca Klein,F,834116167,2002-07-22,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'NCA' 'BH'],Suite,1,1,1,6000-8000,8000
2642,Julie Snow,F,905941416,2000-10-30,Freshman,School of Arts and Sciences,0,0,['NCA' 'SA' 'BH'],Apartment,1,1,1,6000-8000,8000
2643,Krystal Gonzalez,F,424162383,2003-03-21,Sophomore,Mason Gross School of the Arts,0,0,['NCA' 'RA' 'BS'],Apartment,1,1,1,4000-6000,6000
2644,Jaime Alvarez,F,519212772,1999-10-11,Sophomore,School of Communication and Information,0,1,['BS' 'NCA' 'MRS'],Apartment,1,0,1,8000-11000,10000
2645,Briana Meyer,F,276676056,2005-01-29,Senior,School of Arts and Sciences,0,0,['MS' 'BS' 'NCA'],Suite,1,1,1,8000-11000,11000
2646,Dave Hughes,M,634560883,2000-03-21,Freshman,Mason Gross School of the Arts,0,1,['BS' 'SA' 'MRS'],Suite,1,1,1,4000-6000,5000
2647,Kimberly Castaneda,F,376781458,2005-07-30,Freshman,School of Arts and Sciences,0,1,['NCA' 'MZH' 'SA'],Traditional Residence Hall,1,1,1,6000-8000,7000
2648,Olivia Carlson,F,951808068,2001-08-11,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['NCA' 'MH' 'AH'],Traditional Residence Hall,1,1,1,4000-6000,6000
2649,Heidi Perez,F,237531263,2005-02-27,Senior,School of Arts and Sciences,0,0,['MRS' 'MZH' 'SA'],Suite,1,1,1,8000-11000,11000
2650,Christopher Diaz,M,434070107,2004-10-22,Freshman,School of Communication and Information,0,0,['MH' 'SA' 'NCA'],Apartment,1,1,1,4000-6000,6000
2651,Ms. Sierra Butler,F,616916324,2001-05-21,Freshman,Mason Gross School of the Arts,0,0,['MS' 'MZH' 'NCA'],Suite,1,1,1,4000-6000,6000
2652,Jose Garcia,M,144825341,1999-12-27,Sophomore,Mason Gross School of the Arts,0,0,['SA' 'AH' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,6000
2653,Richard Lindsey,M,764334789,2002-12-26,Sophomore,School of Communication and Information,1,0,['BS' 'AH' 'WS'],Suite,1,1,1,6000-8000,8000
2654,Amy Ferguson,F,266832080,2003-12-14,Sophomore,School of Communication and Information,0,0,['WS' 'AH' 'MS'],Traditional Residence Hall,1,1,1,6000-8000,8000
2655,Katherine Stewart,F,643363455,2002-04-26,Freshman,School of Arts and Sciences,0,0,['MS' 'BS' 'RA'],Apartment,1,1,1,4000-6000,6000
2656,Jacqueline Thompson,F,294973026,2001-08-11,Freshman,School of Environmental and Biological Sciences,0,0,['BS' 'JS' 'NCA'],Apartment,1,1,1,8000-11000,11000
2657,Brittany Miller,F,712640670,1999-11-07,Junior,School of Communication and Information,0,0,['NCA' 'TS' 'BS'],Traditional Residence Hall,1,1,1,6000-8000,8000
2658,Albert Lowery,M,180733814,2001-02-22,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['CS' 'BS' 'RA'],Apartment,1,0,1,8000-11000,11000
2659,Jackie Guerrero,F,406282851,2005-07-24,Sophomore,School of Arts and Sciences,0,0,['NCA' 'SA' 'MS'],Suite,1,1,1,4000-6000,6000
2660,Lauren Vaughn,F,864622564,2004-09-23,Junior,School of Arts and Sciences,0,0,['SA' 'MRS' 'CS'],Traditional Residence Hall,1,1,0,6000-8000,8000
2661,Monica Hopkins,F,921475102,1999-11-14,Freshman,School of Communication and Information,0,0,['RA' 'SA' 'MRS'],Apartment,1,1,1,4000-6000,6000
2662,Brian Cruz,M,384654123,2003-02-27,Senior,School of Arts and Sciences,0,0,['NCA' 'AH' 'BH'],Apartment,1,0,1,4000-6000,6000
2663,Charles Roth,M,453927309,2000-11-07,Freshman,School of Communication and Information,1,1,['NCA' 'AH' 'JS'],Suite,1,1,1,4000-6000,5000
2664,Cynthia Owens,F,797124349,2002-02-18,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['RA' 'SA' 'MZH'],Apartment,1,1,0,8000-11000,10000
2665,Sara Jones,F,777010815,2003-01-03,Sophomore,School of Arts and Sciences,0,0,['BS' 'TS' 'AH'],Apartment,1,1,1,4000-6000,6000
2666,Russell Singh,M,112273017,2002-05-06,Junior,School of Arts and Sciences,0,1,['SA' 'NCA' 'BS'],Suite,1,0,1,4000-6000,5000
2667,Alec Johnson,M,892855473,2002-09-25,Junior,Mason Gross School of the Arts,0,0,['BS' 'TS' 'SA'],Traditional Residence Hall,1,1,1,6000-8000,8000
2668,Barbara Haley,F,192801698,2002-08-18,Freshman,School of Communication and Information,0,1,['BS' 'NCA' 'SA'],Suite,1,1,1,6000-8000,7000
2669,Christopher Duke,M,367745292,2004-09-22,Sophomore,School of Arts and Sciences,0,0,['MRS' 'JS' 'MZH'],Apartment,1,1,1,4000-6000,6000
2670,Debra Morris,F,287186198,2001-10-04,Senior,School of Arts and Sciences,0,1,['SA' 'MH' 'RA'],Apartment,1,1,1,4000-6000,5000
2671,Carl Hodges,M,873390584,2002-12-03,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['MRS' 'NCA' 'MH'],Traditional Residence Hall,1,1,1,4000-6000,5000
2672,Audrey Garcia,F,998354779,2003-07-28,Freshman,School of Management and Labor Relations,0,1,['MS' 'RA' 'SA'],Apartment,1,1,1,8000-11000,10000
2673,Robert Stanley,M,733468017,2003-09-26,Freshman,School of Arts and Sciences,0,1,['BS' 'NCA' 'CS'],Traditional Residence Hall,1,1,1,8000-11000,10000
2674,Tyler Aguilar,M,139942633,2003-01-21,Freshman,School of Arts and Sciences,0,0,['AH' 'BS' 'WS'],Apartment,1,1,1,4000-6000,6000
2675,Brian Porter,M,478974766,2002-11-26,Freshman,School of Engineering,0,1,['RA' 'SA' 'NCA'],Apartment,1,1,1,6000-8000,7000
2676,Monica Watson,F,849361691,2001-07-10,Sophomore,School of Arts and Sciences,0,1,['SA' 'BS' 'MZH'],Apartment,1,0,0,8000-11000,10000
2677,Danielle Jackson,F,685554504,2001-05-15,Sophomore,School of Arts and Sciences,0,1,['BS' 'CS' 'RA'],Apartment,1,1,1,4000-6000,5000
2678,Martin Smith,M,391855966,2004-04-10,Freshman,School of Arts and Sciences,0,0,['BS' 'SA' 'MS'],Apartment,1,1,1,4000-6000,6000
2679,John Johnston,M,204211279,2000-09-09,Sophomore,School of Engineering,0,0,['BS' 'CS' 'NCA'],Suite,1,1,1,4000-6000,6000
2680,Timothy Shaffer,M,741388063,2001-02-19,Sophomore,School of Arts and Sciences,0,0,['SA' 'BH' 'BS'],Suite,1,1,1,6000-8000,8000
2681,Stephanie Riley,F,373923407,2002-09-29,Freshman,Mason Gross School of the Arts,0,1,['SA' 'RA' 'NCA'],Suite,1,1,1,8000-11000,10000
2682,Melissa White,F,348745430,2001-01-23,Junior,Mason Gross School of the Arts,0,0,['BH' 'BS' 'MZH'],Suite,1,1,1,4000-6000,6000
2683,Timothy Ray,M,293741199,2002-10-30,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1,['BS' 'AH' 'RA'],Apartment,1,1,1,4000-6000,5000
2684,James Morris,M,158840205,2003-11-04,Junior,School of Engineering,0,1,['NCA' 'MZH' 'RA'],Apartment,1,1,1,8000-11000,10000
2685,David Leonard,M,783298102,2003-07-13,Freshman,School of Social Work,0,0,['NCA' 'MS' 'BS'],Suite,1,1,1,6000-8000,8000
2686,Alexandra Jennings,F,872016932,2000-12-17,Senior,School of Environmental and Biological Sciences,0,0,['BH' 'MS' 'SA'],Apartment,1,1,1,4000-6000,6000
2687,Terri Jones,F,617582687,2004-07-22,Freshman,School of Arts and Sciences,0,1,['MS' 'MZH' 'NCA'],Apartment,1,1,1,4000-6000,5000
2688,Maria Torres,F,124857575,2004-08-29,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['AH' 'JS' 'SA'],Apartment,1,1,1,6000-8000,8000
2689,Randall Weber,M,225529513,2001-04-02,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['WS' 'BS' 'MH'],Suite,1,1,1,8000-11000,11000
2690,Karen Schultz,F,480284054,2004-05-05,Junior,School of Arts and Sciences,0,0,['RA' 'MRS' 'NCA'],Apartment,1,1,1,8000-11000,11000
2691,Jamie Khan,F,877889445,2004-03-01,Junior,School of Management and Labor Relations,0,0,['MS' 'AH' 'BS'],Apartment,1,1,1,4000-6000,6000
2692,Casey Evans,M,214314897,2002-07-20,Sophomore,School of Communication and Information,0,0,['BS' 'SA' 'JS'],Apartment,1,1,1,4000-6000,6000
2693,Ronald Proctor,M,725435251,2003-05-01,Junior,School of Arts and Sciences,0,1,['SA' 'RA' 'MZH'],Suite,1,0,1,6000-8000,7000
2694,Casey Bernard,F,967377533,2003-11-30,Senior,School of Arts and Sciences,0,0,['BH' 'NCA' 'BS'],Apartment,1,1,1,8000-11000,11000
2695,Rebecca Anderson,F,757652664,2002-10-09,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['BS' 'NCA' 'SA'],Suite,1,0,1,4000-6000,6000
2696,Mrs. Kristie Taylor,F,473657312,2003-12-05,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['WS' 'MZH' 'NCA'],Apartment,1,1,1,6000-8000,8000
2697,Pamela Zhang,F,410111131,2002-11-08,Senior,School of Arts and Sciences,0,1,['MH' 'SA' 'MZH'],Traditional Residence Hall,1,1,1,6000-8000,7000
2698,Gloria Weaver,F,579933304,2005-01-09,Junior,Mason Gross School of the Arts,0,0,['NCA' 'BS' 'MZH'],Apartment,1,1,1,4000-6000,6000
2699,Melanie Trevino,F,487084257,2000-07-19,Freshman,School of Arts and Sciences,0,0,['WS' 'NCA' 'MRS'],Apartment,1,1,1,4000-6000,6000
2700,Krista Sullivan,F,549649636,2000-03-13,Freshman,School of Communication and Information,1,1,['NCA' 'JS' 'BS'],Traditional Residence Hall,1,1,1,6000-8000,7000
2701,Jesus Nelson,M,536417873,2001-10-08,Senior,School of Social Work,0,1,['BS' 'RA' 'TS'],Suite,1,1,1,8000-11000,10000
2702,Randy Parker,M,404824244,2001-05-29,Freshman,School of Engineering,0,0,['BS' 'NCA' 'SA'],Suite,1,1,1,4000-6000,6000
2703,William Mercado,M,667877675,2005-05-02,Junior,School of Arts and Sciences,0,0,['SA' 'MRS' 'TS'],Traditional Residence Hall,1,1,1,4000-6000,6000
2704,Christopher Carlson,M,252643191,2005-08-23,Freshman,School of Communication and Information,0,0,['SA' 'BS' 'NCA'],Apartment,1,1,1,6000-8000,8000
2705,Victoria Jones,F,765421510,2000-12-27,Sophomore,School of Arts and Sciences,0,1,['SA' 'MRS' 'BS'],Apartment,1,1,1,6000-8000,7000
2706,Christopher Rodriguez,M,194858330,2005-06-06,Sophomore,School of Arts and Sciences,0,1,['WS' 'MS' 'RA'],Apartment,1,1,1,4000-6000,5000
2707,Gail Pollard,F,800289030,2003-11-13,Sophomore,School of Arts and Sciences,0,0,['SA' 'NCA' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,11000
2708,Lindsey Baker,F,469527417,2002-10-25,Sophomore,School of Arts and Sciences,0,1,['BH' 'BS' 'MH'],Apartment,1,0,1,4000-6000,5000
2709,Samuel James PhD,M,290283112,2000-09-08,Sophomore,School of Arts and Sciences,0,0,['RA' 'SA' 'BS'],Suite,1,1,1,4000-6000,6000
2710,Lisa Santiago,F,727467521,2000-06-08,Sophomore,School of Arts and Sciences,0,0,['MH' 'MS' 'MRS'],Suite,1,1,1,4000-6000,6000
2711,Tracy Bowman,M,349395924,2001-04-16,Sophomore,School of Communication and Information,0,1,['NCA' 'TS' 'RA'],Suite,1,1,1,4000-6000,5000
2712,Shawna Morgan,F,131612453,2004-09-27,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['RA' 'CS' 'NCA'],Apartment,1,1,1,6000-8000,8000
2713,Madison Carter,F,656201178,2004-07-06,Freshman,School of Management and Labor Relations,0,1,['RA' 'NCA' 'BS'],Suite,1,1,1,4000-6000,5000
2714,Laurie Garcia,F,912850720,2001-08-18,Junior,Rutgers Business School–Newark and New Brunswick,0,1,['SA' 'RA' 'JS'],Apartment,1,1,1,4000-6000,5000
2715,Richard Schroeder,M,915540670,2001-11-08,Junior,School of Engineering,0,1,['NCA' 'SA' 'TS'],Suite,1,1,1,6000-8000,7000
2716,Joseph Norton,M,999856354,2002-01-09,Sophomore,School of Arts and Sciences,0,0,['BS' 'SA' 'BH'],Suite,1,1,1,8000-11000,11000
2717,Jennifer Wright,F,143958928,2002-10-07,Freshman,School of Communication and Information,0,0,['BS' 'JS' 'MZH'],Suite,1,1,1,8000-11000,11000
2718,Theresa Henderson,F,899688179,2005-06-25,Junior,School of Communication and Information,0,1,['WS' 'SA' 'RA'],Apartment,1,1,1,4000-6000,5000
2719,Andrew Jacobson,M,956434141,2003-05-20,Senior,School of Arts and Sciences,0,0,['BS' 'AH' 'WS'],Traditional Residence Hall,1,1,1,4000-6000,6000
2720,William Wise,M,928141901,2004-09-21,Freshman,School of Communication and Information,0,0,['BS' 'NCA' 'AH'],Suite,1,1,1,4000-6000,6000
2721,Shannon White,F,528320909,2001-02-06,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['SA' 'RA' 'BS'],Apartment,1,1,1,4000-6000,6000
2722,Mark Wade,M,912185132,2001-11-29,Junior,School of Arts and Sciences,0,0,['SA' 'BH' 'BS'],Apartment,1,1,1,8000-11000,11000
2723,Monica Carr,F,989479994,2002-08-16,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['SA' 'BS' 'MZH'],Traditional Residence Hall,1,1,1,6000-8000,8000
2724,Michael Moreno,M,412270433,2003-11-09,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['MRS' 'BS' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,11000
2725,Eric Fletcher,M,918164927,2002-09-02,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'AH' 'SA'],Traditional Residence Hall,1,1,1,4000-6000,6000
2726,Michelle Martinez,F,237168954,2004-03-05,Freshman,School of Engineering,0,1,['SA' 'RA' 'MS'],Suite,1,1,1,8000-11000,10000
2727,Debra Sharp,F,106427687,1999-10-16,Junior,School of Arts and Sciences,0,0,['MRS' 'MS' 'SA'],Apartment,1,1,1,8000-11000,11000
2728,Michael Baker,M,468106502,2001-10-03,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['RA' 'MS' 'SA'],Suite,1,1,1,6000-8000,7000
2729,James Campos,M,808586509,2000-10-08,Freshman,School of Arts and Sciences,0,0,['BS' 'MS' 'WS'],Suite,1,1,1,4000-6000,6000
2730,John Mack,M,721090161,2002-06-08,Junior,School of Management and Labor Relations,0,0,['BH' 'WS' 'MH'],Apartment,1,1,1,6000-8000,8000
2731,Stacy Henderson,F,177037052,2003-11-16,Freshman,School of Environmental and Biological Sciences,0,1,['BH' 'WS' 'TS'],Apartment,1,1,1,8000-11000,10000
2732,Matthew Martin,M,711705562,2002-01-23,Sophomore,School of Arts and Sciences,0,0,['RA' 'MZH' 'MH'],Suite,1,1,1,8000-11000,11000
2733,Christopher Baldwin,M,153587300,2002-03-23,Senior,School of Arts and Sciences,0,0,['TS' 'BS' 'CS'],Suite,1,1,1,4000-6000,6000
2734,Patrick Barnes,M,374461237,2000-05-22,Freshman,School of Management and Labor Relations,0,0,['SA' 'NCA' 'JS'],Apartment,1,1,1,4000-6000,6000
2735,Hannah Nelson DVM,F,465209881,2004-07-10,Freshman,School of Communication and Information,0,0,['BS' 'NCA' 'RA'],Suite,1,0,1,4000-6000,6000
2736,Kristine Kline,F,994228267,2001-06-13,Freshman,School of Arts and Sciences,0,1,['RA' 'CS' 'NCA'],Traditional Residence Hall,1,0,1,4000-6000,5000
2737,Bridget Perez,F,947695119,2003-06-07,Senior,School of Communication and Information,0,0,['CS' 'RA' 'BH'],Traditional Residence Hall,1,1,1,4000-6000,6000
2738,Bruce Wilson,M,730669499,2005-05-07,Freshman,School of Arts and Sciences,0,1,['RA' 'SA' 'MH'],Traditional Residence Hall,1,1,1,8000-11000,10000
2739,Elizabeth Wilkinson,F,815930210,2001-09-27,Sophomore,School of Arts and Sciences,0,1,['CS' 'NCA' 'BS'],Suite,1,1,1,8000-11000,10000
2740,Caitlin Taylor,F,214062101,2002-07-16,Freshman,School of Arts and Sciences,0,0,['MS' 'RA' 'NCA'],Suite,1,1,1,4000-6000,6000
2741,Darlene Wall,F,119401670,2004-11-22,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['MS' 'SA' 'AH'],Suite,1,1,1,4000-6000,6000
2742,Cynthia Alvarado,F,626792513,2001-03-19,Sophomore,School of Arts and Sciences,0,0,['RA' 'SA' 'NCA'],Suite,1,1,1,4000-6000,6000
2743,Daniel Ruiz,M,309271080,2003-06-16,Freshman,School of Arts and Sciences,0,0,['MS' 'MRS' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,11000
2744,Pamela Campbell,F,342724349,2000-02-19,Freshman,School of Engineering,0,0,['JS' 'NCA' 'TS'],Suite,1,1,1,4000-6000,6000
2745,Brandon Cruz,M,936935742,2004-11-23,Sophomore,School of Social Work,0,0,['MS' 'RA' 'MH'],Traditional Residence Hall,1,1,0,8000-11000,11000
2746,Morgan Guerrero,F,543852589,2004-09-11,Freshman,School of Arts and Sciences,0,0,['RA' 'MZH' 'JS'],Traditional Residence Hall,1,1,1,4000-6000,6000
2747,Anthony Barron,M,947911567,2003-02-25,Senior,School of Arts and Sciences,0,0,['SA' 'AH' 'TS'],Suite,1,1,1,6000-8000,8000
2748,Patricia Gonzalez,F,514692902,2001-01-13,Junior,School of Engineering,0,0,['BS' 'TS' 'SA'],Suite,1,1,1,8000-11000,11000
2749,Dominique Torres,F,653645865,2004-01-27,Junior,School of Engineering,0,0,['BS' 'SA' 'NCA'],Suite,1,1,1,8000-11000,11000
2750,Chelsea Harper,F,591474569,2004-08-13,Sophomore,School of Arts and Sciences,0,1,['JS' 'BS' 'AH'],Traditional Residence Hall,1,1,1,4000-6000,5000
2751,Robert Higgins,M,659037977,2004-04-03,Sophomore,School of Arts and Sciences,0,0,['SA' 'AH' 'CS'],Suite,1,1,1,4000-6000,6000
2752,Brenda Smith,F,828919743,2005-08-24,Freshman,School of Communication and Information,0,0,['TS' 'NCA' 'MRS'],Apartment,1,1,1,6000-8000,8000
2753,Stacy Valenzuela,F,550470479,2004-09-21,Freshman,School of Management and Labor Relations,0,0,['WS' 'RA' 'BH'],Suite,1,1,1,8000-11000,11000
2754,Christina Cortez,F,750072388,2005-08-16,Junior,School of Management and Labor Relations,0,0,['NCA' 'MRS' 'MH'],Suite,1,1,1,4000-6000,6000
2755,Sarah Tate,F,652328678,2000-07-06,Junior,School of Engineering,0,1,['MS' 'MZH' 'RA'],Suite,1,1,1,4000-6000,5000
2756,Laurie Quinn,F,816125517,2001-10-21,Freshman,School of Arts and Sciences,0,1,['SA' 'CS' 'RA'],Apartment,1,1,1,8000-11000,10000
2757,Lisa Hernandez,F,611159394,2001-06-13,Freshman,School of Environmental and Biological Sciences,0,1,['BS' 'NCA' 'AH'],Suite,1,1,0,4000-6000,5000
2758,Jonathan Mayo,M,816097975,2004-03-25,Freshman,School of Management and Labor Relations,0,0,['WS' 'CS' 'MRS'],Apartment,1,1,1,8000-11000,11000
2759,Rebecca Farrell,F,750151807,2003-06-29,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['MH' 'MRS' 'TS'],Apartment,1,1,1,4000-6000,5000
2760,Jessica Carter,F,655427841,2000-08-21,Freshman,School of Arts and Sciences,0,0,['BS' 'RA' 'SA'],Apartment,1,1,1,4000-6000,6000
2761,Derrick Morton,M,755504116,2003-01-10,Junior,School of Communication and Information,0,0,['BS' 'WS' 'SA'],Traditional Residence Hall,1,0,1,4000-6000,6000
2762,Haley Baker,F,419116834,2003-01-11,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'BS' 'MH'],Traditional Residence Hall,1,1,0,8000-11000,11000
2763,Monique Michael,F,517371731,2000-06-19,Sophomore,School of Engineering,0,0,['RA' 'MS' 'BS'],Apartment,1,1,1,4000-6000,6000
