name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,is_private_bathroom_preferred,laundry_availibility,preferred_price_range,max_price
Eileen Farmer,F,579366017,2001-03-08,Junior,School of Arts and Sciences,0,0,['NCA' 'BH' 'TS'],Suite,1,1,1,8000-11000,12000
Carolyn Perez,F,230801941,2000-03-21,Sophomore,School of Environmental and Biological Sciences,0,0,['MZH' 'MRS' 'RA'],Suite,1,1,1,6000-8000,9000
Steven Grimes PhD,M,736588680,1999-11-30,Junior,School of Management and Labor Relations,0,0,['NCA' 'RA' 'MZH'],Suite,1,1,1,4000-6000,7000
Jeffrey Munoz,M,342740293,2004-03-11,Sophomore,School of Arts and Sciences,0,0,['SA' 'BS' 'MS'],Apartment,1,1,1,8000-11000,12000
Amber Acosta,F,697361063,2002-05-03,Junior,School of Arts and Sciences,0,0,['MS' 'NCA' 'BS'],Apartment,1,1,1,8000-11000,12000
Daniel Olson,M,704898782,2001-12-14,Freshman,School of Arts and Sciences,0,0,['TS' 'NCA' 'MH'],Apartment,1,1,1,8000-11000,12000
Alexandra Khan,F,886571738,2001-10-04,Freshman,School of Arts and Sciences,0,0,['MS' 'BH' 'NCA'],Suite,1,1,1,8000-11000,12000
Michael Freeman,M,122364754,2005-01-15,Sophomore,School of Engineering,0,0,['MRS' 'BS' 'AH'],Suite,1,1,1,8000-11000,12000
Fred Garcia,M,631105739,2000-11-18,Senior,School of Arts and Sciences,0,0,['BS' 'MZH' 'BH'],Suite,1,1,1,6000-8000,9000
Charles Collins,M,130849184,2003-02-21,Junior,Edward J. Bloustein School of Planning and Public Policy,0,1,['SA' 'CS' 'BS'],Apartment,1,1,1,4000-6000,7000
Margaret Leach,F,682118152,2004-02-28,Sophomore,School of Communication and Information,0,0,['WS' 'SA' 'MH'],Traditional Residence Hall,1,1,1,8000-11000,12000
Michelle Oneill,F,465988939,2002-08-09,Sophomore,School of Arts and Sciences,0,1,['NCA' 'BH' 'SA'],Traditional Residence Hall,1,1,1,4000-6000,7000
Jose Green,M,491222892,2005-06-03,Freshman,School of Engineering,0,0,['SA' 'MH' 'BS'],Apartment,1,1,1,8000-11000,12000
Elizabeth Thompson,F,355988313,2004-02-06,Junior,School of Communication and Information,0,0,['RA' 'BS' 'BH'],Suite,1,1,1,6000-8000,9000
Christine Johnson,F,575903514,2002-09-27,Freshman,School of Communication and Information,0,1,['BS' 'CS' 'JS'],Suite,1,0,1,8000-11000,12000
Katrina Marquez DDS,F,310454701,2004-12-25,Senior,School of Arts and Sciences,0,0,['BS' 'NCA' 'MS'],Apartment,1,1,1,8000-11000,12000
Sonya Davis,F,499682339,2004-05-19,Freshman,School of Arts and Sciences,0,1,['MS' 'BS' 'RA'],Suite,1,1,1,8000-11000,12000
Travis Glover,M,705853925,2003-04-17,Junior,School of Arts and Sciences,0,1,['NCA' 'BS' 'SA'],Suite,1,1,1,6000-8000,9000
Jessica Lee,F,844270379,2003-09-30,Senior,School of Communication and Information,0,0,['RA' 'BS' 'MS'],Suite,1,0,1,8000-11000,12000
Catherine Martinez,F,273208673,2003-05-02,Senior,School of Engineering,0,0,['TS' 'BS' 'CS'],Apartment,1,1,1,8000-11000,12000
Kenneth Norris,M,545664153,2004-07-27,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['AH' 'TS' 'SA'],Suite,1,1,1,8000-11000,12000
Joseph Burnett,M,492999635,2005-04-30,Sophomore,School of Arts and Sciences,0,0,['BS' 'MS' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,12000
Tonya Pearson,F,608179551,2001-04-09,Junior,School of Arts and Sciences,0,0,['MS' 'RA' 'MZH'],Apartment,1,1,1,4000-6000,7000
Sarah Black,F,469476848,2001-03-04,Freshman,School of Arts and Sciences,0,1,['MS' 'SA' 'TS'],Suite,1,1,1,6000-8000,9000
Meredith Ortiz,F,778542615,2001-06-29,Senior,School of Arts and Sciences,0,1,['BS' 'RA' 'MRS'],Apartment,1,1,1,8000-11000,12000
Michael Sharp,M,884962049,2004-01-31,Freshman,School of Arts and Sciences,0,0,['RA' 'BS' 'AH'],Suite,1,1,1,6000-8000,9000
Sandra Gonzalez,F,912137021,2001-10-24,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['MZH' 'RA' 'SA'],Apartment,1,1,1,8000-11000,12000
Derek Parks,M,215143549,2000-06-23,Sophomore,School of Arts and Sciences,1,0,['NCA' 'JS' 'MS'],Apartment,1,1,0,6000-8000,9000
Joseph Richardson,M,270440587,1999-10-26,Sophomore,School of Engineering,0,0,['CS' 'RA' 'SA'],Suite,1,1,1,6000-8000,9000
Wendy Smith,F,705167949,2005-08-09,Junior,School of Environmental and Biological Sciences,0,0,['NCA' 'AH' 'RA'],Suite,1,1,1,6000-8000,9000
Felicia Petty,F,409552265,2000-12-24,Freshman,School of Engineering,0,0,['MH' 'SA' 'RA'],Traditional Residence Hall,1,1,1,8000-11000,12000
Karen Becker,F,377143169,2001-07-17,Freshman,School of Management and Labor Relations,0,0,['MS' 'AH' 'MZH'],Apartment,1,1,1,8000-11000,12000
Brian Martinez,M,430595766,2001-11-28,Sophomore,School of Management and Labor Relations,0,1,['BS' 'NCA' 'MS'],Apartment,1,0,0,8000-11000,12000
Sean Vasquez,M,974828096,2000-06-18,Sophomore,School of Communication and Information,0,0,['MH' 'BS' 'TS'],Apartment,1,1,1,6000-8000,9000
Elizabeth Powell,F,132257721,2004-06-11,Junior,School of Communication and Information,0,0,['AH' 'SA' 'BS'],Apartment,1,1,1,8000-11000,12000
Heather Leblanc,F,913298512,2000-05-27,Sophomore,School of Communication and Information,0,0,['MZH' 'BS' 'JS'],Apartment,1,1,1,4000-6000,7000
Jordan Summers,M,992164837,2005-05-02,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['BS' 'AH' 'MH'],Suite,1,1,1,8000-11000,12000
Benjamin Moore,M,209077152,2005-05-06,Junior,Mason Gross School of the Arts,0,0,['BS' 'RA' 'CS'],Apartment,1,1,1,8000-11000,12000
Joan Walton,F,616952818,2004-10-21,Freshman,School of Arts and Sciences,0,0,['MH' 'MS' 'MZH'],Apartment,1,1,0,4000-6000,7000
Gabriel Anderson,M,489871027,2005-01-10,Sophomore,School of Arts and Sciences,0,0,['JS' 'CS' 'NCA'],Suite,1,1,1,8000-11000,12000
Carrie Adams,F,144733969,2000-04-15,Sophomore,School of Arts and Sciences,0,0,['NCA' 'SA' 'RA'],Traditional Residence Hall,1,0,1,6000-8000,9000
Matthew Munoz,M,227357230,2003-08-28,Freshman,School of Arts and Sciences,0,0,['CS' 'WS' 'BS'],Apartment,1,1,1,8000-11000,12000
Terri Davis,F,888492142,2002-11-25,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['BS' 'JS' 'SA'],Apartment,1,0,1,4000-6000,7000
Jamie Cardenas,F,810509599,2000-11-11,Freshman,Mason Gross School of the Arts,0,1,['BS' 'MS' 'MRS'],Suite,1,1,1,6000-8000,9000
Ashley Parker,F,713776321,2004-12-20,Junior,School of Arts and Sciences,0,0,['MH' 'AH' 'CS'],Traditional Residence Hall,1,1,1,4000-6000,7000
David Cardenas,M,488817720,2005-07-27,Freshman,School of Arts and Sciences,0,0,['MZH' 'RA' 'BH'],Suite,1,1,1,8000-11000,12000
Christopher Owens,M,725472783,2004-05-26,Freshman,School of Arts and Sciences,0,1,['SA' 'BS' 'RA'],Traditional Residence Hall,1,1,1,8000-11000,12000
Benjamin Atkinson,M,277545881,1999-12-21,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'BS' 'AH'],Suite,1,1,1,8000-11000,12000
Christopher Thomas,M,802332438,2000-06-25,Freshman,School of Communication and Information,0,0,['SA' 'MH' 'WS'],Suite,1,1,1,8000-11000,12000
Benjamin Jones,M,183428545,2002-12-13,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BH' 'BS' 'JS'],Apartment,1,1,1,8000-11000,12000
Edward Wilkins,M,768832451,2004-03-27,Freshman,School of Arts and Sciences,0,1,['TS' 'RA' 'AH'],Apartment,1,1,1,4000-6000,7000
Mary Perez,F,977839065,2001-09-22,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'NCA' 'MS'],Suite,1,1,1,8000-11000,12000
Mallory Avery,F,423269607,2000-10-26,Freshman,School of Communication and Information,0,0,['TS' 'RA' 'SA'],Apartment,1,1,1,6000-8000,9000
Lucas Marquez,M,735990126,1999-12-31,Sophomore,School of Environmental and Biological Sciences,0,0,['SA' 'BH' 'WS'],Apartment,1,1,1,4000-6000,7000
Nancy Rasmussen,F,543169362,2001-09-01,Junior,School of Engineering,0,0,['BS' 'AH' 'TS'],Suite,1,1,1,6000-8000,9000
Steven Reed,M,884977535,1999-11-29,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'AH' 'MRS'],Apartment,1,1,1,6000-8000,9000
Rhonda Sims,F,295062596,2000-02-26,Freshman,School of Arts and Sciences,0,0,['SA' 'BS' 'NCA'],Traditional Residence Hall,1,1,1,6000-8000,9000
Tyler Patterson,M,164005507,2005-09-02,Freshman,School of Arts and Sciences,0,0,['BS' 'JS' 'SA'],Apartment,1,1,1,8000-11000,12000
Eric Castillo,M,320571248,2000-10-10,Sophomore,School of Arts and Sciences,0,0,['CS' 'RA' 'BS'],Apartment,1,1,1,8000-11000,12000
Sabrina Walton,F,337300073,2005-06-13,Freshman,School of Arts and Sciences,0,1,['BH' 'RA' 'BS'],Traditional Residence Hall,1,1,1,6000-8000,9000
Tracey Thomas DDS,F,433539218,2001-04-02,Sophomore,School of Engineering,0,0,['TS' 'BS' 'AH'],Suite,1,1,1,4000-6000,7000
Lynn Gross,F,427275280,2003-10-09,Freshman,School of Arts and Sciences,0,0,['CS' 'BS' 'MS'],Apartment,1,1,0,6000-8000,9000
Julie Mayo,F,454804972,2001-05-24,Junior,School of Social Work,0,1,['MS' 'MH' 'SA'],Suite,1,1,1,4000-6000,7000
Courtney Chavez DDS,F,930732656,2003-08-24,Freshman,School of Arts and Sciences,0,0,['MZH' 'TS' 'BS'],Apartment,1,1,1,8000-11000,12000
Lisa Deleon,F,963735198,2002-05-08,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['JS' 'MS' 'BS'],Traditional Residence Hall,1,1,1,6000-8000,9000
Adam Sims,M,403559862,2004-07-24,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'CS' 'RA'],Suite,1,1,1,8000-11000,12000
Tracy Campbell,F,517256823,2000-07-21,Senior,School of Communication and Information,0,0,['NCA' 'MRS' 'RA'],Apartment,1,1,1,8000-11000,12000
Frank Graham,M,717741141,2005-08-15,Freshman,Mason Gross School of the Arts,1,0,['NCA' 'BS' 'JS'],Traditional Residence Hall,1,1,1,4000-6000,7000
James Carpenter,M,582764002,2002-09-06,Junior,School of Engineering,0,0,['WS' 'JS' 'BS'],Apartment,1,0,1,4000-6000,7000
Marc Turner,M,708379497,2001-09-06,Sophomore,School of Arts and Sciences,1,0,['MZH' 'MH' 'BS'],Apartment,1,1,1,8000-11000,12000
Jerry Bailey,M,892592773,2000-04-08,Freshman,School of Arts and Sciences,0,1,['SA' 'RA' 'AH'],Apartment,1,1,1,8000-11000,12000
Dawn Greer,F,621844658,2001-04-19,Junior,School of Engineering,0,1,['BS' 'MH' 'NCA'],Apartment,1,1,1,8000-11000,12000
Nina Ross,F,835518913,2004-07-18,Junior,School of Arts and Sciences,0,1,['SA' 'BS' 'NCA'],Traditional Residence Hall,1,1,1,4000-6000,7000
Rebekah Clayton,F,435229160,2004-11-25,Sophomore,School of Communication and Information,0,0,['BS' 'SA' 'MZH'],Suite,1,1,1,8000-11000,12000
Theresa Smith,F,993684120,2001-07-30,Senior,School of Arts and Sciences,0,0,['MRS' 'NCA' 'AH'],Traditional Residence Hall,1,1,1,8000-11000,12000
Haley Brown,F,555295717,2005-02-07,Freshman,School of Arts and Sciences,0,1,['RA' 'MRS' 'MS'],Apartment,1,1,1,8000-11000,12000
Michelle Blake,F,395823882,2000-05-21,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'BS' 'NCA'],Suite,1,1,1,6000-8000,9000
Shane Romero,M,552873538,2000-02-18,Freshman,School of Engineering,0,0,['MS' 'NCA' 'JS'],Suite,1,1,1,8000-11000,12000
Joe Elliott,M,962706004,2003-04-08,Junior,School of Social Work,0,0,['WS' 'MS' 'BS'],Suite,1,1,1,8000-11000,12000
Charles Anderson,M,291862477,2003-11-22,Sophomore,Mason Gross School of the Arts,0,0,['SA' 'MRS' 'TS'],Suite,1,1,1,4000-6000,7000
Stephanie Gentry,F,557494809,2001-05-09,Freshman,School of Engineering,0,0,['BS' 'RA' 'MRS'],Suite,1,1,1,6000-8000,9000
Adam Rogers,M,955875703,2004-11-29,Sophomore,School of Management and Labor Relations,0,0,['MS' 'NCA' 'BS'],Suite,1,1,1,8000-11000,12000
Jeremy Keith,M,722610312,2005-04-04,Freshman,School of Arts and Sciences,0,0,['SA' 'MS' 'RA'],Suite,1,1,1,6000-8000,9000
Frank Marshall,M,426348087,2001-07-23,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['BH' 'SA' 'MS'],Apartment,1,0,1,6000-8000,9000
Cynthia Stokes,F,108224538,1999-11-20,Sophomore,School of Arts and Sciences,0,1,['WS' 'SA' 'MRS'],Suite,1,1,1,8000-11000,12000
Leah Cantu,F,326739917,2001-05-01,Sophomore,School of Social Work,0,0,['TS' 'MZH' 'BS'],Suite,1,1,1,8000-11000,12000
David Lambert,M,581995741,2001-03-31,Freshman,School of Engineering,0,0,['MS' 'MZH' 'SA'],Suite,1,1,1,4000-6000,7000
Pamela Butler,F,924976383,2003-08-28,Junior,School of Communication and Information,0,0,['CS' 'MRS' 'NCA'],Suite,1,1,1,4000-6000,7000
Brian Daniels,M,906155943,2002-05-28,Freshman,School of Social Work,1,1,['WS' 'BS' 'SA'],Suite,1,0,1,6000-8000,9000
Craig Lynch,M,481706670,2002-03-27,Sophomore,School of Engineering,0,0,['NCA' 'BH' 'WS'],Apartment,1,1,1,8000-11000,12000
Rachel Tran,F,412711686,2000-01-07,Junior,School of Arts and Sciences,0,0,['BS' 'SA' 'NCA'],Apartment,1,1,1,6000-8000,9000
Thomas Murray,M,417761835,2000-10-14,Freshman,School of Arts and Sciences,0,0,['BS' 'JS' 'WS'],Traditional Residence Hall,1,0,1,8000-11000,12000
Russell Alexander,M,225388989,2005-07-31,Sophomore,School of Engineering,0,0,['MS' 'BS' 'MH'],Suite,1,1,1,8000-11000,12000
Jack Erickson,M,685876362,2000-10-03,Freshman,School of Arts and Sciences,0,1,['TS' 'MS' 'SA'],Apartment,1,1,1,6000-8000,9000
Jasmine Anderson,F,713106662,2000-07-19,Senior,School of Communication and Information,0,0,['BS' 'RA' 'BH'],Traditional Residence Hall,1,1,1,4000-6000,7000
Deborah Harper,F,934504391,2001-09-28,Sophomore,School of Arts and Sciences,0,0,['TS' 'SA' 'RA'],Apartment,1,1,1,4000-6000,7000
Diana Miller,F,372444128,2001-08-21,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'MRS' 'JS'],Apartment,1,1,1,6000-8000,9000
Laura Turner,F,610330222,2004-05-02,Senior,School of Social Work,0,0,['MRS' 'NCA' 'RA'],Suite,1,1,1,8000-11000,12000
Seth Weiss,M,425049319,2002-10-11,Junior,School of Communication and Information,1,0,['MH' 'NCA' 'SA'],Apartment,1,1,1,8000-11000,12000
Madison Wright,F,390126186,2005-02-25,Junior,School of Engineering,0,1,['NCA' 'RA' 'SA'],Apartment,1,1,1,4000-6000,7000
Tara Patterson,F,580230698,2003-10-25,Senior,School of Arts and Sciences,0,0,['MS' 'CS' 'NCA'],Apartment,1,1,1,8000-11000,12000
Joseph Vargas,M,823618196,2001-02-13,Junior,School of Engineering,0,1,['BS' 'NCA' 'TS'],Suite,1,1,1,6000-8000,9000
Jennifer Rangel,F,588237116,1999-12-29,Freshman,School of Communication and Information,0,0,['BS' 'WS' 'BH'],Suite,1,0,1,8000-11000,12000
Troy Mcintosh,M,974222970,2002-10-31,Sophomore,Mason Gross School of the Arts,0,0,['MZH' 'RA' 'BS'],Apartment,1,1,1,4000-6000,7000
Jennifer Bush,F,503418594,2003-05-23,Freshman,School of Arts and Sciences,0,1,['BS' 'SA' 'BH'],Suite,1,1,1,8000-11000,12000
Mark Colon,M,595361233,2002-03-20,Junior,School of Arts and Sciences,0,0,['CS' 'BS' 'TS'],Apartment,1,1,1,8000-11000,12000
Jerry Mendoza,M,952570393,1999-11-03,Junior,Edward J. Bloustein School of Planning and Public Policy,1,0,['SA' 'NCA' 'BS'],Apartment,1,1,1,4000-6000,7000
Kevin Kline,M,147275387,2001-06-17,Senior,School of Management and Labor Relations,0,0,['WS' 'NCA' 'SA'],Apartment,1,1,1,8000-11000,12000
Joseph Smith,M,135360044,2001-08-09,Freshman,School of Social Work,0,0,['SA' 'RA' 'NCA'],Traditional Residence Hall,1,1,1,4000-6000,7000
Curtis Shields,M,227797283,2005-06-07,Freshman,School of Engineering,0,0,['SA' 'BS' 'NCA'],Apartment,1,1,1,4000-6000,7000
Thomas Edwards,M,979417663,2002-10-15,Sophomore,School of Arts and Sciences,0,1,['NCA' 'AH' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,12000
Chris Smith,M,214978631,2002-09-30,Junior,Edward J. Bloustein School of Planning and Public Policy,0,1,['JS' 'BS' 'MRS'],Suite,1,1,1,8000-11000,12000
Danny Peterson,M,199279160,1999-11-06,Sophomore,School of Arts and Sciences,0,1,['NCA' 'CS' 'RA'],Apartment,1,1,1,8000-11000,12000
Deanna Reid,F,649988869,2000-03-24,Junior,School of Engineering,0,1,['RA' 'MZH' 'NCA'],Apartment,1,1,1,6000-8000,9000
Alan Warner,M,439685731,2003-05-05,Sophomore,School of Arts and Sciences,0,0,['RA' 'SA' 'BS'],Apartment,1,1,1,4000-6000,7000
Darrell Gallegos,M,211112791,2000-02-11,Freshman,School of Arts and Sciences,0,0,['TS' 'BS' 'MRS'],Suite,1,1,1,4000-6000,7000
Chris Lang,M,314028650,2004-03-06,Sophomore,School of Arts and Sciences,0,0,['BS' 'NCA' 'SA'],Traditional Residence Hall,1,1,1,4000-6000,7000
Jeffrey Sullivan,M,580994970,2001-02-15,Junior,School of Arts and Sciences,0,0,['RA' 'MH' 'MZH'],Apartment,1,1,1,4000-6000,7000
Lindsay Williams,F,664871607,2003-08-03,Sophomore,School of Arts and Sciences,0,0,['NCA' 'BH' 'AH'],Apartment,1,1,1,8000-11000,12000
Ms. Ashley Rivera,F,794110952,2004-11-14,Freshman,School of Social Work,0,0,['MH' 'MS' 'AH'],Suite,1,1,1,8000-11000,12000
Lauren Stuart,F,926440653,2004-09-29,Junior,School of Social Work,0,0,['NCA' 'JS' 'RA'],Apartment,1,1,1,8000-11000,12000
Katherine Anderson,F,317850596,2003-12-30,Sophomore,School of Management and Labor Relations,0,0,['MS' 'SA' 'BS'],Suite,1,1,1,8000-11000,12000
Robin Scott,F,122786975,2001-11-12,Senior,School of Communication and Information,0,1,['MRS' 'BS' 'MZH'],Traditional Residence Hall,1,1,1,8000-11000,12000
James Schmitt,M,322060192,2003-06-16,Freshman,School of Engineering,0,0,['CS' 'BS' 'RA'],Traditional Residence Hall,1,1,1,8000-11000,12000
Amy Wells,F,414883587,2004-07-17,Freshman,School of Arts and Sciences,0,0,['MH' 'BS' 'RA'],Suite,1,1,1,6000-8000,9000
Erika Bennett,F,436452268,2004-06-29,Freshman,Mason Gross School of the Arts,0,0,['MH' 'WS' 'AH'],Suite,1,1,1,4000-6000,7000
Donna Taylor,F,406569147,2002-01-01,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'SA' 'BH'],Suite,1,1,1,8000-11000,12000
Linda Andersen,F,513888422,2000-06-14,Freshman,School of Arts and Sciences,0,0,['SA' 'NCA' 'MRS'],Traditional Residence Hall,1,1,1,6000-8000,9000
Bruce Gray,M,723298613,2000-08-23,Freshman,School of Arts and Sciences,0,0,['MH' 'AH' 'NCA'],Suite,1,1,1,8000-11000,12000
Matthew Flynn,M,872290444,2003-09-14,Sophomore,School of Arts and Sciences,0,0,['MZH' 'SA' 'BS'],Suite,1,1,1,8000-11000,12000
Matthew Miller,M,909478005,2001-10-10,Junior,School of Social Work,0,0,['RA' 'BS' 'NCA'],Suite,1,1,1,8000-11000,12000
Joseph Rodriguez,M,253154688,2000-06-18,Freshman,School of Arts and Sciences,0,0,['NCA' 'MRS' 'AH'],Suite,1,1,1,8000-11000,12000
Christopher Rogers,M,867729508,2002-03-27,Senior,School of Arts and Sciences,1,1,['NCA' 'MH' 'BS'],Apartment,1,1,1,8000-11000,12000
Dawn Cox,F,785059055,1999-11-27,Sophomore,School of Communication and Information,0,0,['BS' 'MH' 'CS'],Suite,1,1,1,8000-11000,12000
Jocelyn Jackson,F,893229726,2002-03-23,Freshman,Mason Gross School of the Arts,0,0,['NCA' 'SA' 'BS'],Apartment,1,1,1,8000-11000,12000
Brooke Douglas,F,563947607,2000-03-06,Freshman,School of Engineering,0,1,['MH' 'JS' 'BS'],Suite,1,1,1,8000-11000,12000
Rachel Jones DDS,F,660494973,1999-12-01,Sophomore,School of Arts and Sciences,0,0,['MS' 'TS' 'CS'],Suite,1,1,0,8000-11000,12000
Timothy Jones,M,609973676,2004-11-02,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'MZH' 'NCA'],Suite,1,1,1,8000-11000,12000
Lee Howard,M,799431253,2002-05-15,Sophomore,School of Engineering,0,1,['BS' 'SA' 'MZH'],Suite,1,1,1,4000-6000,7000
Jeremy Reilly,M,674294291,2003-08-28,Freshman,School of Arts and Sciences,0,0,['JS' 'SA' 'WS'],Suite,1,0,1,6000-8000,9000
Jill Rowland MD,F,111182944,2002-03-30,Freshman,Mason Gross School of the Arts,0,0,['SA' 'NCA' 'AH'],Traditional Residence Hall,1,1,1,6000-8000,9000
Kyle Harris,M,616454897,2000-09-10,Senior,School of Arts and Sciences,0,1,['BS' 'MH' 'RA'],Suite,1,1,1,4000-6000,7000
Cesar Lawson,M,531933341,2003-06-29,Freshman,School of Engineering,1,0,['MRS' 'WS' 'NCA'],Suite,1,1,1,4000-6000,7000
Jacqueline Lee,F,469180110,2002-05-03,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['MH' 'BS' 'SA'],Apartment,1,1,1,8000-11000,12000
Molly Cline,F,282215184,2001-12-03,Freshman,School of Arts and Sciences,0,0,['RA' 'MZH' 'TS'],Apartment,1,1,1,8000-11000,12000
Nicole Graham,F,400697930,2003-06-12,Sophomore,Mason Gross School of the Arts,0,1,['SA' 'BS' 'MS'],Apartment,1,1,1,8000-11000,12000
Mark Sandoval,M,386343224,1999-10-23,Freshman,School of Communication and Information,0,1,['CS' 'TS' 'RA'],Traditional Residence Hall,1,1,1,8000-11000,12000
Lindsey Martin,F,210201032,2001-04-04,Freshman,School of Communication and Information,0,0,['SA' 'RA' 'BS'],Apartment,1,1,1,8000-11000,12000
Amy Shaw,F,151719451,2003-03-16,Junior,School of Arts and Sciences,0,0,['NCA' 'SA' 'MS'],Suite,1,1,1,8000-11000,12000
Dorothy Parker,F,626353159,2004-07-04,Freshman,School of Social Work,0,1,['NCA' 'WS' 'SA'],Apartment,1,1,1,6000-8000,9000
Sandra Yates,F,677850145,2005-06-23,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['RA' 'BS' 'MZH'],Suite,1,1,1,8000-11000,12000
James Thornton,M,479306675,2004-01-18,Sophomore,School of Management and Labor Relations,0,0,['BS' 'MZH' 'SA'],Traditional Residence Hall,1,1,1,4000-6000,7000
Gregory Vazquez,M,594312179,2004-05-15,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'TS' 'NCA'],Suite,1,1,1,8000-11000,12000
Raymond Bush,M,943562488,2003-06-19,Sophomore,School of Arts and Sciences,0,0,['MH' 'CS' 'JS'],Apartment,1,1,1,6000-8000,9000
Brian Ramsey,M,333543967,2005-09-08,Sophomore,School of Engineering,0,0,['BS' 'MS' 'NCA'],Traditional Residence Hall,1,1,1,4000-6000,7000
Edgar Bailey,M,278462154,2003-04-13,Sophomore,School of Social Work,0,1,['NCA' 'BS' 'WS'],Suite,1,1,1,8000-11000,12000
Heidi Jordan,F,113879586,1999-12-24,Freshman,School of Communication and Information,0,1,['BH' 'MZH' 'TS'],Suite,1,1,1,8000-11000,12000
Catherine Miller,F,842488083,2001-09-25,Sophomore,Mason Gross School of the Arts,0,0,['NCA' 'BS' 'RA'],Suite,1,0,1,8000-11000,12000
Manuel Lopez,M,814205403,2000-11-16,Freshman,Edward J. Bloustein School of Planning and Public Policy,1,0,['BS' 'SA' 'MS'],Suite,1,1,1,8000-11000,12000
Leslie Gonzales,M,932255229,2003-09-24,Sophomore,School of Management and Labor Relations,0,0,['NCA' 'WS' 'RA'],Apartment,1,1,1,8000-11000,12000
Megan Hawkins,F,836607153,2002-08-05,Freshman,School of Communication and Information,0,1,['WS' 'NCA' 'BH'],Suite,1,1,1,8000-11000,12000
Nathan Hughes,M,777342549,2002-11-04,Freshman,School of Arts and Sciences,1,1,['SA' 'NCA' 'MZH'],Suite,1,1,1,4000-6000,7000
Cheryl Glass,F,323050019,2000-04-25,Freshman,School of Social Work,0,0,['RA' 'NCA' 'SA'],Traditional Residence Hall,1,1,1,4000-6000,7000
Erica Peters,F,882527515,2003-10-30,Freshman,Mason Gross School of the Arts,0,1,['NCA' 'BH' 'BS'],Suite,1,1,1,8000-11000,12000
Kristen Spencer,F,776920517,1999-11-26,Freshman,School of Arts and Sciences,0,1,['WS' 'BH' 'CS'],Suite,1,1,1,8000-11000,12000
Philip Moody,M,644490358,2000-10-21,Junior,School of Engineering,0,0,['MS' 'BS' 'NCA'],Suite,1,1,1,6000-8000,9000
Carrie Escobar,F,591051146,2001-03-20,Junior,School of Engineering,0,0,['WS' 'BS' 'RA'],Suite,1,1,1,8000-11000,12000
Edward Moore,M,599540285,1999-10-20,Junior,School of Arts and Sciences,0,1,['NCA' 'MRS' 'BH'],Suite,1,1,1,4000-6000,7000
Edward Payne,M,448476924,2001-07-28,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'MZH' 'NCA'],Suite,1,1,1,8000-11000,12000
Alyssa Mitchell,F,303731964,2005-03-13,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['BS' 'WS' 'BH'],Suite,1,1,1,8000-11000,12000
Sharon Arellano,F,408019826,2005-03-23,Junior,School of Communication and Information,0,0,['MZH' 'SA' 'NCA'],Apartment,1,1,1,4000-6000,7000
Ruben Parker,M,779019273,2004-09-20,Senior,School of Engineering,0,1,['WS' 'RA' 'MRS'],Apartment,1,0,1,4000-6000,7000
Charles Ward,M,535838563,2000-04-14,Freshman,School of Engineering,1,1,['SA' 'NCA' 'CS'],Suite,1,1,1,6000-8000,9000
Steven Lynn,M,839947282,2002-04-06,Junior,School of Arts and Sciences,0,1,['BS' 'BH' 'RA'],Suite,1,1,1,4000-6000,7000
Robert Bolton,M,208568263,2004-03-27,Sophomore,School of Environmental and Biological Sciences,0,0,['BS' 'RA' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,12000
Gerald Anderson,M,352404334,2003-02-18,Freshman,School of Communication and Information,0,0,['RA' 'SA' 'BS'],Traditional Residence Hall,1,1,0,8000-11000,12000
Lisa Francis,F,198182184,2005-02-01,Junior,School of Engineering,0,1,['MS' 'MRS' 'BS'],Apartment,1,1,1,8000-11000,12000
Alexandria Schmidt,F,524510518,2004-06-12,Freshman,School of Arts and Sciences,1,0,['NCA' 'RA' 'MRS'],Apartment,1,1,1,4000-6000,7000
