name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status
Benjamin Chavez,M,703309749,2000-09-15,Freshman,School of Environmental and Biological Sciences,0,1
Robert Madden II,M,166912876,2004-10-07,Junior,School of Environmental and Biological Sciences,0,0
Lisa Dillon,F,669387504,2002-11-08,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Keith Randall,M,318895731,2003-02-02,Freshman,School of Social Work,0,0
Kristopher Martinez,M,435974888,2002-12-07,Sophomore,School of Social Work,0,0
Dana Moore,F,282631168,2000-07-20,Sophomore,School of Arts and Sciences,0,0
Theresa Moore,F,836817313,2002-11-26,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Steven Harrison,M,612939828,2004-06-11,Freshman,School of Environmental and Biological Sciences,0,0
William Adams,M,337446374,2003-03-15,Sophomore,School of Social Work,0,0
Kristy Flores,F,626286314,2004-04-15,Sophomore,School of Environmental and Biological Sciences,0,1
Harold Mason,M,601613425,1999-10-12,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
William Brown,M,583471985,2000-12-11,Sophomore,School of Arts and Sciences,0,0
Brian Mills,M,999381850,2004-02-16,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Dana Nelson,F,537289109,2005-01-23,Freshman,School of Social Work,0,0
Nathan Morgan,M,261393558,2003-06-05,Sophomore,School of Management and Labor Relations,1,1
Chelsea York,F,543731695,2005-07-03,Sophomore,Mason Gross School of the Arts,1,0
Charles Schmidt,M,311264970,2003-08-10,Junior,School of Social Work,0,0
Rachel Schaefer,F,298913744,2004-01-17,Senior,School of Communication and Information,0,0
James Barnes,M,963202376,2001-02-22,Freshman,School of Social Work,0,0
Mrs. Jessica Taylor MD,F,411866765,2001-10-03,Junior,School of Management and Labor Relations,0,0
Sarah Oneill,F,299440393,2004-02-06,Junior,School of Arts and Sciences,0,1
Dr. Bonnie Christian,F,762823066,2000-04-27,Sophomore,School of Environmental and Biological Sciences,0,1
Kristin Hamilton,F,204229362,2004-10-27,Junior,Mason Gross School of the Arts,0,0
Matthew Kennedy,M,357870395,2005-01-03,Senior,Mason Gross School of the Arts,0,0
Megan Nelson,F,182907299,2005-09-18,Senior,Mason Gross School of the Arts,0,0
Thomas Mcdonald,M,595317023,2002-06-03,Senior,School of Management and Labor Relations,0,0
David Johnson,M,204832074,2001-07-28,Freshman,School of Social Work,0,0
Elizabeth Campbell,F,540325182,2004-06-04,Freshman,School of Management and Labor Relations,0,0
Christina Navarro,F,572239517,2004-05-02,Freshman,School of Management and Labor Relations,0,1
Jo Carlson,F,892316937,2001-05-04,Sophomore,School of Arts and Sciences,1,0
David Knox,M,422113634,2002-10-21,Freshman,School of Environmental and Biological Sciences,0,0
Jessica Hernandez,F,210020316,2005-07-11,Freshman,School of Management and Labor Relations,0,0
Jasmine Wood,F,158853479,2000-12-11,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Samantha Miller,F,713319516,2003-02-06,Freshman,School of Environmental and Biological Sciences,0,0
Christian Singh,M,279651363,2002-10-02,Sophomore,School of Environmental and Biological Sciences,0,1
Danielle Manning,F,787070645,2002-05-23,Junior,School of Arts and Sciences,0,0
Jennifer Reed,F,147515754,2005-09-05,Sophomore,School of Arts and Sciences,0,0
Diana Ferrell,F,659763173,2002-02-21,Sophomore,Mason Gross School of the Arts,0,1
Kristen Chan,F,709477242,2004-02-09,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Christopher Burgess,M,222197787,2000-09-17,Freshman,School of Social Work,1,0
Stacy Maxwell,F,324837055,2005-01-17,Sophomore,School of Arts and Sciences,0,0
Richard Evans,M,429015132,2003-10-02,Junior,School of Engineering,0,1
Jessica Rodriguez,F,474444542,2003-06-22,Sophomore,School of Management and Labor Relations,0,0
Kristen Smith,F,866915937,2002-05-24,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1
Teresa Williams,F,436328425,2001-12-14,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Norma Wise,F,617458584,2002-09-11,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Samantha Matthews,F,823311760,2004-01-04,Freshman,School of Environmental and Biological Sciences,0,0
Matthew Jordan,M,719906058,2005-05-28,Freshman,School of Engineering,0,0
Courtney Terry,F,361349105,2005-02-28,Freshman,School of Arts and Sciences,0,0
Clinton Green,M,365363205,2004-03-23,Freshman,School of Management and Labor Relations,0,0
Amanda Chan,F,518404344,2005-01-06,Junior,School of Arts and Sciences,0,0
Connie Robles,F,216915357,2003-03-16,Freshman,School of Engineering,0,0
Jared Scott,M,734466394,2000-09-11,Freshman,School of Environmental and Biological Sciences,0,0
Tamara Martin,F,783551066,2005-08-28,Junior,Rutgers Business School–Newark and New Brunswick,0,1
Brandon Franco,M,914005523,2004-06-05,Freshman,School of Arts and Sciences,0,0
Judith Thomas,F,902595841,2001-10-26,Junior,Mason Gross School of the Arts,0,1
Vincent Walker,M,936392118,2001-10-19,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Jordan Taylor,F,848256700,2000-03-15,Junior,School of Arts and Sciences,0,0
Jose Roman,M,643028019,2004-02-22,Freshman,School of Environmental and Biological Sciences,0,0
Ronald Briggs,M,978756932,2005-04-22,Freshman,Mason Gross School of the Arts,0,0
Ashley Bullock,F,312755493,2004-09-23,Freshman,School of Environmental and Biological Sciences,0,0
Teresa Miller,F,241231649,2004-07-04,Sophomore,School of Arts and Sciences,0,1
Matthew Trevino,M,693079490,2003-11-15,Freshman,School of Arts and Sciences,0,0
Courtney Moore,F,782806339,2003-05-05,Freshman,School of Communication and Information,0,0
Dr. Terry Bond,M,166853674,2004-06-29,Senior,School of Engineering,0,0
Kelly Mason,M,459128031,2004-02-12,Sophomore,School of Management and Labor Relations,0,1
Jeffrey Castillo,M,503654917,2003-12-29,Freshman,School of Communication and Information,0,0
David Meyer,M,151488324,2003-01-25,Freshman,School of Communication and Information,0,1
Christy Smith,F,427545636,2004-08-14,Senior,School of Management and Labor Relations,0,0
Rachel Aguirre,F,159863277,2003-09-19,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Ann Peters,F,920095145,2004-02-13,Junior,School of Management and Labor Relations,0,1
Mark Hurley,M,747440438,2003-04-17,Freshman,School of Arts and Sciences,0,0
Susan Taylor,F,238733600,2002-09-18,Sophomore,School of Arts and Sciences,0,0
Christopher Mckinney,M,823476679,2005-06-07,Junior,School of Engineering,0,1
Timothy Maldonado,M,153665201,1999-11-19,Senior,School of Arts and Sciences,1,0
Rebecca Rodriguez,F,287032858,2000-04-14,Freshman,School of Social Work,0,0
Rita Norman,F,455978375,2003-09-22,Freshman,School of Arts and Sciences,0,0
Mary Lloyd,F,275460497,2005-06-18,Sophomore,School of Arts and Sciences,0,0
Rachel Miller,F,266446967,2003-08-22,Freshman,School of Social Work,0,1
Stephanie Silva,F,748187750,2003-08-30,Freshman,School of Arts and Sciences,0,0
Sara Cochran,F,754025615,2001-03-01,Freshman,School of Arts and Sciences,1,0
Tommy Murray,M,206944785,2000-01-25,Senior,School of Social Work,0,0
Lawrence Hunt,M,469062544,2002-06-18,Senior,Mason Gross School of the Arts,0,0
Heidi Andrews,F,747674685,2001-09-12,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Miss Michelle Hill,F,806989075,2002-11-13,Sophomore,School of Arts and Sciences,0,0
Casey Dickerson,M,258894394,2003-07-11,Sophomore,School of Environmental and Biological Sciences,0,1
Stephanie Carter,F,252365978,2003-01-08,Junior,Mason Gross School of the Arts,0,0
Joyce Bell,F,501801894,2004-07-26,Freshman,School of Environmental and Biological Sciences,0,0
Raven Hernandez,F,298282005,2004-05-29,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1
Christina Morrison,F,365010408,2005-02-07,Freshman,School of Management and Labor Relations,0,0
Jason Thomas,M,140338392,2002-08-17,Junior,School of Environmental and Biological Sciences,0,0
Emily Mills,F,985711324,2000-07-05,Sophomore,School of Management and Labor Relations,0,0
Debra Williams,F,971404853,2005-08-23,Junior,School of Arts and Sciences,0,0
Catherine Miller,F,778835349,2000-03-20,Freshman,School of Environmental and Biological Sciences,0,1
Devin Smith,M,248595761,2003-06-05,Freshman,Mason Gross School of the Arts,0,0
Veronica Cline,F,164563724,2002-04-29,Senior,School of Arts and Sciences,0,0
Christopher Miles,M,662209578,2002-11-25,Freshman,School of Management and Labor Relations,0,0
Morgan Hampton,F,962185829,2000-02-12,Sophomore,School of Engineering,0,0
Austin Cox,M,816734371,2000-06-29,Sophomore,School of Communication and Information,0,0
Cynthia Benjamin,F,670391729,2002-11-30,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Shannon Ashley,F,115589621,2003-04-02,Junior,School of Management and Labor Relations,0,1
Angela Green,F,941691376,2003-03-08,Junior,School of Engineering,0,1
Ryan Lewis,M,992710291,2004-02-04,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Mrs. Summer Mullins,F,656088374,2004-12-11,Junior,School of Social Work,0,0
Brian Jones,M,716087466,1999-11-05,Freshman,School of Management and Labor Relations,0,0
Casey Parker,F,757330871,2003-09-30,Senior,Mason Gross School of the Arts,0,1
Cassandra Cordova,F,520561089,2001-07-10,Freshman,School of Management and Labor Relations,0,0
Gary Silva,M,603758565,1999-10-09,Freshman,School of Social Work,0,1
Timothy Blake,M,872728525,2005-05-14,Freshman,School of Engineering,0,0
Monica Nelson,F,588075762,2003-12-20,Sophomore,School of Arts and Sciences,0,1
Candace Neal,F,870230313,2005-04-17,Freshman,School of Engineering,0,0
Kevin Smith,M,439384511,2002-09-20,Sophomore,School of Communication and Information,0,1
Alexander Ryan,M,537579944,1999-11-26,Freshman,School of Arts and Sciences,0,0
Jennifer Stewart,F,754638410,2000-07-18,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Kevin Lara,M,216594708,2001-10-06,Sophomore,School of Engineering,0,0
Teresa Smith,F,341154313,2002-02-05,Freshman,School of Engineering,0,0
Ashley Smith,F,780010785,2000-06-17,Sophomore,School of Social Work,0,0
Briana Cameron,F,328193173,2003-09-20,Freshman,School of Social Work,0,0
Alexandra Jones,F,878920316,2001-07-25,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Donald Wilson,M,351954987,1999-12-10,Sophomore,School of Arts and Sciences,0,0
Clinton Harris Jr.,M,582691978,2000-03-07,Sophomore,School of Arts and Sciences,0,1
Matthew Williams,M,239205136,2000-02-26,Freshman,School of Arts and Sciences,0,0
Brett Foster,M,466638207,2004-07-07,Freshman,School of Arts and Sciences,0,1
Amy Valencia,F,722065476,2001-10-21,Freshman,School of Environmental and Biological Sciences,0,1
Kristen Cummings,F,988460383,2005-05-12,Junior,School of Engineering,0,0
Evan Castro,M,659890515,2003-05-28,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Megan Vazquez,F,190988831,2001-03-01,Freshman,Mason Gross School of the Arts,0,1
Christina Blanchard,F,426828060,2003-12-09,Junior,School of Engineering,0,0
Mark Campbell,M,272136168,2000-09-05,Senior,School of Communication and Information,0,1
Stephen Richard,M,367149286,2003-10-17,Junior,School of Arts and Sciences,0,0
Jeanette Shelton,F,914604636,2003-06-02,Freshman,Edward J. Bloustein School of Planning and Public Policy,1,0
Miss Monica Levy MD,F,374089360,2001-02-03,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Ian Mayo,M,411319350,2003-07-17,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0
Danielle Weaver,F,591234892,2001-01-29,Sophomore,School of Arts and Sciences,0,1
Heather Lopez,F,252636917,2003-08-28,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0
Richard Patel,M,807556886,1999-12-29,Sophomore,School of Management and Labor Relations,0,0
Bryan Hall,M,626820502,1999-11-11,Sophomore,School of Social Work,0,1
Anthony Martin,M,200518402,2002-10-08,Senior,School of Engineering,0,0
Troy Torres,M,785921587,2001-01-28,Freshman,School of Engineering,0,1
Abigail Taylor,F,714269803,2003-09-23,Sophomore,School of Arts and Sciences,0,0
Nicole Kennedy,F,240883730,2003-02-18,Freshman,Rutgers Business School–Newark and New Brunswick,0,1
Tara Dean,F,924068824,2001-02-04,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Jeremy Johnson,M,697413636,2005-06-09,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Daniel Kent,M,888902054,2001-12-22,Sophomore,School of Arts and Sciences,0,0
Kevin Nichols,M,665371723,2004-02-22,Freshman,School of Arts and Sciences,0,1
William Shaffer,M,319135737,2001-06-10,Sophomore,Mason Gross School of the Arts,0,1
Jason Hawkins,M,133040904,2001-07-09,Freshman,School of Social Work,0,0
Samantha Moore,F,218790584,2002-04-01,Freshman,School of Management and Labor Relations,0,0
Brandon Wallace,M,643005028,2004-02-22,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0
Clayton Krause,M,789689897,2003-05-23,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Wendy Holden,F,255280333,2002-07-02,Junior,School of Communication and Information,0,1
Eric Cunningham,M,875672127,2003-05-05,Freshman,School of Communication and Information,0,1
Timothy Ruiz,M,494161440,2001-01-13,Junior,School of Arts and Sciences,0,1
Anthony Lucas,M,462841514,2001-02-20,Sophomore,School of Management and Labor Relations,0,0
Henry Joseph,M,693954508,2004-01-24,Sophomore,School of Arts and Sciences,0,0
Heidi Morris,F,103024200,2004-07-19,Sophomore,School of Engineering,0,0
Colin Owens,M,789123543,2001-08-21,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0
Joseph Gates,M,851578450,2004-12-14,Freshman,School of Management and Labor Relations,0,0
Lauren Williams,F,203291911,2002-12-06,Freshman,School of Management and Labor Relations,0,1
Jason Miles,M,784384380,2000-01-19,Senior,Mason Gross School of the Arts,0,0
Stephanie Barrera,F,441777690,2004-05-09,Freshman,School of Environmental and Biological Sciences,0,0
Kenneth Ryan,M,491733250,2001-12-01,Sophomore,School of Arts and Sciences,0,1
Rebecca Bell,F,614105066,2003-03-05,Freshman,School of Arts and Sciences,0,0
Carol Young,F,783674485,2005-01-28,Senior,Mason Gross School of the Arts,0,0
Nicole Washington,F,178586389,2004-12-12,Freshman,Mason Gross School of the Arts,0,1
Jennifer Werner,F,325864775,2001-09-01,Freshman,Mason Gross School of the Arts,0,1
Cheryl Parker,F,558533328,2004-08-30,Senior,School of Engineering,0,1
Amanda Woods,F,844284035,2005-08-17,Freshman,Rutgers Business School–Newark and New Brunswick,0,1
Brent Owens,M,423517901,2001-06-29,Junior,School of Engineering,0,1
Joshua Lee,M,319905807,2000-09-04,Freshman,Rutgers Business School–Newark and New Brunswick,0,1
Kathleen Stone,F,852480447,2004-09-14,Sophomore,School of Environmental and Biological Sciences,0,0
John Duarte,M,389058972,2002-02-01,Freshman,Mason Gross School of the Arts,0,0
John Perez,M,924186757,2004-03-07,Junior,School of Social Work,0,0
Janet Pineda,F,434584688,2000-05-20,Freshman,School of Communication and Information,0,1
Christopher Rodriguez,M,112830119,2002-03-06,Freshman,School of Management and Labor Relations,0,1
Fred Allen,M,665934307,2003-02-20,Freshman,School of Engineering,0,0
Gary Larsen,M,730841042,2003-02-10,Freshman,School of Arts and Sciences,0,0
Jonathan Jackson,M,682850142,2004-04-04,Junior,School of Arts and Sciences,1,0
Julia Collins,F,887665695,2003-12-21,Sophomore,School of Social Work,0,0
Rachel Delacruz,F,135421002,2000-04-20,Sophomore,School of Management and Labor Relations,0,0
Matthew Arnold Jr.,M,763276662,2005-09-22,Freshman,School of Environmental and Biological Sciences,0,0
Martha Hansen,F,640604446,2002-02-12,Sophomore,School of Engineering,0,1
Craig Fisher,M,672092073,2002-07-21,Junior,School of Management and Labor Relations,0,0
Lauren Benitez,F,346817270,2003-05-09,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0
Sharon Anderson,F,930585355,1999-10-30,Freshman,Mason Gross School of the Arts,0,0
Daniel Barr,M,265445254,2005-07-31,Senior,Mason Gross School of the Arts,0,0
Dr. James Vasquez DDS,M,857628921,2003-12-16,Freshman,School of Communication and Information,0,0
Matthew Lewis,M,462711653,2004-10-24,Junior,School of Management and Labor Relations,0,0
Peter Olson,M,202787222,2004-12-12,Freshman,School of Social Work,0,0
Benjamin Sanders,M,914900377,2003-04-16,Freshman,Mason Gross School of the Arts,0,0
Kevin Bray,M,208121138,2004-10-27,Sophomore,School of Engineering,0,1
Jill Ross,F,341704851,2000-04-10,Sophomore,School of Social Work,0,0
Cassandra Carter,F,751222388,2002-02-25,Freshman,School of Arts and Sciences,0,0
Shawn Smith,M,525293342,2003-12-30,Freshman,School of Engineering,0,0
Danielle Green,F,858811534,2002-07-05,Freshman,Mason Gross School of the Arts,0,0
Megan Quinn,F,397024601,2003-12-04,Sophomore,School of Social Work,0,1
Margaret Flores,F,526243325,2003-09-02,Freshman,School of Management and Labor Relations,0,0
Sandra Warren,F,643631623,2002-12-24,Freshman,School of Engineering,0,0
Marissa Daniels,F,106342589,2001-02-19,Sophomore,School of Communication and Information,0,1
Megan Gibson,F,146621673,2003-01-16,Junior,School of Arts and Sciences,0,0
John Williams,M,760361026,2001-07-08,Freshman,Rutgers Business School–Newark and New Brunswick,0,1
Leslie Curry,F,829872479,2005-05-31,Freshman,School of Arts and Sciences,0,1
Angela Brown,F,918812298,2003-08-03,Sophomore,School of Management and Labor Relations,0,0
David Smith,M,525895729,2003-12-31,Freshman,School of Arts and Sciences,0,0
Amy Morgan,F,782524663,2004-11-13,Junior,Mason Gross School of the Arts,0,1
Leslie Montgomery,F,538356712,2000-10-25,Sophomore,School of Engineering,0,0
Jeffrey Shelton,M,735600027,2000-09-25,Senior,School of Arts and Sciences,0,0
William Flores,M,513648788,2003-05-01,Junior,Rutgers Business School–Newark and New Brunswick,1,0
Raymond Coleman,M,936558646,2003-06-05,Junior,School of Arts and Sciences,0,0
Michael Carter,M,158435766,2002-07-01,Sophomore,School of Social Work,0,0
Linda Mitchell,F,432380210,2004-12-12,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1
Sandra King,F,318640993,2002-07-06,Freshman,School of Environmental and Biological Sciences,0,0
Kimberly Graham,F,904944872,1999-11-14,Sophomore,School of Engineering,0,1
Steven Powell DDS,M,464748026,2000-07-25,Sophomore,School of Engineering,0,0
Vincent Ho,M,990891137,2001-09-02,Freshman,School of Engineering,0,0
Lori Jordan,F,313299419,2000-07-30,Freshman,Mason Gross School of the Arts,0,0
Matthew Chambers,M,930901847,2001-02-14,Sophomore,School of Social Work,0,0
Bryan Wright,M,217995154,2002-10-01,Sophomore,School of Management and Labor Relations,0,0
Tiffany Gonzalez,F,441554164,2005-09-21,Sophomore,School of Social Work,0,1
Jason Chavez,M,836834789,2004-10-01,Sophomore,School of Management and Labor Relations,0,0
Bradley Mcgrath,M,266738184,2002-08-01,Senior,Mason Gross School of the Arts,0,0
Elaine Nunez,F,714678033,2000-01-07,Sophomore,School of Arts and Sciences,0,0
Jason Barker,M,143198914,2000-01-27,Sophomore,School of Communication and Information,0,0
Brian Bailey,M,429806780,2005-08-18,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0
Austin Bennett MD,M,369994612,2002-02-04,Freshman,Mason Gross School of the Arts,0,0
Tamara Andrade,F,411869703,2000-02-29,Junior,School of Engineering,0,0
Annette Williamson,F,392884419,2000-08-22,Freshman,School of Environmental and Biological Sciences,0,1
Gloria Ayers,F,318206027,2003-05-28,Sophomore,School of Social Work,0,1
Roy Jackson,M,432558299,2005-07-06,Freshman,School of Communication and Information,0,0
Ashley Parker,F,246223410,2003-05-27,Junior,School of Engineering,0,0
Lawrence Melendez,M,815809373,2001-12-12,Junior,School of Environmental and Biological Sciences,0,0
Drew Ingram,M,558753574,2004-04-28,Freshman,School of Environmental and Biological Sciences,0,0
Brian Hayes,M,613654520,2001-07-08,Freshman,School of Social Work,1,0
Jessica Frazier,F,504658130,2005-05-07,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Cynthia Jenkins,F,845472803,2003-11-06,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Carolyn Clay,F,965947985,2001-03-27,Sophomore,School of Environmental and Biological Sciences,0,0
Patrick Wright,M,696841575,1999-12-07,Sophomore,School of Communication and Information,0,0
Sara Santos,F,542465751,2003-10-27,Junior,School of Engineering,0,1
Lauren Keller,F,533991555,2004-01-22,Junior,School of Management and Labor Relations,0,1
David Bryant,M,465519603,2002-06-13,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1
Diana Mcdonald,F,749133663,2004-05-07,Freshman,School of Arts and Sciences,0,0
Kevin Glenn,M,848665847,2003-06-20,Junior,School of Environmental and Biological Sciences,0,0
Claudia Thompson,F,595924351,2003-10-08,Freshman,School of Arts and Sciences,0,0
Douglas Lee,M,154058741,2000-04-21,Freshman,Mason Gross School of the Arts,0,0
Dalton Jones,M,603085315,2003-02-14,Freshman,School of Management and Labor Relations,0,1
Melissa Doyle,F,365591278,2002-08-23,Junior,School of Environmental and Biological Sciences,0,0
Nathan Adams,M,211355103,2004-04-19,Senior,School of Environmental and Biological Sciences,0,0
Jennifer Warner,F,719775822,2002-01-31,Junior,School of Environmental and Biological Sciences,0,1
Keith Munoz,M,464679404,2003-08-21,Freshman,School of Management and Labor Relations,0,1
Amy Taylor,F,108180038,2000-01-27,Freshman,School of Social Work,0,1
Matthew Morse,M,876956801,2001-11-30,Sophomore,School of Environmental and Biological Sciences,0,0
Joseph Clark,M,876376923,2002-04-10,Sophomore,School of Arts and Sciences,0,1
Melissa Taylor,F,827698953,2004-04-02,Sophomore,School of Management and Labor Relations,0,1
Cathy Smith DDS,F,118027831,2005-04-11,Junior,School of Arts and Sciences,0,0
Susan Ho,F,337555122,2000-01-22,Freshman,School of Communication and Information,0,0
Dr. Kayla Doyle,F,574430113,2001-02-04,Freshman,School of Arts and Sciences,0,0
Brian Moss,M,762671689,2000-03-30,Freshman,School of Social Work,0,1
Jack Flowers,M,142368252,2005-09-24,Sophomore,Edward J. Bloustein School of Planning and Public Policy,1,0
Jeffery Anderson,M,844964004,2002-12-22,Freshman,Mason Gross School of the Arts,0,1
Benjamin Garcia,M,523757209,1999-11-08,Freshman,Mason Gross School of the Arts,0,1
James Stein,M,583581267,2002-10-03,Sophomore,School of Arts and Sciences,0,0
Jason Brown,M,521713713,2005-03-18,Freshman,Rutgers Business School–Newark and New Brunswick,0,1
Andrew Pruitt,M,448779346,2001-02-24,Freshman,School of Environmental and Biological Sciences,0,0
Gerald Barnett,M,673821628,2005-06-24,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1
Antonio Lewis,M,998795376,2000-08-20,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Cheryl Rodgers,F,218226469,2004-10-18,Freshman,School of Management and Labor Relations,0,0
Colleen Nguyen,F,407831058,2001-11-02,Sophomore,School of Engineering,0,1
Brian Barnett,M,737745177,2002-07-22,Sophomore,School of Social Work,0,0
Robert Grimes,M,135582365,2001-10-09,Sophomore,School of Arts and Sciences,0,0
Brendan Cox,M,140071865,2004-06-03,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Megan Boyd,F,977325404,2003-07-16,Senior,School of Arts and Sciences,0,0
Daniel Wright,M,375278909,2000-10-27,Sophomore,School of Communication and Information,0,0
Patricia Vasquez,F,668271244,2004-06-15,Senior,Mason Gross School of the Arts,0,0
Angela Cunningham,F,785238362,2002-03-29,Junior,School of Communication and Information,0,1
Megan Wade,F,549474878,2003-06-08,Junior,School of Arts and Sciences,1,0
Sarah Rose,F,880624007,2004-09-24,Senior,School of Management and Labor Relations,0,1
Mark King,M,770541932,2005-05-27,Sophomore,Mason Gross School of the Arts,0,1
Martha Santiago,F,948728567,2004-02-19,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0
Tonya Vargas,F,452495020,2000-05-12,Sophomore,School of Environmental and Biological Sciences,0,1
Elizabeth Nelson,F,742871851,2005-02-25,Freshman,School of Engineering,0,1
Douglas Donovan,M,469778210,2004-11-16,Senior,School of Social Work,0,0
Katie Joseph,F,819114696,2003-09-11,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Clifford Galvan,M,278470079,2001-12-21,Freshman,School of Environmental and Biological Sciences,0,0
Zoe Lawrence,F,868540842,2004-04-22,Sophomore,School of Engineering,0,1
Gary Dillon,M,256490369,2000-09-02,Sophomore,School of Social Work,0,0
Kenneth Gordon,M,370697622,2005-09-02,Junior,School of Management and Labor Relations,1,0
Kim Scott,F,133796847,2001-12-25,Sophomore,School of Arts and Sciences,0,0
Joshua Medina,M,210201724,2000-10-09,Senior,School of Environmental and Biological Sciences,0,0
Jaclyn Holloway,F,405786435,2004-02-27,Sophomore,School of Communication and Information,0,1
Kiara Davis,F,223529618,1999-11-23,Sophomore,School of Communication and Information,0,1
Jonathan Higgins,M,649633927,2002-12-21,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Jeffery Dunlap,M,833061612,2005-06-17,Freshman,School of Environmental and Biological Sciences,0,0
Victoria Leblanc,F,437381573,2003-05-06,Freshman,Mason Gross School of the Arts,0,1
Jessica Carroll,F,259783910,2001-07-15,Sophomore,School of Communication and Information,0,1
Phillip Lawson,M,839163321,2000-09-03,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1
Regina Taylor,F,465577562,2002-12-24,Freshman,School of Arts and Sciences,0,0
Nathan Mathis,M,336408556,2005-08-28,Junior,School of Arts and Sciences,0,1
Brian Park,M,989783854,2002-05-24,Senior,School of Engineering,0,0
Barbara Moran,F,917573894,2004-05-16,Sophomore,School of Environmental and Biological Sciences,0,0
Jonathan Phillips,M,660082571,2001-11-27,Junior,School of Social Work,0,1
Molly Diaz,F,792236198,2000-07-14,Freshman,School of Engineering,0,1
William Stokes,M,173527709,2002-08-12,Freshman,Mason Gross School of the Arts,0,1
Shawn Flores,M,687368189,2005-02-28,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Gary Figueroa,M,820790887,2000-01-30,Freshman,School of Communication and Information,0,0
Brent Davidson DDS,M,540685539,2002-01-22,Freshman,School of Environmental and Biological Sciences,0,1
Timothy Moreno,M,229450196,2003-01-19,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Anna Mitchell,F,411126511,2001-12-18,Freshman,School of Communication and Information,0,1
Anthony Cook,M,234397842,2004-03-31,Sophomore,School of Engineering,0,1
David Wood,M,729185160,2002-12-05,Freshman,School of Social Work,0,0
Joseph Haney,M,312998808,2004-03-11,Senior,School of Social Work,0,0
Caroline Torres,F,656638414,2001-06-20,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0
Andrew Torres,M,690086954,2000-01-09,Senior,School of Environmental and Biological Sciences,0,0
Laura Chang,F,854310493,2001-01-29,Junior,School of Engineering,0,1
Shawn Vega,M,369817557,2005-01-12,Freshman,School of Engineering,0,1
Dennis Foster,M,617617629,2003-05-15,Sophomore,School of Management and Labor Relations,0,0
Andrew Scott,M,754581251,2001-07-26,Junior,School of Arts and Sciences,0,0
Nancy Lopez,F,558685335,2001-03-12,Freshman,School of Management and Labor Relations,0,0
Paula Wright,F,291416690,2001-07-25,Sophomore,School of Environmental and Biological Sciences,0,0
Lisa Taylor,F,135079521,2005-07-03,Freshman,School of Arts and Sciences,0,1
Justin Williams,M,531852748,2004-05-24,Freshman,School of Communication and Information,0,0
Cody Martin,M,207941850,2004-02-22,Sophomore,School of Arts and Sciences,0,0
Lauren Diaz,F,372135538,2003-02-11,Sophomore,Mason Gross School of the Arts,0,0
James Atkins,M,435109432,2005-02-13,Junior,School of Arts and Sciences,0,0
Allison Novak,F,921806342,2004-02-18,Freshman,School of Environmental and Biological Sciences,0,1
Benjamin Raymond,M,337938107,2003-03-26,Freshman,School of Environmental and Biological Sciences,0,1
James Fowler,M,549771649,2002-05-21,Junior,School of Engineering,0,1
